% Created by Marsyas
@relation Train.arff
@attribute Mean_Acc1000_Mean_Mem40_SFM_1 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_2 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_3 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_4 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_5 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_6 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_7 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_8 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_9 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_11 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_12 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_13 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_14 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_15 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_16 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_17 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_18 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_19 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_20 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_21 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_22 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_23 real
@attribute Mean_Acc1000_Mean_Mem40_SFM_24 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_1 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_2 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_3 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_4 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_5 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_6 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_7 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_8 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_9 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_10 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_11 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_12 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_13 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_14 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_15 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_16 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_17 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_18 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_19 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_20 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_21 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_22 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_23 real
@attribute Mean_Acc1000_Mean_Mem40_SCF_24 real
@attribute Mean_Acc1000_Std_Mem40_SFM_1 real
@attribute Mean_Acc1000_Std_Mem40_SFM_2 real
@attribute Mean_Acc1000_Std_Mem40_SFM_3 real
@attribute Mean_Acc1000_Std_Mem40_SFM_4 real
@attribute Mean_Acc1000_Std_Mem40_SFM_5 real
@attribute Mean_Acc1000_Std_Mem40_SFM_6 real
@attribute Mean_Acc1000_Std_Mem40_SFM_7 real
@attribute Mean_Acc1000_Std_Mem40_SFM_8 real
@attribute Mean_Acc1000_Std_Mem40_SFM_9 real
@attribute Mean_Acc1000_Std_Mem40_SFM_10 real
@attribute Mean_Acc1000_Std_Mem40_SFM_11 real
@attribute Mean_Acc1000_Std_Mem40_SFM_12 real
@attribute Mean_Acc1000_Std_Mem40_SFM_13 real
@attribute Mean_Acc1000_Std_Mem40_SFM_14 real
@attribute Mean_Acc1000_Std_Mem40_SFM_15 real
@attribute Mean_Acc1000_Std_Mem40_SFM_16 real
@attribute Mean_Acc1000_Std_Mem40_SFM_17 real
@attribute Mean_Acc1000_Std_Mem40_SFM_18 real
@attribute Mean_Acc1000_Std_Mem40_SFM_19 real
@attribute Mean_Acc1000_Std_Mem40_SFM_20 real
@attribute Mean_Acc1000_Std_Mem40_SFM_21 real
@attribute Mean_Acc1000_Std_Mem40_SFM_22 real
@attribute Mean_Acc1000_Std_Mem40_SFM_23 real
@attribute Mean_Acc1000_Std_Mem40_SFM_24 real
@attribute Mean_Acc1000_Std_Mem40_SCF_1 real
@attribute Mean_Acc1000_Std_Mem40_SCF_2 real
@attribute Mean_Acc1000_Std_Mem40_SCF_3 real
@attribute Mean_Acc1000_Std_Mem40_SCF_4 real
@attribute Mean_Acc1000_Std_Mem40_SCF_5 real
@attribute Mean_Acc1000_Std_Mem40_SCF_6 real
@attribute Mean_Acc1000_Std_Mem40_SCF_7 real
@attribute Mean_Acc1000_Std_Mem40_SCF_8 real
@attribute Mean_Acc1000_Std_Mem40_SCF_9 real
@attribute Mean_Acc1000_Std_Mem40_SCF_10 real
@attribute Mean_Acc1000_Std_Mem40_SCF_11 real
@attribute Mean_Acc1000_Std_Mem40_SCF_12 real
@attribute Mean_Acc1000_Std_Mem40_SCF_13 real
@attribute Mean_Acc1000_Std_Mem40_SCF_14 real
@attribute Mean_Acc1000_Std_Mem40_SCF_15 real
@attribute Mean_Acc1000_Std_Mem40_SCF_16 real
@attribute Mean_Acc1000_Std_Mem40_SCF_17 real
@attribute Mean_Acc1000_Std_Mem40_SCF_18 real
@attribute Mean_Acc1000_Std_Mem40_SCF_19 real
@attribute Mean_Acc1000_Std_Mem40_SCF_20 real
@attribute Mean_Acc1000_Std_Mem40_SCF_21 real
@attribute Mean_Acc1000_Std_Mem40_SCF_22 real
@attribute Mean_Acc1000_Std_Mem40_SCF_23 real
@attribute Mean_Acc1000_Std_Mem40_SCF_24 real
@attribute Std_Acc1000_Mean_Mem40_SFM_1 real
@attribute Std_Acc1000_Mean_Mem40_SFM_2 real
@attribute Std_Acc1000_Mean_Mem40_SFM_3 real
@attribute Std_Acc1000_Mean_Mem40_SFM_4 real
@attribute Std_Acc1000_Mean_Mem40_SFM_5 real
@attribute Std_Acc1000_Mean_Mem40_SFM_6 real
@attribute Std_Acc1000_Mean_Mem40_SFM_7 real
@attribute Std_Acc1000_Mean_Mem40_SFM_8 real
@attribute Std_Acc1000_Mean_Mem40_SFM_9 real
@attribute Std_Acc1000_Mean_Mem40_SFM_10 real
@attribute Std_Acc1000_Mean_Mem40_SFM_11 real
@attribute Std_Acc1000_Mean_Mem40_SFM_12 real
@attribute Std_Acc1000_Mean_Mem40_SFM_13 real
@attribute Std_Acc1000_Mean_Mem40_SFM_14 real
@attribute Std_Acc1000_Mean_Mem40_SFM_15 real
@attribute Std_Acc1000_Mean_Mem40_SFM_16 real
@attribute Std_Acc1000_Mean_Mem40_SFM_17 real
@attribute Std_Acc1000_Mean_Mem40_SFM_18 real
@attribute Std_Acc1000_Mean_Mem40_SFM_19 real
@attribute Std_Acc1000_Mean_Mem40_SFM_20 real
@attribute Std_Acc1000_Mean_Mem40_SFM_21 real
@attribute Std_Acc1000_Mean_Mem40_SFM_22 real
@attribute Std_Acc1000_Mean_Mem40_SFM_23 real
@attribute Std_Acc1000_Mean_Mem40_SFM_24 real
@attribute Std_Acc1000_Mean_Mem40_SCF_1 real
@attribute Std_Acc1000_Mean_Mem40_SCF_2 real
@attribute Std_Acc1000_Mean_Mem40_SCF_3 real
@attribute Std_Acc1000_Mean_Mem40_SCF_4 real
@attribute Std_Acc1000_Mean_Mem40_SCF_5 real
@attribute Std_Acc1000_Mean_Mem40_SCF_6 real
@attribute Std_Acc1000_Mean_Mem40_SCF_7 real
@attribute Std_Acc1000_Mean_Mem40_SCF_8 real
@attribute Std_Acc1000_Mean_Mem40_SCF_9 real
@attribute Std_Acc1000_Mean_Mem40_SCF_10 real
@attribute Std_Acc1000_Mean_Mem40_SCF_11 real
@attribute Std_Acc1000_Mean_Mem40_SCF_12 real
@attribute Std_Acc1000_Mean_Mem40_SCF_13 real
@attribute Std_Acc1000_Mean_Mem40_SCF_14 real
@attribute Std_Acc1000_Mean_Mem40_SCF_15 real
@attribute Std_Acc1000_Mean_Mem40_SCF_16 real
@attribute Std_Acc1000_Mean_Mem40_SCF_17 real
@attribute Std_Acc1000_Mean_Mem40_SCF_18 real
@attribute Std_Acc1000_Mean_Mem40_SCF_19 real
@attribute Std_Acc1000_Mean_Mem40_SCF_20 real
@attribute Std_Acc1000_Mean_Mem40_SCF_21 real
@attribute Std_Acc1000_Mean_Mem40_SCF_22 real
@attribute Std_Acc1000_Mean_Mem40_SCF_23 real
@attribute Std_Acc1000_Mean_Mem40_SCF_24 real
@attribute Std_Acc1000_Std_Mem40_SFM_1 real
@attribute Std_Acc1000_Std_Mem40_SFM_2 real
@attribute Std_Acc1000_Std_Mem40_SFM_3 real
@attribute Std_Acc1000_Std_Mem40_SFM_4 real
@attribute Std_Acc1000_Std_Mem40_SFM_5 real
@attribute Std_Acc1000_Std_Mem40_SFM_6 real
@attribute Std_Acc1000_Std_Mem40_SFM_7 real
@attribute Std_Acc1000_Std_Mem40_SFM_8 real
@attribute Std_Acc1000_Std_Mem40_SFM_9 real
@attribute Std_Acc1000_Std_Mem40_SFM_10 real
@attribute Std_Acc1000_Std_Mem40_SFM_11 real
@attribute Std_Acc1000_Std_Mem40_SFM_12 real
@attribute Std_Acc1000_Std_Mem40_SFM_13 real
@attribute Std_Acc1000_Std_Mem40_SFM_14 real
@attribute Std_Acc1000_Std_Mem40_SFM_15 real
@attribute Std_Acc1000_Std_Mem40_SFM_16 real
@attribute Std_Acc1000_Std_Mem40_SFM_17 real
@attribute Std_Acc1000_Std_Mem40_SFM_18 real
@attribute Std_Acc1000_Std_Mem40_SFM_19 real
@attribute Std_Acc1000_Std_Mem40_SFM_20 real
@attribute Std_Acc1000_Std_Mem40_SFM_21 real
@attribute Std_Acc1000_Std_Mem40_SFM_22 real
@attribute Std_Acc1000_Std_Mem40_SFM_23 real
@attribute Std_Acc1000_Std_Mem40_SFM_24 real
@attribute Std_Acc1000_Std_Mem40_SCF_1 real
@attribute Std_Acc1000_Std_Mem40_SCF_2 real
@attribute Std_Acc1000_Std_Mem40_SCF_3 real
@attribute Std_Acc1000_Std_Mem40_SCF_4 real
@attribute Std_Acc1000_Std_Mem40_SCF_5 real
@attribute Std_Acc1000_Std_Mem40_SCF_6 real
@attribute Std_Acc1000_Std_Mem40_SCF_7 real
@attribute Std_Acc1000_Std_Mem40_SCF_8 real
@attribute Std_Acc1000_Std_Mem40_SCF_9 real
@attribute Std_Acc1000_Std_Mem40_SCF_10 real
@attribute Std_Acc1000_Std_Mem40_SCF_11 real
@attribute Std_Acc1000_Std_Mem40_SCF_12 real
@attribute Std_Acc1000_Std_Mem40_SCF_13 real
@attribute Std_Acc1000_Std_Mem40_SCF_14 real
@attribute Std_Acc1000_Std_Mem40_SCF_15 real
@attribute Std_Acc1000_Std_Mem40_SCF_16 real
@attribute Std_Acc1000_Std_Mem40_SCF_17 real
@attribute Std_Acc1000_Std_Mem40_SCF_18 real
@attribute Std_Acc1000_Std_Mem40_SCF_19 real
@attribute Std_Acc1000_Std_Mem40_SCF_20 real
@attribute Std_Acc1000_Std_Mem40_SCF_21 real
@attribute Std_Acc1000_Std_Mem40_SCF_22 real
@attribute Std_Acc1000_Std_Mem40_SCF_23 real
@attribute Std_Acc1000_Std_Mem40_SCF_24 real
@attribute output {1, 2, 3, 4}


@data
0.734511,0.734511,0.804928,0.743814,0.785752,0.747619,0.661281,0.686856,0.714966,0.669085,0.583564,0.599100,0.551173,0.534070,0.570436,0.539928,0.443823,0.564804,0.576927,0.558083,0.586076,0.583555,0.565756,0.544754,1.495449,1.495449,1.401153,1.477418,1.416017,1.644388,1.855866,1.996268,1.858433,2.075568,2.688539,2.467767,2.996709,3.406845,3.344618,3.798470,4.909431,4.063503,3.772668,4.245911,4.144848,4.308534,4.717756,6.081688,0.194380,0.194380,0.187804,0.203365,0.194241,0.166719,0.193801,0.176999,0.173000,0.155991,0.161769,0.161515,0.155727,0.157745,0.136364,0.130990,0.131900,0.118538,0.119910,0.113537,0.107720,0.108280,0.108616,0.126924,0.225111,0.225111,0.243482,0.235050,0.241707,0.315033,0.370025,0.480905,0.402959,0.459944,0.659184,0.596260,0.825158,1.067741,1.030006,1.139193,1.469586,1.405484,1.185450,1.366505,1.414476,1.461667,1.682076,2.578378,0.139392,0.139392,0.117218,0.135298,0.139675,0.131476,0.158724,0.147326,0.133413,0.148559,0.182463,0.174581,0.196011,0.201467,0.178982,0.199167,0.251103,0.185028,0.183020,0.189084,0.173506,0.177899,0.189196,0.205119,0.301496,0.301496,0.257518,0.292542,0.276926,0.372876,0.473950,0.545821,0.460586,0.555117,0.921541,0.746793,1.050229,1.287743,1.207704,1.495787,2.254332,1.736576,1.509237,1.742061,1.706242,1.860964,2.134056,3.385812,0.084725,0.084725,0.087099,0.091808,0.089944,0.080056,0.084241,0.080459,0.079951,0.080304,0.078185,0.079922,0.078432,0.077617,0.074719,0.074335,0.076965,0.074759,0.076517,0.074601,0.075682,0.075772,0.077404,0.086957,0.095172,0.095172,0.094721,0.099457,0.095308,0.127059,0.145611,0.193673,0.164095,0.179818,0.279013,0.253505,0.347797,0.499068,0.470474,0.543466,0.749892,0.801575,0.715880,0.714786,0.916022,0.828011,1.063284,1.881719,1
0.703026,0.703026,0.782431,0.374919,0.728438,0.602385,0.358966,0.428893,0.560584,0.476541,0.296001,0.440183,0.413557,0.333119,0.308561,0.367624,0.335705,0.342641,0.354770,0.363017,0.385994,0.370945,0.397312,0.445183,1.615880,1.615880,1.505802,1.858034,1.606674,1.948990,2.389980,2.863697,2.429424,2.737352,3.889436,3.115562,3.690487,4.262100,4.892849,5.020426,5.669834,6.148995,6.377576,6.893394,7.026301,7.644010,8.399435,7.977434,0.216964,0.216964,0.209546,0.233237,0.177436,0.191297,0.197539,0.215686,0.204916,0.195941,0.169335,0.192092,0.182887,0.185607,0.170218,0.177258,0.159612,0.159489,0.157911,0.146646,0.150083,0.159985,0.160757,0.154010,0.246120,0.246120,0.274477,0.182128,0.219869,0.359619,0.375654,0.608736,0.580226,0.562634,0.862093,0.779928,1.078984,1.247128,1.378680,1.672373,1.984626,2.251129,2.440334,2.718370,2.916355,3.455551,4.310679,4.072461,0.082413,0.082413,0.061861,0.141886,0.081271,0.156804,0.176683,0.167960,0.155908,0.125776,0.157226,0.104776,0.102401,0.068739,0.110674,0.094021,0.077260,0.092398,0.089931,0.081783,0.088821,0.076102,0.065836,0.072419,0.093343,0.093343,0.082597,0.084937,0.111598,0.145932,0.263241,0.524077,0.398530,0.319433,0.640305,0.392867,0.621820,0.470147,0.717958,0.764367,0.831105,0.959370,0.982420,1.218854,1.407413,1.288866,1.478211,1.733564,0.036221,0.036221,0.037638,0.051107,0.030536,0.035085,0.057048,0.035635,0.033321,0.025442,0.042980,0.033715,0.031130,0.022645,0.022667,0.024617,0.021020,0.018664,0.019920,0.022741,0.022522,0.019763,0.019769,0.027868,0.044514,0.044514,0.025557,0.075400,0.038836,0.061578,0.112717,0.122009,0.098466,0.133793,0.163620,0.208823,0.201584,0.190472,0.188491,0.297991,0.408615,0.360965,0.452579,0.585606,0.701052,0.744589,0.931265,1.183541,1
0.649094,0.649094,0.601777,0.548892,0.795671,0.434175,0.354786,0.452184,0.401639,0.371466,0.343992,0.359549,0.326763,0.320941,0.308727,0.323108,0.301055,0.344274,0.335846,0.349612,0.364211,0.354103,0.370540,0.399705,1.672175,1.672175,1.682389,1.703440,1.507550,2.266210,2.481239,2.576262,2.696749,3.003086,3.499694,3.265124,3.917879,4.069638,4.840050,5.204967,5.874098,5.691775,6.525150,7.044115,7.740088,7.996094,8.426422,9.417182,0.211829,0.211829,0.232338,0.190711,0.178291,0.193805,0.210657,0.212990,0.222385,0.222487,0.196062,0.194534,0.182227,0.179859,0.173923,0.170882,0.162287,0.168438,0.157176,0.155000,0.163636,0.162408,0.158665,0.157559,0.227217,0.227217,0.239673,0.190495,0.239529,0.366759,0.384446,0.556443,0.516859,0.702207,0.883906,0.736991,1.083859,1.080164,1.414367,1.784062,2.012738,2.089871,2.567393,2.660367,3.451078,3.557523,3.886396,5.074529,0.113404,0.113404,0.171839,0.272941,0.077624,0.214067,0.191714,0.126749,0.128006,0.094282,0.088594,0.101760,0.100832,0.080071,0.071742,0.080033,0.062779,0.082390,0.080124,0.086326,0.099235,0.106262,0.100331,0.103653,0.111930,0.111930,0.161578,0.220858,0.099246,0.283637,0.306786,0.277503,0.403936,0.310956,0.278444,0.244375,0.478448,0.428486,0.446161,0.593458,0.672584,0.521786,0.746674,0.991684,1.566259,1.672480,1.725152,2.372819,0.044553,0.044553,0.044019,0.048415,0.045688,0.060669,0.060674,0.045308,0.037594,0.035295,0.029768,0.025694,0.028260,0.026581,0.020910,0.024045,0.026733,0.021750,0.020023,0.017095,0.022207,0.021358,0.019775,0.023697,0.054645,0.054645,0.056673,0.074916,0.046656,0.100378,0.145445,0.148043,0.110695,0.216746,0.111281,0.093395,0.229854,0.139928,0.204653,0.377498,0.391870,0.326266,0.380232,0.437201,0.819363,0.725530,0.778218,1.173025,1
0.551920,0.551920,0.657707,0.751473,0.775993,0.622833,0.506246,0.453146,0.325287,0.405876,0.288278,0.249743,0.234761,0.265181,0.275176,0.270971,0.266522,0.288668,0.315235,0.373401,0.381362,0.356453,0.371023,0.436181,1.745306,1.745306,1.654687,1.499420,1.521633,1.971915,2.238086,2.463333,3.050900,2.921389,3.487567,3.485154,4.391595,4.056456,4.668698,5.360259,5.866556,6.090849,6.816928,6.525191,7.387644,7.550229,8.864608,8.370954,0.237408,0.237408,0.223341,0.188079,0.206099,0.217706,0.233910,0.203575,0.233249,0.222877,0.192551,0.173697,0.162671,0.172915,0.158174,0.163168,0.141203,0.153057,0.155503,0.149683,0.152575,0.160804,0.158734,0.143173,0.219103,0.219103,0.248123,0.245231,0.261686,0.381218,0.454232,0.478927,0.636576,0.599064,0.803270,0.636859,1.301832,0.933676,1.273825,1.711457,1.932521,1.983458,2.577728,2.502405,3.423429,3.137644,4.161430,4.476968,0.134890,0.134890,0.100189,0.219563,0.057458,0.113707,0.138119,0.093169,0.112872,0.068148,0.100050,0.098613,0.088005,0.062481,0.040817,0.040661,0.044092,0.060069,0.043588,0.051032,0.054369,0.064629,0.068864,0.054416,0.115619,0.115619,0.115825,0.190473,0.084942,0.160873,0.211931,0.303410,0.376687,0.216578,0.373514,0.336078,0.474356,0.278679,0.333354,0.412681,0.424684,0.678366,0.644884,0.747312,1.120244,1.067107,1.689660,1.601998,0.038604,0.038604,0.034649,0.052155,0.040779,0.044521,0.038613,0.027893,0.028452,0.030697,0.029413,0.032005,0.038270,0.025639,0.018865,0.021424,0.020161,0.019368,0.015633,0.016142,0.020612,0.020477,0.023927,0.018637,0.049810,0.049810,0.052022,0.056095,0.050975,0.078136,0.076490,0.135844,0.122734,0.078249,0.121683,0.078306,0.215376,0.160795,0.179264,0.274411,0.345665,0.338924,0.323949,0.402441,0.746544,0.636860,0.904540,1.254578,1
0.667166,0.667166,0.685611,0.613808,0.817171,0.625476,0.601430,0.636499,0.635459,0.543561,0.501329,0.537332,0.510785,0.466257,0.463616,0.484637,0.371521,0.492386,0.483375,0.462588,0.505041,0.501885,0.514829,0.534813,1.660204,1.660204,1.621850,1.696191,1.477712,1.984277,2.074778,2.208397,2.220962,2.517445,2.989296,2.703092,3.248146,3.562772,3.884319,3.837681,5.216287,4.410052,4.805904,5.409324,5.084638,5.428482,5.627578,5.826043,0.222423,0.222423,0.228653,0.231388,0.176992,0.211635,0.218508,0.188803,0.193417,0.185004,0.178858,0.177972,0.168661,0.158376,0.151676,0.147663,0.144678,0.129428,0.125282,0.129397,0.116475,0.120543,0.118395,0.125261,0.244531,0.244531,0.256797,0.235125,0.248432,0.408994,0.433843,0.504087,0.508939,0.567027,0.796226,0.638900,0.871932,1.044144,1.129895,1.114174,1.782672,1.453897,1.639654,2.004562,1.822320,2.082568,2.370789,2.441318,0.061169,0.061169,0.099971,0.117760,0.053075,0.108660,0.115658,0.062930,0.089760,0.080753,0.060710,0.053887,0.056834,0.058559,0.078584,0.061911,0.043516,0.073073,0.076694,0.050247,0.055608,0.071418,0.070651,0.062170,0.065861,0.065861,0.112256,0.111015,0.076411,0.173318,0.244032,0.145383,0.268315,0.152376,0.223791,0.211318,0.290575,0.383478,0.439927,0.428406,0.624078,0.707720,1.056467,0.663471,0.830004,1.182423,1.531763,1.403360,0.023908,0.023908,0.029318,0.031587,0.037374,0.029059,0.025736,0.022652,0.025072,0.023560,0.027488,0.020047,0.017486,0.018940,0.020053,0.022296,0.016101,0.023725,0.016073,0.017351,0.021049,0.020794,0.022651,0.027378,0.033192,0.033192,0.039473,0.050436,0.030414,0.049234,0.051742,0.052191,0.078946,0.093490,0.121953,0.094391,0.127753,0.195026,0.174946,0.216269,0.484560,0.341410,0.518039,0.468703,0.551124,0.683698,1.063826,1.003665,1
0.656345,0.656345,0.751506,0.613427,0.798607,0.693376,0.624782,0.629697,0.631191,0.554327,0.476806,0.516744,0.490180,0.449605,0.391679,0.460067,0.374777,0.429301,0.422585,0.449459,0.457533,0.434806,0.460130,0.463853,1.682357,1.682357,1.544682,1.698762,1.491442,1.846672,2.020422,2.264368,2.273154,2.448540,3.143145,2.783358,3.324960,3.741221,4.407546,4.138769,5.136270,5.217709,5.435477,5.613715,5.778542,6.665554,6.682102,7.737436,0.213835,0.213835,0.215533,0.234132,0.195401,0.200134,0.216400,0.194741,0.199461,0.178079,0.177097,0.181203,0.181709,0.168546,0.153805,0.159205,0.146659,0.146677,0.139076,0.137401,0.136608,0.148730,0.137804,0.151842,0.223178,0.223178,0.273570,0.239603,0.266744,0.383749,0.424179,0.526359,0.543235,0.554976,0.830714,0.651547,0.927815,1.120365,1.304615,1.350774,1.765783,1.861217,1.909155,2.277867,2.383054,3.017081,3.063593,3.735092,0.051244,0.051244,0.077392,0.109654,0.057042,0.092783,0.106351,0.057912,0.056141,0.068364,0.037363,0.048807,0.065973,0.084528,0.051181,0.077615,0.053420,0.076068,0.057473,0.055598,0.059658,0.056106,0.067218,0.067525,0.047123,0.047123,0.095794,0.093659,0.080599,0.132087,0.217993,0.170531,0.173526,0.123045,0.164959,0.176189,0.361646,0.599674,0.339525,0.563196,1.026794,0.859199,0.787175,0.697488,0.930493,1.322517,1.588407,1.974482,0.042003,0.042003,0.035246,0.031048,0.032062,0.026760,0.033486,0.030400,0.030219,0.025369,0.021468,0.023983,0.024663,0.020921,0.014892,0.025164,0.018222,0.025674,0.022910,0.022210,0.025323,0.022465,0.031189,0.028842,0.038150,0.038150,0.029262,0.038088,0.024494,0.043592,0.065610,0.101957,0.116229,0.084875,0.105361,0.070664,0.185858,0.288162,0.162106,0.297563,0.682787,0.428494,0.500323,0.487589,0.702213,0.989314,1.216370,1.287354,1
0.780011,0.780011,0.712265,0.341412,0.812402,0.437130,0.459183,0.654396,0.655299,0.607160,0.509018,0.554930,0.534721,0.527487,0.493994,0.482327,0.462909,0.478906,0.482886,0.474534,0.503207,0.474812,0.467607,0.409281,1.514579,1.514579,1.590653,1.891994,1.515593,2.291164,2.367643,2.141893,2.130445,2.355943,2.983915,2.689978,3.114639,3.231560,3.727748,3.963757,4.291759,4.502950,4.906250,5.171525,5.008176,5.499144,6.358664,8.087557,0.207987,0.207987,0.231723,0.217431,0.146769,0.211281,0.241410,0.190016,0.186673,0.173481,0.174239,0.176342,0.156821,0.156363,0.144790,0.139267,0.128938,0.126006,0.118049,0.113254,0.104938,0.103846,0.112107,0.132886,0.268562,0.268562,0.271968,0.150118,0.205969,0.363503,0.458501,0.504266,0.449106,0.571782,0.807435,0.651551,0.854284,0.888999,1.128691,1.165515,1.322378,1.449812,1.741063,1.817213,1.743290,2.025507,2.644292,3.487492,0.060641,0.060641,0.078992,0.096252,0.046865,0.110868,0.125226,0.061155,0.062097,0.052830,0.076301,0.060170,0.070237,0.051411,0.042755,0.041358,0.051241,0.050509,0.037110,0.036594,0.035685,0.055577,0.038497,0.082387,0.081758,0.081758,0.090343,0.057163,0.072521,0.143504,0.244139,0.181402,0.172116,0.124245,0.314649,0.218091,0.359505,0.241761,0.353368,0.295512,0.398012,0.598943,0.578598,0.514532,0.499821,0.562800,0.672123,1.237859,0.025866,0.025866,0.031858,0.042311,0.034037,0.030025,0.025632,0.019259,0.020808,0.018915,0.019646,0.018461,0.018224,0.015719,0.015068,0.012379,0.015271,0.017309,0.013603,0.014003,0.015919,0.015455,0.020098,0.031431,0.019413,0.019413,0.026999,0.060415,0.039863,0.066738,0.065834,0.066427,0.058461,0.082226,0.129070,0.094703,0.176648,0.144224,0.244636,0.179743,0.256752,0.368843,0.381874,0.327337,0.391086,0.424331,0.591200,0.801410,1
0.697644,0.697644,0.844653,0.624072,0.845423,0.588629,0.578043,0.524195,0.543620,0.455970,0.425409,0.432035,0.403189,0.342288,0.326337,0.353587,0.311718,0.343831,0.358359,0.398029,0.412876,0.408480,0.400645,0.443043,1.643770,1.643770,1.425672,1.685455,1.436954,2.082352,2.117345,2.475939,2.390799,2.811851,3.265804,3.063300,3.673886,3.903554,4.784668,4.799162,5.548710,5.984786,6.227118,6.352282,6.546299,7.017501,7.745747,8.056949,0.204152,0.204152,0.176789,0.237427,0.160436,0.232864,0.223403,0.224493,0.229860,0.205123,0.192031,0.192484,0.195827,0.172846,0.163381,0.162919,0.150079,0.163254,0.158578,0.158011,0.158389,0.168302,0.168897,0.162295,0.228601,0.228601,0.257645,0.242792,0.240969,0.458108,0.445197,0.575192,0.578310,0.620100,0.813161,0.719189,1.089237,1.116266,1.417488,1.471651,1.817375,2.145831,2.333753,2.555632,2.727298,3.120398,3.810715,4.337526,0.041815,0.041815,0.040249,0.109032,0.048183,0.114612,0.098128,0.087568,0.114620,0.080303,0.107091,0.084831,0.083919,0.047488,0.056813,0.053171,0.047629,0.050694,0.043838,0.057649,0.050543,0.054123,0.053598,0.046309,0.038973,0.038973,0.065362,0.105328,0.074515,0.195911,0.167209,0.270793,0.345954,0.191669,0.370566,0.210712,0.459559,0.276135,0.430936,0.363163,0.611882,0.588579,0.539975,0.786657,0.857492,0.776787,1.073564,1.154322,0.028009,0.028009,0.032990,0.026535,0.040647,0.029217,0.044260,0.028849,0.030293,0.027563,0.029921,0.024322,0.027452,0.019081,0.019446,0.017781,0.019204,0.015917,0.020119,0.019014,0.018886,0.024270,0.023709,0.018962,0.029398,0.029398,0.027354,0.040996,0.031610,0.056060,0.081203,0.117220,0.139169,0.145458,0.133471,0.095707,0.203811,0.178380,0.213764,0.208184,0.404314,0.298586,0.359415,0.450903,0.639543,0.497091,0.820316,0.973485,1
