0.05,0.15,0.05,0.25,0.45,0,0.448220255,0.117990969,0.081410895,0.064821439,0.072802439,0.131871225,0.074209816,0.004116578,0.004532927,2.35E-05,0.082068578,0.07925801,0.096402473,0.111860596,0.11410905,0.151770658,0.100337268,0.082349635,0.065486228,0.041596402,0.041315346,0.016863406,0.011804384,0.004777965,0,0.006734072,0.94608861,0.045333696,0.001242019,3.88E-05,0,0,0,0,0,0,0,0,0.000155252,7.76E-05,0.000329911,5.82E-05,0.019425954,0.042539153,0.016553785,0.013972714,0.026839256,0.223582837,0.657028081,409,0.062527897,0.154204429,0.055619166,0.038386151,0.021890586,0.044964971,0.55388228,0.06852452,0,0,6,0.305905412,1.94E-05,0.000213472,0.007122203,0.022647441,0.025034447,0.012730695,0.008034311,0.00764618,0.010033185,0.011042326,0.013196452,0.022084651,0.118360535,0.717595917,0.02394768,0.000291098,1.94E-05,0.005821964,0.034310776,0.026625784,0.011799181,0.01084826,0.017562926,0.033456888,0.642550797,0.217004017,0.000116439,0.01135283,0.040462652,0.019911118,0.01309942,0.01686429,0.022123464,0.096586388,0.776747074,0.002736323,0.001610743,0.033553921,0.032311902,0.01742708,0.016262687,0.024083526,0.321760562,0.551398242,0.001591337,0,0.069048497,0.065079489,0.066802412,0.066802412,0.098833111,0.062659439,0.658478605,0.717467761,0.682269504,1.112826603,86,1
0.2,0.15,0.15,0.05,0.25,0,0.227755252,0.141886195,0.091899225,0.077819252,0.074950755,0.079653021,0.096724126,0.113984931,0.087070492,0.008256751,0.398712644,0.170482759,0.121655172,0.102068966,0.08137931,0.070436782,0.026942529,0.013425287,0.00708046,0.003126437,0.002482759,0.001287356,0.000827586,9.20E-05,0,0.114692697,0.607211473,0.086747269,0.006501194,0.00112558,0.000174659,0.000446351,9.70E-05,0,1.94E-05,0.002057094,0.003531992,0.015195327,0.008985232,0.132546721,0.020667973,0.299113121,0.119660774,0.053969609,0.043412447,0.047119098,0.064468552,0.190203575,0.182052825,1328,0.728405364,0.129364047,0.07178482,0.031652079,0.029303887,0.008965825,0.000523977,0,0,0,5,0.39991073,0.223524617,0.097479089,0.067030216,0.045624794,0.027557298,0.023268451,0.023016166,0.023540142,0.023675988,0.026024181,0.042461527,0.070445768,0.084573735,0.118418754,0.08977469,0.013584583,0.269188224,0.113450678,0.062721962,0.037260572,0.033689767,0.037532263,0.043160162,0.100836422,0.177608725,0.124551224,0.293427002,0.111141299,0.053232161,0.037357604,0.037202352,0.039337072,0.071590755,0.121426769,0.189776631,0.045508355,0.308467077,0.114906169,0.056647713,0.044266335,0.050981001,0.077917289,0.117467834,0.159094879,0.068311048,0.001940655,0.211046207,0.180593625,0.160623385,0.160623385,0.297204166,0.30205676,0.607641634,1.327645051,0.860246322,1.495983475,8,1.618347187
0.05,0.2,0.05,0.3,0.15,0,0.626305034,0.075629022,0.058618933,0.068590768,0.079587308,0.060164772,0.029329961,0.00175078,2.34E-05,0,0.000280584,0,0.004208754,0.012626263,0.033950617,0.113075196,0.142536476,0.177890011,0.187710438,0.137766554,0.125701459,0.042929293,0.017676768,0.003647587,0,0.001416678,0.972112791,0.025441984,0.000116439,0,0,0,0,0,0,0,0,0,0,0.000679229,0.000232879,0.000155252,0.006307128,0.015913369,0.018203342,0.015001261,0.014787789,0.439635933,0.489995925,404,0.235052107,0.056880592,0.019658833,0.008228376,0.080265482,0.599914611,0,0,0,0,7,0.328960391,9.70E-05,0.00163015,0.00539502,0.007238642,0.009121077,0.010169031,0.00820897,0.007840245,0.00708339,0.006947544,0.009974966,0.045120224,0.847891479,0.032389528,0.000892701,0,1.94E-05,0.002425818,0.009606241,0.01467135,0.013856275,0.012187312,0.011139358,0.022550409,0.878088067,0.035455763,0.001028547,0.008383629,0.013080013,0.015913369,0.012187312,0.011139358,0.019173669,0.877292398,0.041704671,9.70E-05,0.013681616,0.015913369,0.015893963,0.012226125,0.025830115,0.871062897,0.044829125,0.00056279,0,0,0.069164936,0.05904926,0.084971415,0.084971415,0.042524865,0.113201531,1.388581952,1.089400922,1.189189189,0.938009788,94,0.534522484
0,0.15,0.3,0.3,0.25,0,0.517716549,0.044499902,0.03535172,0.047544775,0.063345563,0.080584019,0.108869464,0.092031113,0.0055947,0.004462197,0.015448986,0.029610557,0.046346958,0.061152237,0.082072739,0.148052784,0.153202446,0.138397168,0.118120373,0.080785323,0.079819762,0.029610557,0.012874155,0.004505954,0,0.011527489,0.876768422,0.10613441,0.00320208,0.00106736,0.000252285,7.76E-05,0,0,0,0,0,0,0,0,0.000970327,0.000698636,0.033049351,0.023481923,0.014632537,0.009509208,0.008577694,0.014554911,0.89549574,334,0.068446894,0.141726018,0.042480933,0.017737585,0.00551146,0.00331852,0.00225116,0.012497817,0.706029614,0,6,0.337382833,1.94E-05,0.001280832,0.017659958,0.018804945,0.012924761,0.010169031,0.009140484,0.00758796,0.005627899,0.005142735,0.00376487,0.003570805,0.00388131,0.017077762,0.829940422,0.053406819,0.000174659,0.019328922,0.025888335,0.015525238,0.010964699,0.007510334,0.007199829,0.007335675,0.028469406,0.877602903,0.000407538,0.023598362,0.026043587,0.016844883,0.012342564,0.00815075,0.005977217,0.005802558,0.055289255,0.845543286,0.001765996,0.034271963,0.021444235,0.015331173,0.0097809,0.007704399,0.005472646,0.009800307,0.865163306,0.029265074,0.060296144,0.122954029,0.025060694,0.025060694,0.058109484,0.071269133,2.115902965,1.484375,1.925612053,0.643915344,131,1.224744871
0,0.2,0.05,0.6,0.15,0,0.28032034,0.139152377,0.101994815,0.083554509,0.071245586,0.084077639,0.119927377,0.102464093,0.016540116,0.000723149,0.365044248,0.114675516,0.094764012,0.077064897,0.081858407,0.087389381,0.056415929,0.041666667,0.032817109,0.019911504,0.009955752,0.007374631,0.0070059,0.003687316,0.000368732,0.003299113,0.943080595,0.046090551,0.006054843,0.000815075,0,1.94E-05,3.88E-05,0,0,0,0,0,1.94E-05,0.000194065,0.000388131,0.01146927,0.045780046,0.022492189,0.015020668,0.016844883,0.02068738,0.037221759,0.830483805,325,0.114013468,0.056744746,0.027848396,0.013429331,0.01962002,0.018183935,0.016573192,0.580255778,0.153331134,0,6,0.259096819,0.001261426,0.013293485,0.025791302,0.021308389,0.012381377,0.00871354,0.007801432,0.007277455,0.008577694,0.009819713,0.011624522,0.014768383,0.020862039,0.07184304,0.762308603,0.002367599,0.005336801,0.036658969,0.026218246,0.015098294,0.01146927,0.012885948,0.015874556,0.019988744,0.048516369,0.807952803,0.0065206,0.039492325,0.026431718,0.014011527,0.011682742,0.015117701,0.019445361,0.029168041,0.745250247,0.092879738,0.014419065,0.042966097,0.021366609,0.013371111,0.01410856,0.02018281,0.030390654,0.38254187,0.460556192,9.70E-05,0.052630558,0.024982379,0.057169708,0.057169708,0.107291096,0.117586097,0.232846715,0.401369863,0.291428571,1.585319352,81,2.236067977
0,0.25,0.3,0.4,0.05,0,0.707165185,0.100741649,0.041851057,0.030291143,0.02237205,0.022715293,0.026920012,0.039926448,0.00794361,7.36E-05,0.002350176,0.005287897,0.007050529,0.014101058,0.023501763,0.092244418,0.12573443,0.159811986,0.16333725,0.169800235,0.146298472,0.05346651,0.030552291,0.006462985,0,0.001765996,0.981951911,0.016262687,1.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.002522851,0.003803683,0.002425818,0.00263929,0.003415552,0.007529741,0.629005026,0.348658037,197,0.113508898,0.012206719,0.017038949,0.015622271,0.013254672,0.045217256,0.783151235,0,0,0,8,0.304236449,0.001746589,0.002794543,0.001455491,0.001319645,0.001300239,0.001203206,0.001397271,0.001882435,0.003066235,0.002561664,0.004715791,0.012847135,0.495274506,0.455316424,0.012497817,0.00062101,0.001649557,0.003706651,0.001979468,0.001979468,0.002076501,0.002794543,0.004114188,0.014263813,0.880533292,0.086902521,0.003629024,0.002716917,0.002115314,0.002115314,0.003240893,0.004366473,0.007859652,0.371965301,0.598944284,0.003046828,0.006617633,0.00219294,0.002542258,0.004153001,0.004676978,0.012226125,0.847794446,0.118729259,0.00106736,0,0.033029944,0.097110189,0.002662699,0.002662699,0.021771478,0.035873724,4.460431655,4.411764706,4.455128205,0.335949765,83,0
0.05,0.35,0.05,0.4,0.15,0,0.403557977,0.28335678,0.148125581,0.071063958,0.041625224,0.028363456,0.013581364,0.009841785,0.000483875,0,0.176318807,0.136324541,0.135177752,0.122849771,0.114965596,0.115825688,0.065940367,0.053182339,0.03125,0.021358945,0.01462156,0.005733945,0.003440367,0.001576835,0.001433486,0.018863164,0.886704574,0.084049758,7.76E-05,0,0,0,0,0,0,0,0.00062101,0.002619884,0.002309379,0.001940655,0.002813949,0.001455491,0.017000136,0.020163403,0.033747987,0.104096722,0.277901764,0.521919696,0.023714801,703,0.137941742,0.101166334,0.140619845,0.200469638,0.259465544,0.160336898,0,0,0,0,4,0.15779464,0.000737449,0.003803683,0.010033185,0.01191562,0.010537755,0.012012653,0.020609754,0.03861903,0.078499486,0.13440975,0.189466126,0.244211997,0.230549787,0.013778649,0.000815075,0,0.000582196,0.00972268,0.017310641,0.015467019,0.029284481,0.075394438,0.180150983,0.312018475,0.35420831,0.005860777,0.002910982,0.016262687,0.017019542,0.023229638,0.058374896,0.156804906,0.310407732,0.393661821,0.021327796,0,0.007335675,0.018300375,0.028644065,0.083622814,0.346038153,0.465310796,0.04958373,0.001164393,0,0,0.135380077,0.079646018,0.126478189,0.126478189,0.188816665,0.127311862,0.421816674,1.196904025,0.732737208,1.650455927,66,1.060660172
0,0.1,0.35,0.25,0.1,0,0.382265585,0.056017121,0.039433319,0.039067141,0.050003662,0.080372037,0.134802386,0.161956531,0.054357113,0.001725106,0.252241715,0.059649123,0.047953216,0.066276803,0.067836257,0.111500975,0.098635478,0.077192982,0.065107212,0.058479532,0.058479532,0.021832359,0.013645224,0.001169591,0,0.004191814,0.790933261,0.199227619,0.005006889,0.000291098,0,0,0,0,0,0,0,0,0,7.76E-05,0.000271692,0.006307128,0.072464049,0.037415824,0.017310641,0.009645054,0.007820839,0.010537755,0.838498709,288,0.167789012,0.088241573,0.019678239,0.004696385,0.003240893,0.002775136,0.002581071,0.023928273,0.687069417,0,8,0.319218304,0.000931514,0.009004638,0.041297134,0.035727454,0.021405422,0.014147373,0.008538881,0.006287721,0.004521726,0.004017155,0.003745464,0.003105048,0.003958936,0.012400784,0.587397388,0.243513361,0.002387005,0.051485571,0.043625919,0.023811834,0.012187312,0.008170157,0.006656446,0.005647305,0.018319781,0.827708669,0.004211221,0.059713947,0.042286868,0.020842632,0.010770634,0.00702517,0.006035436,0.005220361,0.043490074,0.800403656,0.012148499,0.071105591,0.034485435,0.015952182,0.008073124,0.006501194,0.005239768,0.011236391,0.816142366,0.01911545,0.049777795,0.090061869,0.038217558,0.038217558,0.035946433,0.099808673,2.505446623,0.959016393,1.708553326,0.565934066,35,1.602081979
0.2,0.35,0,0.35,0.1,0,0.390440634,0.108946408,0.075449619,0.071110151,0.075352103,0.090961648,0.101054567,0.074042601,0.012210412,0.000431857,0.127631139,0.103909121,0.149682593,0.135315737,0.118944203,0.126962913,0.070163715,0.051119278,0.042766455,0.035415971,0.02739726,0.007684597,0.003007016,0,0,0.003143861,0.891459178,0.08218673,0.020493314,0.001144986,0.000659823,0.00062101,9.70E-05,0,0,0,0,0,0,0,0.000194065,0.009936152,0.048807468,0.037959207,0.019736459,0.016068622,0.017524113,0.084690174,0.765277805,347,0.132003338,0.090667391,0.032001397,0.022589222,0.01635972,0.006986357,0.21277339,0.486619185,0,0,7,0.335597431,0.00106736,0.011508083,0.025092666,0.028023055,0.02288032,0.012827728,0.010557162,0.00815075,0.007879058,0.008791166,0.008364222,0.010091405,0.029594985,0.417027305,0.383880921,0.014263813,0.005375614,0.035475169,0.038948941,0.02175474,0.014923635,0.01247841,0.014283219,0.015661084,0.264588872,0.576510315,0.005259174,0.038580217,0.041530012,0.021075511,0.013778649,0.013623397,0.014050341,0.027130354,0.735663413,0.089308933,0.01585515,0.045547168,0.036620156,0.018280968,0.014419065,0.014050341,0.043703546,0.75788391,0.052572338,0.00106736,0.058083797,0.091784791,0.106664578,0.106664578,0.031090923,0.094068878,2.952141058,0.045521292,0.701534963,0.181136543,52,2.041241452
0,0.15,0.35,0.3,0.05,1,0.433547067,0.088774361,0.070480557,0.069095882,0.070664414,0.101523718,0.094083241,0.053893179,0.016070279,0.001867301,0.1327458,0.048196089,0.069126962,0.079592399,0.114293583,0.175709171,0.119250895,0.091710273,0.057284495,0.053704214,0.035251997,0.011291655,0.007435968,0.003304875,0.001101625,0.011702148,0.858894991,0.107531681,0.017407673,0.00376487,0.000485164,0,0,0,0,0,0,0,0,1.94E-05,0.000194065,0.003221487,0.018804945,0.043373634,0.027110947,0.015893963,0.022336936,0.058821246,0.810436841,380,0.138931475,0.079198121,0.03856081,0.040579091,0.036018553,0.016165654,0.023268451,0.093287275,0.533990568,0,6,0.313279901,0.000737449,0.005200955,0.008635914,0.014205593,0.023811834,0.021036698,0.015040075,0.011508083,0.011566302,0.012342564,0.010867667,0.009606241,0.017097169,0.070309923,0.741834695,0.026198839,0.001397271,0.011818588,0.02501504,0.034931786,0.019348328,0.013157639,0.015137107,0.028799317,0.086165072,0.764229851,0.00320208,0.014302626,0.030837004,0.033864426,0.019794679,0.020784413,0.016185061,0.018222748,0.460497972,0.382308991,0.00921811,0.021483048,0.038424965,0.028178307,0.022220497,0.016456753,0.015952182,0.070251703,0.770284694,0.007529741,0.070465175,0.130472237,0.071579607,0.071579607,0.072362754,0.10546875,1.803030303,0.138949672,0.975516866,0.407364341,72,0.333333333
