@relation 'feature0811 - 158 features-weka.filters.unsupervised.attribute.Remove-R1,160-163,165-166'

@attribute edge-mean numeric
@attribute edge-std numeric
@attribute grey-1 numeric
@attribute grey-2 numeric
@attribute grey-3 numeric
@attribute grey-4 numeric
@attribute grey-5 numeric
@attribute grey-6 numeric
@attribute grey-7 numeric
@attribute grey-8 numeric
@attribute grey-9 numeric
@attribute grey-10 numeric
@attribute grey-11 numeric
@attribute grey-12 numeric
@attribute grey-13 numeric
@attribute grey-14 numeric
@attribute grey-15 numeric
@attribute grey-16 numeric
@attribute grey-17 numeric
@attribute grey-18 numeric
@attribute grey-19 numeric
@attribute grey-20 numeric
@attribute red-1 numeric
@attribute red-2 numeric
@attribute red-3 numeric
@attribute red-4 numeric
@attribute red-5 numeric
@attribute red-6 numeric
@attribute red-7 numeric
@attribute red-8 numeric
@attribute red-9 numeric
@attribute red-10 numeric
@attribute red-11 numeric
@attribute red-12 numeric
@attribute red-13 numeric
@attribute red-14 numeric
@attribute red-15 numeric
@attribute red-16 numeric
@attribute red-17 numeric
@attribute red-18 numeric
@attribute red-19 numeric
@attribute red-20 numeric
@attribute green-1 numeric
@attribute green-2 numeric
@attribute green-3 numeric
@attribute green-4 numeric
@attribute green-5 numeric
@attribute green-6 numeric
@attribute green-7 numeric
@attribute green-8 numeric
@attribute green-9 numeric
@attribute green-10 numeric
@attribute green-11 numeric
@attribute green-12 numeric
@attribute green-13 numeric
@attribute green-14 numeric
@attribute green-15 numeric
@attribute green-16 numeric
@attribute green-17 numeric
@attribute green-18 numeric
@attribute green-19 numeric
@attribute green-20 numeric
@attribute blue-1 numeric
@attribute blue2 numeric
@attribute blue-3 numeric
@attribute blue-4 numeric
@attribute blue-5 numeric
@attribute blue-6 numeric
@attribute blue-7 numeric
@attribute blue-8 numeric
@attribute blue-9 numeric
@attribute blue-10 numeric
@attribute blue-11 numeric
@attribute blue-12 numeric
@attribute blue-13 numeric
@attribute blue-14 numeric
@attribute blue-15 numeric
@attribute blue-16 numeric
@attribute blue-17 numeric
@attribute blue-18 numeric
@attribute blue-19 numeric
@attribute blue-20 numeric
@attribute sharpness numeric
@attribute contrast numeric
@attribute hue-complex numeric
@attribute max-hue-value numeric
@attribute max-hue numeric
@attribute max-hue-std numeric
@attribute saturation-std numeric
@attribute saturation-mean numeric
@attribute max-salincy-x numeric
@attribute max-saliency-y numeric
@attribute saliency-mean1 numeric
@attribute saliency-mean2 numeric
@attribute saliency-std1 numeric
@attribute saliency-std2 numeric
@attribute mean-r numeric
@attribute mean-g numeric
@attribute mean-b numeric
@attribute std-r numeric
@attribute std-g numeric
@attribute std-b numeric
@attribute skew-r numeric
@attribute skew-g numeric
@attribute skew-b numeric
@attribute mean-light numeric
@attribute std-light numeric
@attribute ro3-h numeric
@attribute ro3-s numeric
@attribute ro3-v numeric
@attribute size-1 numeric
@attribute size-2 numeric
@attribute ratio numeric
@attribute greycghg-1 numeric
@attribute greycghg-2 numeric
@attribute greycghg-3 numeric
@attribute greycghg-4 numeric
@attribute greycghg-5 numeric
@attribute greycgcl-1 numeric
@attribute greycgcl-2 numeric
@attribute greycgcl-3 numeric
@attribute greycgcl-4 numeric
@attribute greycgcl-5 numeric
@attribute greycgeg-1 numeric
@attribute greycgeg-2 numeric
@attribute greycgeg-3 numeric
@attribute greycgeg-4 numeric
@attribute greycgeg-5 numeric
@attribute greycgasm-1 numeric
@attribute greycgasm-2 numeric
@attribute greycgasm-3 numeric
@attribute greycgasm-4 numeric
@attribute greycgasm-5 numeric
@attribute greycgctt-1 numeric
@attribute greycgctt-2 numeric
@attribute greycgctt-3 numeric
@attribute greycgctt-4 numeric
@attribute greycgctt-5 numeric
@attribute mean-lbp numeric
@attribute std-lbp numeric
@attribute mean-plm numeric
@attribute mean(ste[0]) numeric
@attribute std(ste[0]) numeric
@attribute mean(ste[1]) numeric
@attribute std(ste[1]) numeric
@attribute mean(hmd) numeric
@attribute std(hmd) numeric
@attribute mean(si) numeric
@attribute std(si) numeric
@attribute 'mean(cps[:,0])' numeric
@attribute 'std(cps[:,0])' numeric
@attribute 'mean(cps[:,1])' numeric
@attribute 'std(cps[:,1])' numeric
@attribute 'mean(corners[:,0])' numeric
@attribute 'std(corners[:,0])' numeric
@attribute 'mean(corners[:,1])' numeric
@attribute 'std(corners[:,1])' numeric
@attribute mean_corner numeric
@attribute class-num numeric

@data
0.205237,0.050751,0.000811,0.008958,0.064466,0.085899,0.050926,0.044945,0.051788,0.056384,0.060733,0.0578,0.051238,0.048958,0.045428,0.044934,0.042624,0.041411,0.04294,0.037526,0.153621,0.008609,0.000353,0.004999,0.046896,0.074115,0.049463,0.037988,0.041528,0.043747,0.049661,0.05065,0.049293,0.046891,0.052472,0.05702,0.059567,0.051918,0.051703,0.044958,0.046804,0.139973,0.001045,0.010531,0.070089,0.083583,0.054167,0.048373,0.056247,0.056811,0.062635,0.055861,0.050476,0.043444,0.044076,0.043486,0.04149,0.038465,0.043262,0.037358,0.152604,0.005998,0.00474,0.02821,0.098726,0.076153,0.060579,0.064322,0.065584,0.058771,0.05801,0.048121,0.039912,0.032823,0.033238,0.036673,0.040046,0.041636,0.045061,0.157317,0.009208,0.00087,0.991047,248,1,0.167017,18,0,0.041478,0.206625,0.252747,0.08,0.039571,0.098022,0.181036,0.297377,148.875976,134.083835,122.683104,70.646415,70.102412,69.748127,-36.394463,32.026801,39.523021,0.58433,0.276507,0.731209,0.731209,0.731209,800,1456,0.549451,0.157083,0.117811,0.148802,0.11907,0.157083,0,0,0,0,0,0.032239,0.027331,0.031025,0.027389,0.032239,613.032572,440.577377,567.728922,442.462889,613.032572,10418.67434,11453.47215,10656.45017,11346.84932,10418.67434,128.822849,99.00722,0.078717,0.424126,0.665912,0.084431,0.136906,-0.000215,0.000903,-0.000103,0.50597,718.29287,426.5931,393.266946,231.234374,910.073719,316.646278,420.088496,236.980135,0.020508,1
0.216122,0.037746,0.000005,0.000118,0.002057,0.024352,0.073656,0.09118,0.081921,0.072975,0.064042,0.059128,0.053053,0.049677,0.046052,0.043869,0.042202,0.043513,0.050226,0.073762,0.121523,0.006691,0,0.000027,0.000577,0.008817,0.049767,0.07768,0.085714,0.073175,0.07054,0.063267,0.05804,0.049679,0.049236,0.045646,0.043518,0.038922,0.04736,0.051163,0.109154,0.077718,0.000008,0.000152,0.002831,0.025596,0.078955,0.093164,0.084169,0.067515,0.064065,0.058989,0.054465,0.046194,0.046259,0.044677,0.043237,0.041884,0.051097,0.081474,0.111024,0.004243,0.000046,0.000635,0.009799,0.052846,0.095369,0.093646,0.079474,0.062926,0.061545,0.056261,0.052141,0.044227,0.045361,0.044376,0.044229,0.047286,0.066752,0.127123,0.01508,0.000878,0.991643,249,1,0.159775,20,1.095445,0.009429,0.140869,0.609756,0.72,0.047285,0.075366,0.237491,0.264013,150.973542,141.182018,132.750753,63.156359,62.538115,61.615318,32.040323,33.605233,34.289099,0.592068,0.247674,0.67401,0.67401,0.67401,800,1316,0.607903,0.093471,0.073928,0.097289,0.075877,0.093471,0,0,0,0,0,0.015194,0.01297,0.015551,0.013087,0.015194,136.162547,99.221183,142.630595,101.022798,136.162547,12145.53728,12914.18838,11599.01045,12712.05789,12145.53728,129.680902,100.020998,0.084113,0.32306,0.545599,0.061991,0.10698,-0.000164,0.000769,-0.003493,0.505175,641.423228,381.255683,402.011767,230.595032,787.673512,334.069983,377.146952,218.142534,0.016004,1
0.298184,0.019724,0.000255,0.004564,0.040396,0.101319,0.126241,0.120627,0.102489,0.085843,0.07242,0.061443,0.04959,0.041001,0.033025,0.027687,0.022736,0.019486,0.018393,0.020436,0.04544,0.00661,0.000062,0.00182,0.025361,0.070315,0.111229,0.115988,0.105329,0.084397,0.078748,0.066701,0.057327,0.044144,0.04009,0.032876,0.027629,0.021563,0.020678,0.020574,0.02741,0.047761,0.000304,0.005294,0.045973,0.099549,0.131785,0.123527,0.104683,0.080408,0.073079,0.061149,0.049559,0.037342,0.032804,0.02691,0.022255,0.017805,0.018317,0.020699,0.043207,0.00535,0.001448,0.016672,0.078571,0.122128,0.137097,0.118802,0.097423,0.074154,0.066688,0.054576,0.043771,0.032312,0.028238,0.022953,0.018872,0.016459,0.019277,0.044612,0.005168,0.00078,0.995223,250,1,0.177305,18,0,0.014868,0.19225,0.31746,0.56,0.025789,0.055873,0.155966,0.229713,114.603999,103.376228,94.599013,59.059447,55.853327,53.839779,54.817191,54.402626,53.130409,0.449456,0.231582,0.716391,0.716391,0.716391,800,1011,0.791296,0.056084,0.042708,0.049543,0.041899,0.056084,0.000002,0,0.000002,0,0.000002,0.01118,0.00932,0.01016,0.009258,0.01118,73.720105,51.232161,60.880544,50.549188,73.720105,11594.58826,11976.48472,11516.27191,12068.70234,11594.58826,130.470323,100.455667,0.082974,0.507533,0.577104,0.139939,0.147067,-0.000296,0.001214,-0.018452,0.5064,501.198398,294.591537,396.839241,228.925546,565.453599,274.814221,389.805449,220.268305,0.033854,1
0.099559,0.049695,0.000174,0.001222,0.004659,0.013829,0.020503,0.022542,0.024351,0.029207,0.034935,0.037403,0.045315,0.072651,0.146071,0.236213,0.257412,0.052108,0.000547,0.000387,0.000283,0.000188,0.000179,0.001489,0.007226,0.01555,0.021983,0.023794,0.025213,0.024766,0.029024,0.031855,0.041869,0.068117,0.129972,0.196146,0.215807,0.15622,0.009692,0.000457,0.000248,0.000394,0.000141,0.001011,0.003998,0.01163,0.019576,0.022171,0.024921,0.028428,0.03414,0.037414,0.043333,0.05481,0.126927,0.231484,0.285343,0.072808,0.000932,0.000376,0.000329,0.000227,0.001586,0.003323,0.010624,0.020686,0.029177,0.036317,0.043337,0.044223,0.058655,0.118787,0.248551,0.256454,0.124599,0.002639,0.000427,0.000244,0.000206,0.000151,0.000014,0,0.88705,253,4,0.133728,38,4.09878,0.01697,0.221104,0.472727,0.7,0.03139,0.064242,0.194454,0.245259,158.416118,157.765949,125.382866,40.071723,37.306485,30.719987,-44.624847,-42.250013,-33.892567,0.630428,0.148629,1.47217,1.47217,1.47217,490,880,0.556818,0.086019,0.059842,0.078202,0.059305,0.086019,0.000002,0,0,0.000002,0.000002,0.012618,0.009949,0.01198,0.009938,0.012618,93.914605,58.381726,84.656562,58.250131,93.914605,3863.498271,4780.416311,4053.946447,4792.597738,3863.498271,131.520471,97.384002,0.080545,0.141537,0.365516,0.026308,0.07104,-0.000061,0.00037,0.031473,0.50454,443.365365,255.867354,240.212932,141.581369,509.191528,259.480121,181.659306,119.985245,0.005146,1
0.148872,0.039212,0.005625,0.01851,0.037445,0.062477,0.086842,0.099926,0.101518,0.108054,0.121637,0.128741,0.129343,0.086846,0.008856,0.002706,0.001097,0.000304,0.000026,0.000043,0.000004,0,0.00353,0.014398,0.026256,0.038833,0.058904,0.071008,0.072101,0.066376,0.068341,0.069264,0.081286,0.08826,0.096752,0.099831,0.093087,0.048729,0.002971,0.000022,0.000035,0.000017,0.005924,0.019906,0.041769,0.063219,0.094744,0.110526,0.110799,0.113405,0.131304,0.142215,0.114012,0.045754,0.002307,0.002615,0.001123,0.000304,0.000022,0.000035,0.000017,0,0.014342,0.037982,0.093239,0.177661,0.408765,0.218649,0.03604,0.006453,0.001674,0.00049,0.0018,0.001405,0.000924,0.000499,0.000065,0.000013,0,0,0,0,0.778502,249,2,0.209613,23,0.4,0.059825,0.512866,0.236842,0.478261,0.054726,0.06865,0.267188,0.253003,123.172149,92.194562,54.827691,48.743436,33.787561,16.616544,-32.267978,-21.512632,11.839733,0.483331,0.190698,0.860075,0.860075,0.860075,378,610,0.619672,0.049198,0.027048,0.036158,0.027332,0.049198,0.000002,0.000002,0.000002,0.000002,0.000002,0.00459,0.003186,0.003875,0.003217,0.00459,12.424598,5.988544,8.857713,6.105718,12.424598,1540.557766,1953.404327,1605.005339,1924.162935,1540.557766,130.551765,97.34889,0.068462,0.12171,0.325933,0.016429,0.026503,-0.000034,0.000147,0.015911,0.504744,308.174235,172.311002,191.273107,107.286439,338.52514,135.73969,203.128492,90.501444,0.003105,1
0.11905,0.045355,0.023734,0.012896,0.014492,0.01654,0.022144,0.035384,0.03949,0.044989,0.036984,0.033842,0.034905,0.034783,0.035964,0.042503,0.061379,0.081926,0.101312,0.143998,0.143709,0.039027,0.021549,0.01347,0.015113,0.015632,0.021546,0.03321,0.034684,0.034018,0.035158,0.031786,0.031169,0.028544,0.033314,0.033034,0.029569,0.034341,0.069488,0.093007,0.119955,0.271415,0.024133,0.013032,0.014666,0.015481,0.022711,0.036932,0.041763,0.04284,0.038174,0.035291,0.035589,0.032865,0.037357,0.047007,0.068196,0.081537,0.107321,0.139783,0.134269,0.031054,0.02233,0.014032,0.01609,0.017038,0.028293,0.044709,0.05707,0.048418,0.054912,0.062664,0.064788,0.059603,0.071657,0.098233,0.113619,0.088483,0.059946,0.031709,0.04446,0.001948,0.93433,249,3,0.070988,26,3.2,0.045296,0.212189,0.909091,0.483871,0.081272,0.134311,0.285841,0.341086,181.801002,166.68595,144.118129,72.524387,66.248608,57.523931,-68.961503,-61.308627,-45.418877,0.715408,0.281552,1.354572,1.354572,1.354572,500,886,0.564334,0.106322,0.074221,0.092274,0.073009,0.106322,0.000002,0,0.000002,0,0.000002,0.009262,0.007153,0.008243,0.007097,0.009262,50.592695,30.175037,40.078725,29.704368,50.592695,2559.667002,3104.630669,2717.711082,3132.251682,2559.667002,131.984115,97.81127,0.072305,0.255026,0.60934,0.036846,0.113306,-0.000078,0.000517,0.026184,0.501451,416.865442,252.583966,246.478736,145.284329,529.346016,211.116883,258.840088,134.104911,0.008187,1
0.148384,0.027266,0.0001,0.001344,0.008035,0.015371,0.023651,0.033444,0.042644,0.043001,0.039661,0.037448,0.035389,0.038698,0.047352,0.048195,0.050979,0.074532,0.089121,0.077547,0.289507,0.003978,0.000095,0.001163,0.007633,0.013817,0.023044,0.032879,0.043243,0.040703,0.040692,0.037444,0.036177,0.036451,0.045519,0.045937,0.057732,0.057691,0.073612,0.078207,0.315336,0.012625,0.000098,0.001379,0.008296,0.014745,0.024085,0.033965,0.043257,0.040536,0.040792,0.037732,0.036327,0.036532,0.047967,0.047805,0.050652,0.070022,0.09562,0.080772,0.285742,0.003677,0.000114,0.00163,0.009393,0.016093,0.025817,0.036662,0.045507,0.041984,0.041827,0.03935,0.040707,0.043387,0.051503,0.051456,0.069821,0.087427,0.075421,0.154392,0.166477,0.001033,0.976367,247,1,0.145291,18,0.8,0.012377,0.062776,0.380952,0.322581,0.086118,0.15361,0.287034,0.360667,179.345781,176.806834,170.645102,60.947045,59.963162,58.233123,-54.454578,-53.881375,-51.157557,0.7089,0.237105,1.526197,1.526197,1.526197,500,1015,0.492611,0.163642,0.131452,0.159207,0.13187,0.163642,0.000002,0,0,0,0.000002,0.034479,0.02914,0.033378,0.029242,0.034479,701.165553,500.82962,657.132423,504.351878,701.165553,4126.033727,4545.656777,4099.801309,4520.346675,4126.033727,136.452926,99.118737,0.147237,0.269835,0.519997,0.05256,0.105801,-0.000113,0.000634,0,0,454.055751,304.204429,236.407092,146.835874,601.81873,294.94082,280.775079,124.894581,0.012414,1
0.284351,0.019113,0.003449,0.013307,0.014623,0.018359,0.02133,0.024574,0.028401,0.034469,0.04332,0.054636,0.069485,0.083642,0.092348,0.094784,0.091712,0.088008,0.082059,0.063196,0.069494,0.008806,0.0117,0.009388,0.010084,0.0113,0.014292,0.016113,0.018526,0.019107,0.024272,0.029534,0.036437,0.042232,0.059203,0.077668,0.097428,0.101624,0.116422,0.119544,0.1055,0.079626,0.00084,0.013447,0.016838,0.019249,0.023893,0.027351,0.031775,0.035884,0.048067,0.061144,0.074989,0.079346,0.091147,0.090739,0.087369,0.076682,0.078513,0.062453,0.069896,0.010379,0.008136,0.017193,0.026884,0.03446,0.049812,0.066005,0.086791,0.095994,0.111855,0.108458,0.097811,0.076842,0.067011,0.049279,0.034866,0.036311,0.026839,0.002885,0.000544,0.002021,0.806824,251,2,0.080414,29,2.19089,0.022521,0.374034,0.935484,0.352941,0.040326,0.092505,0.189889,0.289806,180.27387,156.171114,115.84208,56.456676,54.801389,46.632748,-59.052697,-43.783801,17.221588,0.708331,0.217884,0.994714,0.994714,0.994714,1103,505,2.184158,0.036137,0.027121,0.035718,0.027629,0.036137,0.000002,0,0,0.000002,0.000002,0.005048,0.004546,0.005083,0.004561,0.005048,15.030243,12.18692,15.238322,12.270698,15.030243,6729.925349,7617.798294,6566.605155,7569.923747,6729.925349,125.467298,94.138516,0.049767,0.348195,0.519461,0.076714,0.083855,-0.000168,0.000406,0.017,0.506712,247.280841,145.307042,561.158029,322.439648,283.402258,132.638227,517.374579,292.021975,0.019718,1
0.116456,0.014576,0.000017,0.002488,0.037642,0.103146,0.113038,0.165454,0.078492,0.036132,0.030931,0.040701,0.049699,0.044103,0.03129,0.028396,0.030873,0.03063,0.031686,0.056107,0.075375,0.0138,0.000007,0.001937,0.028186,0.085362,0.098882,0.157632,0.108965,0.041685,0.031864,0.035843,0.047927,0.045967,0.036914,0.027919,0.028981,0.026851,0.028626,0.033487,0.063618,0.069347,0.000018,0.00223,0.04324,0.097948,0.12083,0.16753,0.072344,0.033023,0.032005,0.04202,0.050974,0.040603,0.031816,0.029349,0.032244,0.028752,0.033738,0.058894,0.072894,0.009547,0.000128,0.009755,0.07535,0.096841,0.143108,0.142869,0.052558,0.028273,0.034838,0.04608,0.04954,0.036716,0.030976,0.032997,0.033348,0.033573,0.058836,0.074762,0.018262,0.001189,0.973906,247,2,0.348416,26,3.136877,0.015079,0.11605,0.153846,0.3,0.033561,0.070462,0.180467,0.255963,122.441034,116.472604,110.514898,68.63158,66.629828,64.871392,57.313368,55.643748,53.048327,0.480482,0.269189,0.897071,0.897071,0.897071,800,1051,0.76118,0.150401,0.119698,0.16611,0.121349,0.150401,0,-0.000001,0,0,0,0.02481,0.021686,0.026505,0.021919,0.02481,363.046924,277.391941,414.369188,283.369066,363.046924,5196.896929,5675.345552,4646.997398,5593.739209,5196.896929,130.955555,96.167164,0.082511,0.276599,0.636525,0.041114,0.104284,-0.000091,0.000563,-0.009597,0.502953,526.650526,299.772901,402.175715,228.751171,625.85978,267.09244,464.976831,221.229,0.009856,1
0.251519,0.017564,0.00132,0.004697,0.009534,0.014627,0.01921,0.022839,0.026002,0.02969,0.035881,0.049088,0.076438,0.126499,0.18485,0.20324,0.146615,0.045056,0.004263,0.000147,0.000006,0.000001,0.001055,0.004183,0.009736,0.013974,0.020319,0.023931,0.025952,0.025282,0.030456,0.037866,0.051826,0.066581,0.105257,0.149264,0.184389,0.16132,0.079328,0.009065,0.000213,0.000004,0.001407,0.004862,0.009837,0.013564,0.019023,0.022508,0.026083,0.027786,0.036387,0.049594,0.080126,0.126876,0.200265,0.212377,0.133634,0.032347,0.003188,0.000126,0.000007,0.000001,0.003562,0.007968,0.013949,0.017993,0.024975,0.031432,0.044879,0.066373,0.114916,0.158434,0.180745,0.154107,0.111759,0.050981,0.015009,0.002586,0.000314,0.000018,0,0,0.979453,253,3,0.084926,26,1.496663,0.006274,0.243271,0.962963,0.2,0.040875,0.094815,0.187217,0.292995,160.105486,147.931931,123.37286,43.531382,37.258514,33.80747,-46.432135,-41.139518,-32.252888,0.63372,0.162938,1.738931,1.738931,1.738931,800,1306,0.612557,0.049029,0.03884,0.043478,0.037952,0.049029,0,0,0,0,0,0.009491,0.008745,0.009094,0.008689,0.009491,53.134942,45.111062,48.780334,44.526098,53.134942,17332.03134,19894.14175,18636.2984,20135.83106,17332.03134,124.00321,100.598492,0.074121,0.300309,0.463679,0.071665,0.102637,-0.000183,0.000669,0.03523,0.504783,638.836668,377.220257,401.311948,233.73582,684.00964,355.37639,461.825134,188.194354,0.016283,1
0.146853,0.046185,0.000042,0.000139,0.000807,0.004334,0.009063,0.0107,0.015569,0.021436,0.023008,0.02529,0.029695,0.041177,0.060042,0.08423,0.117682,0.157494,0.287994,0.108697,0.002515,0.000084,0.000016,0.000065,0.000402,0.002,0.006457,0.008921,0.011034,0.015235,0.020084,0.021092,0.022551,0.025125,0.038593,0.059303,0.086548,0.109015,0.149592,0.290652,0.130295,0.003021,0.000049,0.000169,0.00105,0.004567,0.009686,0.01129,0.017786,0.021426,0.024139,0.025579,0.03035,0.039446,0.061524,0.086768,0.121452,0.150998,0.301118,0.090434,0.002084,0.000084,0.000049,0.000337,0.002156,0.007844,0.01319,0.020671,0.027199,0.026729,0.034042,0.050392,0.078191,0.096959,0.140865,0.228807,0.249572,0.021877,0.001057,0.000062,0,0,0.866107,249,2,0.399326,28,0,0.010562,0.216852,0.868421,0.483871,0.031039,0.050934,0.198329,0.219956,196.518567,181.603339,154.329073,39.833316,39.410211,33.814172,-46.008458,-44.532989,-37.035097,0.77067,0.156211,1.002335,1.002335,1.002335,500,617,0.810373,0.031731,0.025961,0.033983,0.026471,0.031731,0,0,0,0,0,0.006977,0.006038,0.007238,0.006059,0.006977,28.712706,21.502421,30.898461,21.652646,28.712706,2656.03301,2961.459783,2514.195413,2947.010408,2656.03301,128.018344,97.156679,0.076058,0.225234,0.520391,0.039361,0.086286,-0.000078,0.000361,0.034869,0.503709,298.445452,178.289042,245.664103,143.03957,372.276365,157.059651,270.72822,150.45653,0.007776,1
0.215972,0.031617,0.000005,0.000758,0.005729,0.016905,0.025685,0.032104,0.036997,0.044742,0.047046,0.050569,0.060364,0.083027,0.108431,0.141599,0.188717,0.12673,0.028328,0.00225,0.000015,0,0,0.000258,0.002818,0.009427,0.018669,0.024344,0.029451,0.0326,0.043134,0.045238,0.048688,0.052872,0.076837,0.104563,0.131725,0.177279,0.167196,0.033222,0.001672,0.00001,0.000005,0.000938,0.006808,0.017668,0.027235,0.033999,0.040151,0.043134,0.048591,0.052512,0.065748,0.08381,0.115481,0.150418,0.198878,0.091681,0.021618,0.001317,0.00001,0,0.00017,0.002847,0.013882,0.025982,0.03725,0.043766,0.050802,0.049407,0.058683,0.077352,0.102731,0.121438,0.155155,0.16207,0.077293,0.018878,0.002279,0.000015,0,0,0.90035,251,1,0.188318,20,0.8,0.019901,0.200746,0.930233,0.777778,0.069158,0.140827,0.254001,0.348068,165.697527,149.091059,134.096195,44.367378,42.706783,40.972087,-43.823154,-40.674557,-36.854533,0.649798,0.17398,0.671242,0.671242,0.671242,294,700,0.42,0.02156,0.015435,0.020134,0.015211,0.02156,0.000002,0.000002,0.000002,0.000002,0.000002,0.003479,0.002809,0.003382,0.002796,0.003479,7.137624,4.654373,6.74824,4.610041,7.137624,2692.841041,3023.078371,2733.950872,3071.364622,2692.841041,127.111978,97.703461,0.071365,0.283658,0.398217,0.054828,0.072569,-0.000131,0.000438,0.034896,0.506629,348.23224,198.355504,147.890194,84.093738,373.588664,192.061262,138.110375,78.924218,0.01466,1
0.227207,0.020986,0.004445,0.025489,0.075242,0.083699,0.077943,0.075194,0.06896,0.063547,0.055397,0.04905,0.0431,0.03975,0.038596,0.037218,0.033705,0.032109,0.02824,0.04376,0.113097,0.011459,0.001916,0.015699,0.061919,0.072572,0.076003,0.075863,0.073673,0.064465,0.062729,0.055002,0.047414,0.038869,0.039061,0.03724,0.033456,0.028071,0.030271,0.029105,0.125358,0.031315,0.005095,0.027721,0.07952,0.079387,0.080167,0.075278,0.069571,0.058253,0.055465,0.048907,0.043444,0.0369,0.039377,0.037969,0.034693,0.030693,0.029587,0.054906,0.101863,0.011203,0.010765,0.048485,0.096497,0.084679,0.085134,0.078264,0.070363,0.057083,0.054435,0.048026,0.04427,0.037603,0.036704,0.032234,0.029245,0.025269,0.028126,0.115209,0.013217,0.004392,0.981721,249,3,0.08826,21,0,0.026981,0.178078,0.115646,0.74,0.094396,0.212109,0.274325,0.408829,127.785756,121.320161,110.124739,70.588239,70.081953,67.614368,48.987924,48.191172,51.349369,0.503002,0.277289,1.444834,1.444834,1.444834,800,2360,0.338983,0.163941,0.131665,0.170474,0.128969,0.163941,0.000002,0,0,0,0.000002,0.038263,0.03388,0.038362,0.033824,0.038263,863.528673,677.03176,868.006792,674.808595,863.528673,21016.3753,22301.14075,19853.13395,22698.50192,21016.3753,129.048259,94.992801,0.060729,0.695726,1.026134,0.146958,0.232104,-0.000385,0.001217,-0.013887,0.501952,1128.354456,706.026817,401.643493,232.331789,1361.001145,571.229618,400.17631,222.662837,0.024983,1
0.163039,0.024787,0.000543,0.000897,0.002489,0.005665,0.009197,0.015961,0.025363,0.034865,0.045363,0.055749,0.058348,0.060026,0.063403,0.057343,0.040369,0.033519,0.042371,0.104687,0.107069,0.236773,0.000629,0.00121,0.003017,0.005547,0.009163,0.013648,0.019732,0.02421,0.035777,0.047043,0.052876,0.056406,0.065552,0.059114,0.042163,0.034002,0.042217,0.092414,0.105438,0.289843,0.000532,0.000865,0.00241,0.005217,0.009614,0.01771,0.027603,0.034886,0.047225,0.055723,0.059172,0.055307,0.0617,0.05867,0.043339,0.032277,0.042401,0.106307,0.109502,0.229541,0.000483,0.000974,0.002897,0.006554,0.016384,0.033567,0.045054,0.047391,0.056532,0.06344,0.064326,0.058899,0.057266,0.038815,0.032665,0.030079,0.066124,0.110509,0.169071,0.09897,0.939365,247,1,0.161098,18,0,0.013459,0.119374,0.310345,0.387097,0.027278,0.091769,0.160147,0.288779,193.015567,185.457148,173.752749,57.33381,57.864561,59.960624,-50.435504,-46.963936,-43.21679,0.761821,0.21955,1.484753,1.484753,1.484753,500,932,0.536481,0.105232,0.074506,0.090534,0.074624,0.105232,0,0.000002,0.000002,0.000002,0,0.017543,0.013672,0.015396,0.01363,0.017543,181.523899,110.249032,139.816203,109.579276,181.523899,3046.16361,3561.617991,3059.337043,3524.788127,3046.16361,131.226086,98.475962,0.088283,0.255357,0.597192,0.041068,0.094324,-0.000087,0.000445,0.052371,0.502573,463.162302,276.842523,244.420354,146.8615,541.439035,252.847761,245.170385,124.935479,0.009521,1
0.265546,0.044497,0.000405,0.001984,0.007837,0.019965,0.03478,0.048487,0.055816,0.06016,0.063496,0.064087,0.064203,0.06281,0.06083,0.059503,0.060859,0.073471,0.132775,0.105138,0.020478,0.002914,0.000078,0.000579,0.003051,0.008689,0.021309,0.035636,0.048351,0.051087,0.060123,0.062496,0.064232,0.058503,0.062256,0.059879,0.059396,0.053972,0.065604,0.112107,0.14454,0.028113,0.000517,0.002774,0.010086,0.022086,0.038273,0.050971,0.057945,0.057176,0.064844,0.064897,0.064745,0.0589,0.060954,0.060359,0.061789,0.072879,0.138079,0.093266,0.017097,0.002364,0.001087,0.004485,0.013566,0.028034,0.047776,0.061103,0.069287,0.066956,0.075157,0.073958,0.074492,0.068196,0.08025,0.110925,0.145197,0.0563,0.017568,0.004708,0.000905,0.00005,0.987785,249,2,0.131091,26,1.469694,0.012578,0.208678,0.870968,1,0.035773,0.047312,0.235925,0.212419,166.059181,149.849719,132.755312,56.944328,55.86416,47.760585,-38.259086,-36.583201,-32.406606,0.651221,0.223303,1.360438,1.360438,1.360438,480,504,0.952381,0.013695,0.010733,0.013032,0.010732,0.013695,0,0,0,0,0,0.002651,0.002329,0.002587,0.002338,0.002651,4.145426,3.19859,3.948554,3.22414,4.145426,3380.554571,3511.169917,3400.335027,3490.161645,3380.554571,126.899917,100.471657,0.079493,0.663846,0.660864,0.17102,0.164441,-0.000354,0.00145,0.025749,0.510287,257.749679,142.983496,243.984024,139.045994,277.846075,130.759254,257.292478,133.150222,0.040336,1
