@relation 'feature0811 - 158 features-weka.filters.unsupervised.attribute.Remove-R1,160-163,165-166'

@attribute edge-mean numeric
@attribute edge-std numeric
@attribute grey-1 numeric
@attribute grey-2 numeric
@attribute grey-3 numeric
@attribute grey-4 numeric
@attribute grey-5 numeric
@attribute grey-6 numeric
@attribute grey-7 numeric
@attribute grey-8 numeric
@attribute grey-9 numeric
@attribute grey-10 numeric
@attribute grey-11 numeric
@attribute grey-12 numeric
@attribute grey-13 numeric
@attribute grey-14 numeric
@attribute grey-15 numeric
@attribute grey-16 numeric
@attribute grey-17 numeric
@attribute grey-18 numeric
@attribute grey-19 numeric
@attribute grey-20 numeric
@attribute red-1 numeric
@attribute red-2 numeric
@attribute red-3 numeric
@attribute red-4 numeric
@attribute red-5 numeric
@attribute red-6 numeric
@attribute red-7 numeric
@attribute red-8 numeric
@attribute red-9 numeric
@attribute red-10 numeric
@attribute red-11 numeric
@attribute red-12 numeric
@attribute red-13 numeric
@attribute red-14 numeric
@attribute red-15 numeric
@attribute red-16 numeric
@attribute red-17 numeric
@attribute red-18 numeric
@attribute red-19 numeric
@attribute red-20 numeric
@attribute green-1 numeric
@attribute green-2 numeric
@attribute green-3 numeric
@attribute green-4 numeric
@attribute green-5 numeric
@attribute green-6 numeric
@attribute green-7 numeric
@attribute green-8 numeric
@attribute green-9 numeric
@attribute green-10 numeric
@attribute green-11 numeric
@attribute green-12 numeric
@attribute green-13 numeric
@attribute green-14 numeric
@attribute green-15 numeric
@attribute green-16 numeric
@attribute green-17 numeric
@attribute green-18 numeric
@attribute green-19 numeric
@attribute green-20 numeric
@attribute blue-1 numeric
@attribute blue2 numeric
@attribute blue-3 numeric
@attribute blue-4 numeric
@attribute blue-5 numeric
@attribute blue-6 numeric
@attribute blue-7 numeric
@attribute blue-8 numeric
@attribute blue-9 numeric
@attribute blue-10 numeric
@attribute blue-11 numeric
@attribute blue-12 numeric
@attribute blue-13 numeric
@attribute blue-14 numeric
@attribute blue-15 numeric
@attribute blue-16 numeric
@attribute blue-17 numeric
@attribute blue-18 numeric
@attribute blue-19 numeric
@attribute blue-20 numeric
@attribute sharpness numeric
@attribute contrast numeric
@attribute hue-complex numeric
@attribute max-hue-value numeric
@attribute max-hue numeric
@attribute max-hue-std numeric
@attribute saturation-std numeric
@attribute saturation-mean numeric
@attribute max-salincy-x numeric
@attribute max-saliency-y numeric
@attribute saliency-mean1 numeric
@attribute saliency-mean2 numeric
@attribute saliency-std1 numeric
@attribute saliency-std2 numeric
@attribute mean-r numeric
@attribute mean-g numeric
@attribute mean-b numeric
@attribute std-r numeric
@attribute std-g numeric
@attribute std-b numeric
@attribute skew-r numeric
@attribute skew-g numeric
@attribute skew-b numeric
@attribute mean-light numeric
@attribute std-light numeric
@attribute ro3-h numeric
@attribute ro3-s numeric
@attribute ro3-v numeric
@attribute size-1 numeric
@attribute size-2 numeric
@attribute ratio numeric
@attribute greycghg-1 numeric
@attribute greycghg-2 numeric
@attribute greycghg-3 numeric
@attribute greycghg-4 numeric
@attribute greycghg-5 numeric
@attribute greycgcl-1 numeric
@attribute greycgcl-2 numeric
@attribute greycgcl-3 numeric
@attribute greycgcl-4 numeric
@attribute greycgcl-5 numeric
@attribute greycgeg-1 numeric
@attribute greycgeg-2 numeric
@attribute greycgeg-3 numeric
@attribute greycgeg-4 numeric
@attribute greycgeg-5 numeric
@attribute greycgasm-1 numeric
@attribute greycgasm-2 numeric
@attribute greycgasm-3 numeric
@attribute greycgasm-4 numeric
@attribute greycgasm-5 numeric
@attribute greycgctt-1 numeric
@attribute greycgctt-2 numeric
@attribute greycgctt-3 numeric
@attribute greycgctt-4 numeric
@attribute greycgctt-5 numeric
@attribute mean-lbp numeric
@attribute std-lbp numeric
@attribute mean-plm numeric
@attribute mean(ste[0]) numeric
@attribute std(ste[0]) numeric
@attribute mean(ste[1]) numeric
@attribute std(ste[1]) numeric
@attribute mean(hmd) numeric
@attribute std(hmd) numeric
@attribute mean(si) numeric
@attribute std(si) numeric
@attribute 'mean(cps[:,0])' numeric
@attribute 'std(cps[:,0])' numeric
@attribute 'mean(cps[:,1])' numeric
@attribute 'std(cps[:,1])' numeric
@attribute 'mean(corners[:,0])' numeric
@attribute 'std(corners[:,0])' numeric
@attribute 'mean(corners[:,1])' numeric
@attribute 'std(corners[:,1])' numeric
@attribute mean_corner numeric
@attribute class-num numeric

@data
0.047,0.006401,0,0.000063,0.000403,0.001556,0.003924,0.010861,0.016389,0.013056,0.009951,0.012694,0.026535,0.065847,0.460028,0.28859,0.006542,0.010694,0.032396,0.040472,0,0,0,0.000014,0.000069,0.000257,0.001187,0.005535,0.007194,0.007375,0.009889,0.009333,0.008535,0.006903,0.00834,0.010986,0.028861,0.183049,0.575028,0.111215,0.025806,0.000424,0.000049,0.000542,0.001736,0.002389,0.003208,0.010736,0.018326,0.012563,0.014146,0.021361,0.035194,0.140507,0.524625,0.127451,0.004604,0.009736,0.032993,0.039826,0.000007,0,0.001243,0.002569,0.00741,0.015833,0.038389,0.192069,0.584181,0.057688,0.010271,0.00359,0.002229,0.002819,0.005292,0.014785,0.02466,0.030792,0.006181,0,0,0,0.478917,218,2,0.391668,26,0.489898,0.015785,0.566683,0.525,0.357143,0.090985,0.216071,0.305647,0.411932,202.505694,157.045264,88.045361,25.965862,27.014013,32.23438,-38.469456,-24.86151,43.235062,0.794352,0.100882,0.999882,0.999882,0.999882,225,640,0.351563,0.06615,0.03982,0.060294,0.040273,0.06615,0.000002,0.000002,0.000002,0.000002,0.000002,0.009567,0.006929,0.008753,0.006944,0.009567,53.987579,28.318064,45.18896,28.443607,53.987579,269.82334,324.434879,208.20772,318.69576,269.82334,136.487347,95.945495,0.104257,0.158413,0.599183,0.00517,0.025339,-0.000014,0.000104,0.03723,0.504704,312.148144,185.067893,113.87514,64.643208,374.523077,140.953068,136.215385,53.254154,0.001354,3
0.125942,0.036751,0.000014,0.000161,0.001675,0.060965,0.145972,0.110666,0.075593,0.047056,0.034996,0.030357,0.027514,0.02937,0.033052,0.035844,0.039496,0.043269,0.042025,0.05294,0.178002,0.011035,0.000002,0.000067,0.000654,0.016458,0.131765,0.117578,0.086042,0.05733,0.038934,0.032412,0.029567,0.026274,0.031367,0.033882,0.035477,0.034204,0.041693,0.042791,0.079351,0.164151,0.000017,0.0002,0.002146,0.061971,0.152826,0.111811,0.075351,0.042446,0.035394,0.030705,0.028207,0.028422,0.033983,0.036626,0.041186,0.040689,0.041612,0.059486,0.16954,0.007381,0.000077,0.000669,0.008877,0.121537,0.14847,0.098763,0.058424,0.035813,0.032639,0.02894,0.029921,0.029412,0.034091,0.040803,0.047615,0.042839,0.07637,0.156661,0.007301,0.00078,0.98665,249,1,0.149325,18,2.44949,0.013388,0.155454,0.701613,0.5,0.080454,0.159032,0.272467,0.365736,146.827078,136.354223,127.1623,73.491514,71.222445,68.377259,39.071324,42.1262,40.189459,0.577422,0.28873,0.850711,0.850711,0.850711,800,1993,0.401405,0.299857,0.227204,0.295312,0.228176,0.299857,0,-0,0,0,0,0.04281,0.035905,0.042485,0.035878,0.04281,1080.984946,760.380073,1064.61794,759.250471,1080.984946,10951.38321,12230.19171,10917.4028,12119.55929,10951.38321,129.922734,98.196813,0.076017,0.310206,0.702163,0.038372,0.109141,-0.000127,0.000648,-0.017962,0.500786,978.078129,578.794152,406.702057,232.162406,1145.336269,490.031422,356.344776,231.496944,0.008404,3
0.228431,0.024288,0.003373,0.017633,0.069551,0.063839,0.069484,0.062997,0.047697,0.045315,0.050898,0.06037,0.068715,0.072604,0.073149,0.064374,0.056593,0.063953,0.062152,0.038445,0.007594,0.001263,0.003979,0.021787,0.063176,0.053345,0.068087,0.078349,0.068543,0.059467,0.064005,0.062928,0.063617,0.06037,0.061787,0.053392,0.045169,0.046043,0.060414,0.047983,0.015649,0.001909,0.003341,0.015749,0.07236,0.062527,0.073789,0.060603,0.044765,0.039526,0.047808,0.056204,0.068588,0.070542,0.077214,0.069697,0.061604,0.063263,0.064445,0.038838,0.007808,0.001328,0.004712,0.041284,0.062633,0.051742,0.056612,0.05778,0.049118,0.042209,0.048857,0.057006,0.071899,0.076711,0.088388,0.079378,0.070241,0.071685,0.053647,0.013507,0.001983,0.000607,0.985601,249,9,0.043319,125,50.649383,0.027576,0.1142,0.173333,0.76,0.040819,0.086667,0.190202,0.281383,121.459819,125.337326,123.314459,60.485905,60.757122,58.843871,30.790762,-27.11119,-35.375218,0.505151,0.237202,3.755929,3.755929,3.755929,800,1204,0.664452,0.081011,0.06458,0.077929,0.061475,0.081011,0.000002,0.000002,0,0,0.000002,0.010974,0.009761,0.01084,0.009596,0.010974,71.034224,56.193405,69.304932,54.31258,71.034224,9937.766661,10779.54106,10101.77228,11012.13027,9937.766661,128.014148,98.09935,0.063607,0.583744,0.875162,0.098344,0.164383,-0.000327,0.00116,0.019172,0.502884,603.694491,342.308185,396.281529,230.090928,653.138613,300.522678,408.918088,223.98468,0.022155,3
0.125741,0.023476,0.000283,0.002427,0.000663,0.000786,0.003363,0.006517,0.032796,0.094255,0.139428,0.12056,0.066875,0.096062,0.212725,0.023878,0.028118,0.056904,0.075141,0.037758,0.00146,0,0.000027,0.00115,0.00185,0.000583,0.002192,0.003154,0.013169,0.039971,0.08261,0.102403,0.091646,0.071281,0.060807,0.050916,0.159692,0.137787,0.045195,0.099308,0.035122,0.001139,0.000353,0.002433,0.000636,0.000732,0.00339,0.006902,0.032636,0.086732,0.145369,0.128842,0.066897,0.103622,0.200909,0.022573,0.028551,0.046467,0.081653,0.039116,0.002187,0,0.00316,0.001256,0.009635,0.039356,0.167252,0.347566,0.169123,0.030337,0.014452,0.01257,0.019729,0.047702,0.050397,0.042912,0.035715,0.008501,0.000337,0,0,0,0.675237,249,2,0.194651,29,0.4,0.023496,0.465599,0.323529,0.952381,0.036512,0.084034,0.188659,0.277633,164.672527,143.705911,89.47783,42.331341,39.322804,40.299609,-26.709258,25.484269,42.956356,0.646366,0.165113,1.113786,1.113786,1.113786,337,555,0.607207,0.054378,0.033628,0.048635,0.033805,0.054378,0.000002,0.000002,0.000002,0.000002,0.000002,0.005364,0.004011,0.004997,0.004026,0.005364,16.971212,9.487047,14.72914,9.561459,16.971212,1192.215563,1449.666967,1185.792862,1434.370065,1192.215563,134.183297,96.803307,0.087203,0.205502,0.608201,0.014973,0.034314,-0.000041,0.000162,0.03221,0.502405,270.757068,163.60177,161.495233,98.665675,220.399746,145.312114,179.197969,87.859783,0.004213,3
0.122891,0.028034,0.000248,0.000599,0.000663,0.000931,0.00154,0.002109,0.003426,0.005495,0.009124,0.013391,0.020208,0.029891,0.051703,0.092183,0.104163,0.096842,0.088767,0.170144,0.305228,0.003347,0.000282,0.000594,0.000614,0.000718,0.001213,0.001723,0.002624,0.003703,0.006465,0.010465,0.01548,0.01855,0.027653,0.047777,0.074599,0.068995,0.084431,0.110891,0.248059,0.275163,0.000188,0.000569,0.000762,0.000965,0.001609,0.002416,0.003926,0.005728,0.009931,0.014738,0.024168,0.032802,0.059564,0.101911,0.103366,0.080941,0.084426,0.178629,0.290901,0.00246,0.000703,0.000782,0.00104,0.001713,0.002812,0.005297,0.008589,0.011332,0.018411,0.027064,0.041312,0.066337,0.09946,0.110347,0.12803,0.206441,0.254629,0.015668,0.000035,0,0.877861,248,5,0.060799,5,7.44043,0.008352,0.178855,0.48,0.741935,0.018165,0.037419,0.148502,0.18991,216.86702,201.085297,179.140188,35.520166,36.269006,32.794606,-41.88987,-38.341327,-36.735944,0.851751,0.137142,1.683578,1.683578,1.683578,500,404,1.237624,0.040339,0.031685,0.040615,0.032496,0.040339,0.000002,0.000002,0.000002,0.000002,0.000002,0.006662,0.005617,0.006653,0.005661,0.006662,26.175869,18.610875,26.110921,18.902573,26.175869,1108.326674,1307.84111,1112.889921,1206.907045,1108.326674,129.146342,98.637118,0.090163,0.238907,0.637251,0.029229,0.111726,-0.00009,0.000605,0.057029,0.498466,205.817239,117.925871,261.13139,145.790742,196.781099,110.000532,317.39055,131.43308,0.005134,3
0.094154,0.046869,0.001743,0.00341,0.006871,0.019065,0.054511,0.092211,0.141042,0.208189,0.199617,0.138376,0.077321,0.021969,0.014171,0.009579,0.00648,0.004145,0.001233,0.000068,0,0,0.001178,0.002543,0.004256,0.007895,0.020361,0.043618,0.0654,0.094239,0.14307,0.184184,0.163554,0.121637,0.100935,0.033236,0.007419,0.004269,0.001709,0.00048,0.000017,0,0.001858,0.003652,0.008214,0.022241,0.06531,0.108223,0.159188,0.212993,0.188754,0.124923,0.051718,0.013563,0.015191,0.010655,0.007003,0.004486,0.001926,0.000098,0.000004,0,0.002738,0.006569,0.02128,0.087934,0.24625,0.366871,0.182674,0.028248,0.009885,0.012479,0.013933,0.009103,0.006356,0.003886,0.001611,0.00014,0.000038,0.000004,0,0,0.882793,252,2,0.144127,22,0.8,0.020178,0.421125,0.72093,0.047619,0.034012,0.066445,0.21265,0.249197,121.106616,97.457513,70.08446,29.970141,27.889577,21.592237,-21.555028,21.656882,25.867716,0.476294,0.119115,0.909399,0.909399,0.909399,336,700,0.48,0.028266,0.022256,0.026559,0.021952,0.028266,0.000002,0.000002,0.000002,0.000002,0.000002,0.003531,0.003089,0.003417,0.00309,0.003531,7.352478,5.628372,6.886136,5.630773,7.352478,2040.556753,2404.936144,2152.959783,2405.140108,2040.556753,126.711071,100.848205,0.083342,0.098508,0.215694,0.015927,0.033857,-0.000041,0.000238,0.037928,0.501138,339.499869,201.483898,166.557564,97.173816,414.19888,121.82542,170.994398,77.5163,0.004554,3
0.118226,0.025448,0.026449,0.011917,0.010732,0.010077,0.012372,0.015494,0.01487,0.015594,0.018747,0.023021,0.031448,0.044389,0.056764,0.090878,0.133096,0.184398,0.241316,0.057373,0.001019,0.000046,0.02287,0.010532,0.009265,0.007431,0.007814,0.007731,0.007997,0.007731,0.009542,0.01123,0.014441,0.017562,0.028904,0.042838,0.060412,0.11481,0.232332,0.310538,0.073823,0.002197,0.027419,0.014918,0.016747,0.013468,0.013116,0.012801,0.013763,0.014318,0.019565,0.024352,0.033439,0.041897,0.059456,0.092944,0.128841,0.162672,0.238747,0.069645,0.0018,0.000092,0.02885,0.015207,0.019179,0.023694,0.023877,0.028172,0.036867,0.046366,0.062744,0.097342,0.133359,0.14089,0.181016,0.14317,0.018655,0.000552,0.000051,0.000009,0,0,0.946941,251,2,0.141004,32,1.2,0.028502,0.354526,0.935484,0.651163,0.047351,0.047262,0.264768,0.212278,192.031256,168.873877,126.919279,52.188926,55.136964,43.450191,-68.257223,-64.199713,-45.949933,0.753273,0.204059,1.149195,1.149195,1.149195,699,500,1.398,0.039189,0.032798,0.041015,0.032876,0.039189,0.000002,0.000002,0.000002,0.000002,0.000002,0.005347,0.004812,0.005437,0.004809,0.005347,16.86339,13.659088,17.43482,13.640544,16.86339,2880.971442,3268.461188,2801.651806,3244.653625,2880.971442,126.917602,99.850622,0.086552,0.349503,0.728261,0.045357,0.124989,-0.000119,0.000649,0.045538,0.503003,255.130586,141.316587,362.137891,200.018258,196.367353,153.442772,335.103308,204.28997,0.009167,3
0.092049,0.028617,0.000268,0.002301,0.007593,0.015069,0.024858,0.033886,0.040675,0.040167,0.037411,0.02987,0.022276,0.075646,0.285142,0.22485,0.10176,0.041057,0.014833,0.002232,0.000106,0,0.00015,0.001163,0.003988,0.006878,0.011789,0.01726,0.023374,0.027382,0.035748,0.03687,0.031894,0.023374,0.017659,0.025394,0.20465,0.332825,0.163967,0.034516,0.001118,0,0.000309,0.002874,0.009463,0.017744,0.030634,0.037602,0.040907,0.035089,0.03674,0.028,0.025541,0.114398,0.293362,0.193585,0.085484,0.033703,0.012622,0.00185,0.000093,0,0.000553,0.005187,0.02061,0.049423,0.082106,0.07261,0.117187,0.208488,0.185488,0.108276,0.06898,0.026179,0.017358,0.016337,0.012919,0.006183,0.001801,0.000264,0.000053,0,0.79811,251,2,0.17971,26,0.748331,0.024212,0.444524,0.354839,0.766667,0.024238,0.044086,0.181305,0.205397,176.126817,145.282472,98.199947,41.976111,39.922283,32.327006,-48.462877,-41.843166,22.468667,0.690698,0.164595,0.850945,0.850945,0.850945,492,500,0.984,0.037423,0.029597,0.039922,0.029684,0.037423,0,0,0,0,0,0.004888,0.004207,0.005074,0.004212,0.004888,14.090342,10.440011,15.184943,10.465869,14.090342,1793.6467,2048.57894,1674.673794,2019.660144,1793.6467,127.699833,97.448954,0.075293,0.164833,0.402588,0.014914,0.041035,-0.000053,0.000234,0.044898,0.502967,250.118658,145.38596,241.808539,142.325102,243.527719,126.769151,311.303838,119.606232,0.003813,3
0.067657,0.022711,0.000133,0.000428,0.004551,0.02884,0.049592,0.050881,0.048624,0.032561,0.024127,0.017547,0.012955,0.011454,0.010736,0.010697,0.011672,0.016062,0.038577,0.164735,0.443356,0.022471,0.000084,0.000283,0.002841,0.017094,0.039723,0.045536,0.050255,0.039207,0.027141,0.020828,0.014825,0.010269,0.009978,0.009358,0.009394,0.010954,0.021376,0.07613,0.366854,0.227871,0.000143,0.000457,0.005512,0.02895,0.052631,0.05209,0.049511,0.02928,0.024313,0.0178,0.013081,0.010581,0.010787,0.010722,0.012151,0.015549,0.042282,0.180801,0.42856,0.0148,0.000243,0.001434,0.014443,0.045194,0.055773,0.054333,0.042251,0.026538,0.020885,0.014874,0.012208,0.010438,0.01137,0.011299,0.014874,0.029474,0.155422,0.454035,0.023518,0.001395,0.963254,243,2,0.172691,18,6.590903,0.013356,0.121159,0.5,0.02,0.037283,0.061053,0.192443,0.23949,195.057025,185.889152,174.733621,68.610804,68.818192,67.109527,-70.126393,-68.841569,-66.454335,0.765248,0.268781,0.801782,0.801782,0.801782,800,613,1.305057,0.059932,0.050975,0.081899,0.051414,0.059932,0,0,0,0,0,0.01468,0.01324,0.016691,0.013275,0.01468,127.114205,103.389574,164.322964,103.948558,127.114205,2343.33237,2581.626785,2279.297155,2578.27956,2343.33237,128.679784,99.643621,0.099804,0.249479,0.723571,0.032306,0.103249,-0.000095,0.000707,0.019454,0.505637,302.11383,179.801797,399.016705,230.269727,334.620164,141.840347,440.28523,206.857702,0.007221,3
0.083047,0.035458,0,0.000124,0.003013,0.008787,0.005908,0.007085,0.00866,0.010062,0.011456,0.017891,0.021322,0.024829,0.026559,0.02409,0.027037,0.038545,0.632818,0.129517,0.002051,0.000246,0,0.000001,0.000451,0.006186,0.007203,0.006463,0.006945,0.007912,0.009541,0.012847,0.019459,0.018758,0.023535,0.024771,0.023836,0.024525,0.029811,0.549718,0.227237,0.000798,0,0.000298,0.004383,0.008356,0.006123,0.007347,0.009178,0.009315,0.01184,0.019045,0.02139,0.022888,0.027035,0.026198,0.027404,0.047702,0.659606,0.089701,0.001938,0.000253,0.000041,0.000836,0.005685,0.00921,0.008297,0.009688,0.012,0.013651,0.022206,0.026712,0.0304,0.026306,0.029959,0.082068,0.64809,0.070648,0.002175,0.001419,0.000602,0.000006,0.956554,234,2,0.2668,26,0.8,0.002929,0.189802,0.136364,0.935484,0.077624,0.288856,0.185009,0.453314,210.826448,195.408291,171.433285,37.97982,36.822956,32.503674,-51.422164,-49.739229,-43.379515,0.827282,0.14787,0.917438,0.917438,0.917438,500,1416,0.353107,0.24598,0.181816,0.245778,0.184811,0.24598,0,0.000002,0.000002,0.000002,0,0.051772,0.041872,0.0515,0.042172,0.051772,1580.914995,1034.12216,1564.337097,1048.977225,1580.914995,2216.075494,2384.362939,1979.973184,2188.770075,2216.075494,134.639651,96.894382,0.104371,0.230157,0.627261,0.021016,0.089066,-0.000086,0.000511,0.034502,0.501699,711.364921,408.791544,252.629643,144.078621,791.495863,366.028616,264.206252,129.401079,0.004609,3
0.152988,0.06791,0.000054,0.000353,0.001037,0.004531,0.013456,0.018548,0.022381,0.02649,0.027435,0.031068,0.031889,0.035768,0.037481,0.03841,0.037151,0.041114,0.045722,0.088978,0.14275,0.355384,0.000031,0.000123,0.000637,0.001997,0.007158,0.014132,0.019017,0.020845,0.025384,0.026713,0.030169,0.028479,0.033917,0.035253,0.035952,0.033756,0.041467,0.054731,0.127243,0.462995,0.000069,0.00033,0.001206,0.0049,0.014493,0.019578,0.023364,0.025108,0.02821,0.032197,0.033041,0.034355,0.037965,0.038579,0.036743,0.038356,0.045591,0.087435,0.141943,0.356536,0.000568,0.000899,0.003679,0.013164,0.024793,0.034201,0.037327,0.034416,0.038587,0.038687,0.040077,0.037366,0.042212,0.042773,0.049854,0.072189,0.128257,0.227888,0.13149,0.001575,0.920492,244,2,0.119473,28,1.496663,0.035481,0.176986,0.697674,0.454545,0.402377,0.585624,0.51565,0.493136,211.69533,202.135945,177.249117,54.285904,57.474595,56.454576,-58.395623,-58.604817,-53.771306,0.830274,0.212913,1.176391,1.176391,1.176391,186,700,0.265714,0.041777,0.032852,0.041223,0.032693,0.041777,0.000002,0.000002,0.000002,0.000002,0.000002,0.007857,0.006721,0.008017,0.00671,0.007857,36.414344,26.642804,37.908735,26.553506,36.414344,926.700924,970.340822,859.952484,974.729316,926.700924,135.126728,97.943484,0.124209,0.490032,0.906271,0.067041,0.147519,-0.000183,0.000828,0.063387,0.502147,330.190605,191.656878,92.967844,52.2923,456.122406,170.194088,95.105907,53.229358,0.014432,3
0.083571,0.029932,0,0.000032,0.002577,0.0148,0.022292,0.029312,0.038141,0.046602,0.057135,0.116306,0.294137,0.112346,0.008595,0.000764,0.000551,0.000609,0.000573,0.000699,0.001009,0.253521,0,0.000007,0.000836,0.007232,0.012137,0.015431,0.019348,0.023175,0.031297,0.034461,0.038559,0.048461,0.237373,0.204883,0.067499,0.002786,0.000735,0.00076,0.000926,0.254094,0,0.000068,0.003658,0.016205,0.025953,0.034277,0.042897,0.049499,0.060357,0.170375,0.261568,0.07151,0.006029,0.000695,0.000591,0.000566,0.000544,0.000753,0.000998,0.253456,0.000007,0.000414,0.012389,0.049286,0.173359,0.481503,0.022987,0.001283,0.000569,0.000551,0.000447,0.000432,0.000386,0.000447,0.00045,0.000425,0.000566,0.000688,0.000944,0.252865,0.777632,246,2,0.215208,26,0.489898,0.056779,0.412076,0.967742,0.323529,0.043389,0.052182,0.230642,0.2225,177.134281,152.092879,113.524771,53.060424,64.214567,83.091593,21.489471,55.869937,85.361254,0.69474,0.208192,0.866158,0.866158,0.866158,555,500,1.11,0.14191,0.133241,0.143006,0.133807,0.14191,0.000002,0,0.000002,0,0.000002,0.106454,0.104961,0.106579,0.104969,0.106454,6684.182041,6498.01122,6699.802685,6498.951392,6684.182041,1036.074409,1174.217977,1004.52145,1141.497748,1036.074409,155.702717,101.156323,0.284858,0.185574,0.705293,0.009801,0.029076,-0.000037,0.000193,0,0,249.473475,160.33069,267.68,186.375941,276.789085,122.455764,377.29646,90.556697,0.002443,3
0.167733,0.038262,0.000088,0.001645,0.01883,0.057591,0.07417,0.066397,0.059493,0.051146,0.039912,0.039636,0.043597,0.044723,0.039394,0.026925,0.0191,0.015575,0.02746,0.134204,0.221926,0.018187,0.000066,0.001218,0.015246,0.041832,0.062701,0.058026,0.049824,0.042452,0.041029,0.035943,0.034337,0.033056,0.038048,0.038923,0.037059,0.030277,0.025639,0.038649,0.209082,0.166592,0.000097,0.001715,0.020195,0.056611,0.079572,0.07195,0.064575,0.046196,0.040508,0.042745,0.046722,0.041536,0.03441,0.022962,0.017818,0.013568,0.030681,0.147964,0.209025,0.011151,0.000599,0.006949,0.040307,0.072636,0.090551,0.081982,0.062177,0.046851,0.053911,0.048085,0.035699,0.022497,0.019792,0.028581,0.013899,0.013125,0.07005,0.242532,0.047613,0.002164,0.984004,247,1,0.205928,18,0,0.034529,0.189925,0.9375,0.7,0.035662,0.081667,0.182622,0.273913,166.696794,151.409541,138.666979,73.283787,72.464269,72.139639,-52.005596,-36.036768,19.107675,0.654116,0.286998,0.839978,0.839978,0.839978,800,782,1.023018,0.139755,0.105237,0.139158,0.106201,0.139755,0,0.000003,0,0.000002,0,0.023202,0.019337,0.023013,0.019468,0.023202,317.516001,220.549386,312.357578,223.541431,317.516001,5221.859022,5423.36586,4677.610197,5316.342036,5221.859022,132.035977,97.383773,0.097238,0.406583,0.746188,0.062057,0.123815,-0.000175,0.000827,0.013896,0.505405,391.434644,228.523532,403.355637,233.438545,391.811366,164.161019,396.475413,186.114448,0.015863,3
0.06385,0.018536,0.141998,0.035904,0.018041,0.010696,0.012244,0.039351,0.022643,0.012034,0.011607,0.01112,0.010693,0.011274,0.014139,0.077008,0.381686,0.187574,0.001939,0.000048,0,0,0.133277,0.040863,0.019023,0.010139,0.008342,0.006628,0.006522,0.005627,0.006138,0.006466,0.007709,0.008168,0.01125,0.027226,0.104958,0.310261,0.285402,0.001971,0.000032,0,0.141907,0.037198,0.029624,0.033387,0.025006,0.011888,0.010736,0.009794,0.009778,0.009434,0.009584,0.009988,0.014741,0.085987,0.379078,0.179268,0.002537,0.000063,0,0,0.142501,0.043692,0.018714,0.031247,0.054349,0.016941,0.009608,0.008658,0.010055,0.013114,0.058536,0.436074,0.153463,0.002734,0.000226,0.000087,0,0,0,0,0.920063,253,2,0.219411,32,0.8,0.049134,0.306337,0.651163,0.909091,0.058659,0.113108,0.254168,0.316892,155.392184,136.488017,108.923,76.137527,74.294415,57.773884,-81.696827,-71.554587,-55.439587,0.609912,0.297585,2.334631,2.334631,2.334631,361,700,0.515714,0.05925,0.04753,0.061062,0.04824,0.05925,0,0,0,0,0,0.013233,0.011331,0.013461,0.011397,0.013233,103.29265,75.734765,106.882655,76.611643,103.29265,1923.636697,2209.790241,1870.472326,2160.899231,1923.636697,131.322299,99.708476,0.099304,0.428688,1.004216,0.041512,0.138971,-0.000124,0.00076,0.024316,0.505921,365.299115,201.309253,176.02157,108.334754,403.70651,170.213509,216.361793,94.857402,0.007416,3
0.017703,0.01299,0.000041,0.000237,0.000695,0.001518,0.002076,0.002938,0.003753,0.004305,0.004336,0.004302,0.004049,0.003551,0.003111,0.003023,0.005516,0.06381,0.676055,0.212687,0.003984,0.000015,0.000039,0.000194,0.000597,0.001136,0.0017,0.001984,0.002453,0.002672,0.003088,0.003216,0.003475,0.003376,0.003619,0.003448,0.00339,0.003581,0.011384,0.305581,0.597822,0.047244,0.000038,0.000253,0.000787,0.00164,0.002625,0.003504,0.004113,0.004109,0.004347,0.004148,0.003922,0.003188,0.002961,0.003236,0.008482,0.122186,0.691717,0.137134,0.001596,0.000013,0.00013,0.000498,0.00151,0.002599,0.003825,0.004537,0.004708,0.004355,0.00459,0.004254,0.003751,0.004109,0.016054,0.301185,0.613253,0.030234,0.000397,0.000011,0,0,0.915882,153,2,0.328415,24,0.8,0.008075,0.223583,0.205882,0.96,0.041525,0.040882,0.259788,0.198047,228.26308,205.926186,177.282209,22.231753,21.921845,19.121234,-39.078525,-37.372295,-32.453597,0.895154,0.087144,0.864734,0.864734,0.864734,800,1097,0.729262,0.148719,0.11693,0.154387,0.116259,0.148719,0,0.000002,0.000002,0.000002,0,0.0339,0.029434,0.0345,0.029421,0.0339,677.840591,510.994317,702.049913,510.533603,677.840591,982.779397,1153.144925,962.397293,1157.549266,982.779397,128.122714,99.41175,0.090827,0.077995,0.42115,0.008949,0.037862,-0.00002,0.000219,0.027918,0.503688,545.749547,314.280058,399.657094,229.928404,589.286248,256.163499,458.40583,186.850709,0.001525,3
