@relation 'im_resize-weka.filters.unsupervised.attribute.Remove-R1,272'

@attribute h-1 numeric
@attribute h-2 numeric
@attribute h-3 numeric
@attribute h-4 numeric
@attribute h-5 numeric
@attribute h-6 numeric
@attribute h-7 numeric
@attribute h-8 numeric
@attribute h-9 numeric
@attribute h-10 numeric
@attribute h-11 numeric
@attribute h-12 numeric
@attribute h-13 numeric
@attribute h-14 numeric
@attribute h-15 numeric
@attribute h-16 numeric
@attribute h-17 numeric
@attribute h-18 numeric
@attribute h-19 numeric
@attribute h-20 numeric
@attribute h-21 numeric
@attribute h-22 numeric
@attribute h-23 numeric
@attribute h-24 numeric
@attribute h-25 numeric
@attribute h-26 numeric
@attribute h-27 numeric
@attribute h-28 numeric
@attribute h-29 numeric
@attribute h-30 numeric
@attribute h-31 numeric
@attribute h-32 numeric
@attribute h-33 numeric
@attribute h-34 numeric
@attribute h-35 numeric
@attribute h-36 numeric
@attribute h-37 numeric
@attribute h-38 numeric
@attribute h-39 numeric
@attribute h-40 numeric
@attribute h-41 numeric
@attribute h-42 numeric
@attribute h-43 numeric
@attribute h-44 numeric
@attribute h-45 numeric
@attribute h-46 numeric
@attribute h-47 numeric
@attribute h-48 numeric
@attribute h-49 numeric
@attribute h-50 numeric
@attribute h-51 numeric
@attribute h-52 numeric
@attribute h-53 numeric
@attribute h-54 numeric
@attribute h-55 numeric
@attribute h-56 numeric
@attribute h-57 numeric
@attribute h-58 numeric
@attribute h-59 numeric
@attribute h-60 numeric
@attribute h-61 numeric
@attribute h-62 numeric
@attribute h-63 numeric
@attribute h-64 numeric
@attribute h-65 numeric
@attribute h-66 numeric
@attribute h-67 numeric
@attribute h-68 numeric
@attribute h-69 numeric
@attribute h-70 numeric
@attribute h-71 numeric
@attribute h-72 numeric
@attribute h-73 numeric
@attribute h-74 numeric
@attribute h-75 numeric
@attribute h-76 numeric
@attribute h-77 numeric
@attribute h-78 numeric
@attribute h-79 numeric
@attribute h-80 numeric
@attribute h-81 numeric
@attribute h-82 numeric
@attribute h-83 numeric
@attribute h-84 numeric
@attribute h-85 numeric
@attribute h-86 numeric
@attribute h-87 numeric
@attribute h-88 numeric
@attribute h-89 numeric
@attribute h-90 numeric
@attribute s-1 numeric
@attribute s-2 numeric
@attribute s-3 numeric
@attribute s-4 numeric
@attribute s-5 numeric
@attribute s-6 numeric
@attribute s-7 numeric
@attribute s-8 numeric
@attribute s-9 numeric
@attribute s-10 numeric
@attribute s-11 numeric
@attribute s-12 numeric
@attribute s-13 numeric
@attribute s-14 numeric
@attribute s-15 numeric
@attribute s-16 numeric
@attribute s-17 numeric
@attribute s-18 numeric
@attribute s-19 numeric
@attribute s-20 numeric
@attribute s-21 numeric
@attribute s-22 numeric
@attribute s-23 numeric
@attribute s-24 numeric
@attribute s-25 numeric
@attribute s-26 numeric
@attribute s-27 numeric
@attribute s-28 numeric
@attribute s-29 numeric
@attribute s-30 numeric
@attribute s-31 numeric
@attribute s-32 numeric
@attribute s-33 numeric
@attribute s-34 numeric
@attribute s-35 numeric
@attribute s-36 numeric
@attribute s-37 numeric
@attribute s-38 numeric
@attribute s-39 numeric
@attribute s-40 numeric
@attribute s-41 numeric
@attribute s-42 numeric
@attribute s-43 numeric
@attribute s-44 numeric
@attribute s-45 numeric
@attribute s-46 numeric
@attribute s-47 numeric
@attribute s-48 numeric
@attribute s-49 numeric
@attribute s-50 numeric
@attribute s-51 numeric
@attribute s-52 numeric
@attribute s-53 numeric
@attribute s-54 numeric
@attribute s-55 numeric
@attribute s-56 numeric
@attribute s-57 numeric
@attribute s-58 numeric
@attribute s-59 numeric
@attribute s-60 numeric
@attribute s-61 numeric
@attribute s-62 numeric
@attribute s-63 numeric
@attribute s-64 numeric
@attribute s-65 numeric
@attribute s-66 numeric
@attribute s-67 numeric
@attribute s-68 numeric
@attribute s-69 numeric
@attribute s-70 numeric
@attribute s-71 numeric
@attribute s-72 numeric
@attribute s-73 numeric
@attribute s-74 numeric
@attribute s-75 numeric
@attribute s-76 numeric
@attribute s-77 numeric
@attribute s-78 numeric
@attribute s-79 numeric
@attribute s-80 numeric
@attribute s-81 numeric
@attribute s-82 numeric
@attribute s-83 numeric
@attribute s-84 numeric
@attribute s-85 numeric
@attribute s-86 numeric
@attribute s-87 numeric
@attribute s-88 numeric
@attribute s-89 numeric
@attribute s-90 numeric
@attribute v-1 numeric
@attribute v-2 numeric
@attribute v-3 numeric
@attribute v-4 numeric
@attribute v-5 numeric
@attribute v-6 numeric
@attribute v-7 numeric
@attribute v-8 numeric
@attribute v-9 numeric
@attribute v-10 numeric
@attribute v-11 numeric
@attribute v-12 numeric
@attribute v-13 numeric
@attribute v-14 numeric
@attribute v-15 numeric
@attribute v-16 numeric
@attribute v-17 numeric
@attribute v-18 numeric
@attribute v-19 numeric
@attribute v-20 numeric
@attribute v-21 numeric
@attribute v-22 numeric
@attribute v-23 numeric
@attribute v-24 numeric
@attribute v-25 numeric
@attribute v-26 numeric
@attribute v-27 numeric
@attribute v-28 numeric
@attribute v-29 numeric
@attribute v-30 numeric
@attribute v-31 numeric
@attribute v-32 numeric
@attribute v-33 numeric
@attribute v-34 numeric
@attribute v-35 numeric
@attribute v-36 numeric
@attribute v-37 numeric
@attribute v-38 numeric
@attribute v-39 numeric
@attribute v-40 numeric
@attribute v-41 numeric
@attribute v-42 numeric
@attribute v-43 numeric
@attribute v-44 numeric
@attribute v-45 numeric
@attribute v-46 numeric
@attribute v-47 numeric
@attribute v-48 numeric
@attribute v-49 numeric
@attribute v-50 numeric
@attribute v-51 numeric
@attribute v-52 numeric
@attribute v-53 numeric
@attribute v-54 numeric
@attribute v-55 numeric
@attribute v-56 numeric
@attribute v-57 numeric
@attribute v-58 numeric
@attribute v-59 numeric
@attribute v-60 numeric
@attribute v-61 numeric
@attribute v-62 numeric
@attribute v-63 numeric
@attribute v-64 numeric
@attribute v-65 numeric
@attribute v-66 numeric
@attribute v-67 numeric
@attribute v-68 numeric
@attribute v-69 numeric
@attribute v-70 numeric
@attribute v-71 numeric
@attribute v-72 numeric
@attribute v-73 numeric
@attribute v-74 numeric
@attribute v-75 numeric
@attribute v-76 numeric
@attribute v-77 numeric
@attribute v-78 numeric
@attribute v-79 numeric
@attribute v-80 numeric
@attribute v-81 numeric
@attribute v-82 numeric
@attribute v-83 numeric
@attribute v-84 numeric
@attribute v-85 numeric
@attribute v-86 numeric
@attribute v-87 numeric
@attribute v-88 numeric
@attribute v-89 numeric
@attribute v-90 numeric
@attribute class-num numeric

@data
0.085638,0.261778,0.782353,0.073723,0.201016,0.758824,0.046305,0.433037,0.699346,0.071205,0.196017,0.811111,0.09971,0.227511,0.828758,0.105335,0.226746,0.833333,0.088065,0.210088,0.805229,0.100239,0.229278,0.819608,0.086757,0.263265,0.796078,0.085185,0.294829,0.714379,0.091751,0.232555,0.75098,0.076087,0.22,0.784314,0.076087,0.251675,0.778431,0.098721,0.220379,0.827451,0.094318,0.237149,0.784314,0.85,0.188034,0.241176,0.073866,0.18951,0.817647,0.095712,0.198489,0.819608,0.086714,0.312056,0.805882,0.089991,0.286073,0.77451,0.057794,0.21063,0.632026,0.062973,0.271591,0.230719,0.084183,0.242224,0.798693,0.094407,0.200348,0.783007,0.080398,0.230549,0.796732,0.107244,0.202222,0.775817,0.102962,0.23036,0.800654,0.099975,0.237988,0.824183,0.087846,0.310392,0.60915,0.080446,0.232525,0.795425,0.078207,0.245258,0.653595,0.099119,0.272525,0.748366,0.372139,0.172424,0.658824,0.096109,0.174988,0.803268,0.078513,0.233168,0.766667,0.088802,0.229989,0.83268,0.078122,0.185675,0.819608,0.066262,0.2676,0.731373,0.085136,0.254386,0.812418,0.072947,0.392497,0.471895,0.085276,0.224606,0.739216,0.103101,0.249379,0.721569,0.470588,0.152439,0.405882,0.098531,0.233874,0.805882,0.093788,0.225386,0.817647,0.058642,0.230996,0.515686,0.092256,0.190935,0.801961,0.09233,0.24382,0.827451,0.087165,0.260963,0.7,0.117301,0.215533,0.776471,0.100578,0.206133,0.69281,0.107837,0.111517,0.215686,0.071853,0.247573,0.694771,0.075133,0.270616,0.786928,0.091032,0.26456,0.773856,0.107867,0.281644,0.154902,0.036766,0.255358,0.315033,0.076646,0.181405,0.298039,0.095118,0.270802,0.805229,0.077426,0.254427,0.745752,0.087954,0.248515,0.684314,0.087309,0.22198,0.698039,0.07937,0.180031,0.772549,0.085605,0.231742,0.752288,0.076554,0.277601,0.421569,0.062973,0.22622,0.745098,0.084866,0.238275,0.735948,0.064797,0.351299,0.704575,0.083305,0.249779,0.815033,0.3464,0.238878,0.347712,0.092836,0.208744,0.668627,0.06655,0.186633,0.719608,0.093254,0.191283,0.758824,0.0867,0.194301,0.786275,0.083333,0.27198,0.160784,0.078538,0.223285,0.805882,0.102907,0.24991,0.8,0.096154,0.159255,0.713725,0.085522,0.24711,0.794118,0.094974,0.30788,0.784314,0.117248,0.160959,0.698693,0.093314,0.224296,0.723529,0.052303,0.193919,0.696732,0.090849,0.178035,0.749673,0.094793,0.217604,0.761438,0.088108,0.23802,0.757516,0.403788,0.150287,0.384314,0.629569,0.2194,0.19085,0.081149,0.245618,0.798039,0.14561,0.240895,0.468627,1
0.083333,0.089233,0.966667,0.095069,0.118494,0.960675,0.082121,0.112571,0.832898,0.060606,0.142368,0.606972,0.058843,0.175306,0.37854,0.063889,0.134853,0.48159,0.075932,0.11361,0.603813,0.074646,0.115088,0.838453,0.092207,0.109887,0.912527,0.084511,0.141839,0.944771,0.091528,0.097986,0.952941,0.094891,0.093601,0.971569,0.070081,0.103036,0.890196,0.089744,0.178322,0.246078,0.078076,0.105467,0.921569,0.06478,0.182758,0.461765,0.07695,0.23369,0.35,0.090545,0.208791,0.202614,0.070785,0.099455,0.949346,0.073804,0.095306,0.929739,0.094644,0.111772,0.963943,0.102673,0.178389,0.393573,0.100329,0.088985,0.94695,0.072917,0.178915,0.351089,0.065837,0.130993,0.646405,0.062993,0.130336,0.739107,0.068398,0.190021,0.335403,0.066488,0.168578,0.544989,0.073121,0.189529,0.36329,0.081538,0.107979,0.926362,0.104315,0.11458,0.947495,0.096499,0.11623,0.945316,0.075034,0.154936,0.473094,0.081308,0.15845,0.436057,0.063898,0.153715,0.480828,0.063492,0.132372,0.622331,0.072073,0.168879,0.473965,0.090909,0.193941,0.222767,0.060642,0.119952,0.645316,0.080803,0.10611,0.950327,0.097538,0.094232,0.956863,0.089395,0.131387,0.854902,0.07691,0.179318,0.345098,0.062347,0.168299,0.394118,0.065837,0.133088,0.638235,0.078804,0.098672,0.944118,0.081022,0.17616,0.382353,0.08951,0.186447,0.231373,0.069568,0.175352,0.358824,0.079545,0.091886,0.939216,0.089901,0.082325,0.96024,0.075932,0.161531,0.426035,0.07256,0.136013,0.568519,0.072917,0.172987,0.362963,0.093019,0.175219,0.410784,0.071284,0.114692,0.810784,0.095051,0.168371,0.30817,0.095928,0.113914,0.934096,0.069126,0.132237,0.610349,0.088222,0.130076,0.868192,0.099833,0.081411,0.963617,0.063853,0.180009,0.403268,0.065989,0.127333,0.63061,0.091888,0.11653,0.960022,0.063492,0.144941,0.568845,0.073522,0.140166,0.574837,0.088407,0.200289,0.198366,0.08412,0.25063,0.17146,0.075106,0.124448,0.731481,0.09079,0.082352,0.97342,0.089912,0.074115,0.978758,0.073804,0.159234,0.510131,0.076292,0.143616,0.635294,0.089471,0.102195,0.949346,0.063182,0.130922,0.704902,0.064696,0.180613,0.360131,0.080243,0.110788,0.707516,0.078947,0.139677,0.53366,0.08571,0.112172,0.946732,0.097048,0.076513,0.982353,0.103175,0.08368,0.984205,0.112485,0.095876,0.960893,0.073854,0.123144,0.747495,0.084325,0.122594,0.847168,0.09898,0.128351,0.972222,0.074275,0.121816,0.767756,0.078586,0.121019,0.843028,0.0783,0.135098,0.626253,0.09944,0.076976,0.966885,0.099833,0.080321,0.976471,1
0.120915,0.251232,0.796078,0.120915,0.246377,0.811765,0.125341,0.283301,0.809804,0.122642,0.25666,0.809804,0.126667,0.231486,0.847059,0.120915,0.238877,0.837255,0.12037,0.253527,0.835294,0.122642,0.254808,0.815686,0.122642,0.263708,0.788235,0.122642,0.25917,0.801961,0.12037,0.259621,0.815686,0.115385,0.247032,0.82549,0.099918,0.262092,0.523529,0.120915,0.240001,0.833333,0.120567,0.270258,0.682353,0.119048,0.324227,0.594118,0.119981,0.29981,0.656863,0.114583,0.290096,0.64902,0.12037,0.25,0.847059,0.122642,0.252387,0.823529,0.117877,0.247065,0.841176,0.111111,0.253521,0.835294,0.119048,0.240248,0.8,0.120567,0.251337,0.733333,0.130435,0.263872,0.684314,0.119543,0.282326,0.639216,0.113333,0.228892,0.856863,0.121528,0.247956,0.760784,0.107456,0.25343,0.617647,0.124031,0.273885,0.615686,0.114359,0.236745,0.845098,0.119048,0.273957,0.701961,0.120567,0.29748,0.619608,0.120915,0.225668,0.886275,0.121528,0.239019,0.788235,0.119981,0.271082,0.723529,0.120345,0.288501,0.366667,0.130435,0.267451,0.67451,0.133725,0.288577,0.658824,0.119543,0.268207,0.672549,0.113333,0.235854,0.831373,0.133185,0.280084,0.635294,0.113287,0.27185,0.476471,0.123656,0.321252,0.378431,0.103401,0.258767,0.5,0.119013,0.275599,0.747059,0.118519,0.283914,0.621569,0.12037,0.25175,0.841176,0.122642,0.248245,0.837255,0.122642,0.247088,0.841176,0.115385,0.247625,0.823529,0.115385,0.241301,0.845098,0.120915,0.231823,0.862745,0.111942,0.306061,0.539216,0.118519,0.228715,0.772549,0.114583,0.223648,0.843137,0.105172,0.237322,0.85098,0.113333,0.224747,0.872549,0.120915,0.237214,0.843137,0.115385,0.236364,0.862745,0.115385,0.250604,0.813725,0.121048,0.25311,0.737255,0.124572,0.245342,0.631373,0.114583,0.237363,0.794118,0.118519,0.202703,0.870588,0.124031,0.274063,0.615686,0.119048,0.242574,0.792157,0.119048,0.27382,0.701961,0.113129,0.294543,0.352941,0.121528,0.220691,0.852941,0.122642,0.26109,0.796078,0.12037,0.258373,0.819608,0.120567,0.295703,0.623529,0.128205,0.293827,0.7,0.12683,0.277687,0.621569,0.119807,0.220701,0.852941,0.120915,0.233411,0.856863,0.119048,0.21924,0.876471,0.120915,0.235567,0.84902,0.126667,0.235854,0.831373,0.126667,0.265343,0.739216,0.114035,0.287585,0.523529,0.124074,0.277947,0.635294,0.111084,0.263277,0.670588,0.116541,0.26253,0.55098,0.114359,0.231844,0.862745,0.119048,0.265641,0.72549,0.121528,0.251419,0.74902,0.12963,0.25,0.705882,0.124957,0.254717,0.831373,1
0.127618,0.32295,0.959477,0.131448,0.302168,0.92146,0.133892,0.267281,0.970044,0.138004,0.300697,0.912418,0.090901,0.479113,0.619281,0.143765,0.211636,0.944118,0.150884,0.195259,0.962963,0.148148,0.184687,0.955556,0.147287,0.173738,0.970588,0.147009,0.152031,0.981699,0.118053,0.347743,0.909804,0.103679,0.477026,0.794771,0.868959,0.528632,0.208497,0.15864,0.279118,0.935294,0.122899,0.349601,0.871569,0.158277,0.23842,0.952288,0.142857,0.167796,0.981699,0.149573,0.160669,0.951961,0.153509,0.153073,0.973529,0.142262,0.164391,0.978105,0.129167,0.341496,0.918736,0.121951,0.359998,0.893464,0.119547,0.395484,0.877669,0.060046,0.370116,0.472985,0.104831,0.5407,0.670153,0.132081,0.338173,0.883333,0.156116,0.212245,0.954357,0.146238,0.189739,0.960022,0.13958,0.263443,0.948911,0.094817,0.508115,0.698148,0.130357,0.335337,0.933442,0.095493,0.559667,0.750327,0.134492,0.286893,0.944662,0.130682,0.435276,0.792919,0.097752,0.517971,0.800871,0.083788,0.57818,0.344227,0.133277,0.286528,0.916776,0.123841,0.488889,0.673856,0.151801,0.200717,0.945425,0.142424,0.226447,0.952614,0.154339,0.281546,0.940196,0.124762,0.329631,0.957843,0.127463,0.347754,0.936275,0.070015,0.644738,0.220588,0.113852,0.533265,0.7,0.127075,0.466051,0.778431,0.125224,0.487489,0.760784,0.075057,0.88799,0.211765,0.109629,0.657281,0.432353,0.136921,0.272312,0.962745,0.142512,0.285697,0.947168,0.118706,0.5722,0.784423,0.04457,0.887077,0.220806,0.148915,0.302572,0.955338,0.108325,0.342169,0.956645,0.126866,0.274697,0.956863,0.126991,0.356129,0.861111,0.157544,0.152864,0.906754,0.133419,0.335355,0.90512,0.127953,0.290622,0.919826,0.13645,0.276233,0.979521,0.127727,0.323653,0.955664,0.12596,0.257047,0.982026,0.079236,0.706824,0.513617,0.09053,0.633052,0.631808,0.115778,0.30249,0.960022,0.119601,0.365594,0.913072,0.12846,0.432286,0.892048,0.153341,0.237508,0.98061,0.14134,0.199618,0.953813,0.142222,0.309126,0.951634,0.142222,0.311906,0.943137,0.141553,0.305659,0.936601,0.141109,0.32729,0.874837,0.126333,0.401595,0.94183,0.132178,0.406096,0.839869,0.139973,0.251483,0.948693,0.142851,0.252509,0.947712,0.111457,0.576324,0.621569,0.126047,0.327851,0.895752,0.141553,0.295186,0.969826,0.121553,0.397617,0.908715,0.093731,0.644143,0.64281,0.130668,0.362898,0.955229,0.139054,0.280807,0.936492,0.127191,0.296203,0.906427,0.124867,0.335288,0.904466,0.131689,0.397754,0.880392,0.077622,0.395074,0.558932,0.090329,0.436853,0.656427,1
0.127193,0.212188,0.702309,0.120051,0.216728,0.698388,0.109756,0.224044,0.717647,0.114035,0.188868,0.78902,0.112963,0.185459,0.788105,0.111991,0.2161,0.774728,0.109756,0.205401,0.782789,0.114035,0.190955,0.780392,0.142157,0.197475,0.675207,0.12515,0.217328,0.679216,0.107241,0.197005,0.630458,0.121459,0.164021,0.62,0.119658,0.205263,0.745098,0.140686,0.199269,0.672418,0.121193,0.184255,0.780392,0.114035,0.191116,0.779739,0.134038,0.210148,0.667451,0.191604,0.073385,0.452941,0.118056,0.147046,0.515686,0.111905,0.175293,0.765098,0.147559,0.188119,0.644052,0.171868,0.143319,0.617211,0.156398,0.154066,0.495207,0.137608,0.144504,0.518214,0.10328,0.255319,0.714031,0.150734,0.111865,0.446187,0.141917,0.127233,0.45024,0.233333,0.039441,0.497168,0.139365,0.159375,0.425447,0.108031,0.169312,0.736863,0.109848,0.243113,0.70976,0.104491,0.23579,0.695207,0.108572,0.19127,0.560784,0.118041,0.1762,0.610893,0.11015,0.227358,0.683573,0.252068,0.141194,0.53159,0.139549,0.182838,0.602266,0.108729,0.221841,0.711983,0.142351,0.194733,0.690283,0.134259,0.207347,0.680915,0.129167,0.222843,0.703922,0.1157,0.206734,0.720784,0.118987,0.152513,0.721569,0.164286,0.118572,0.403529,0.142157,0.208113,0.640784,0.130152,0.179737,0.611373,0.134259,0.200783,0.703137,0.121622,0.211456,0.686275,0.120179,0.162801,0.604706,0.118774,0.171411,0.681569,0.145386,0.202159,0.673551,0.125975,0.179663,0.61281,0.110115,0.173698,0.73268,0.165344,0.100293,0.399782,0.124924,0.1277,0.402745,0.141424,0.208859,0.660305,0.101431,0.229606,0.656776,0.120387,0.14841,0.615033,0.130382,0.164099,0.670501,0.128746,0.169355,0.604924,0.151961,0.198385,0.672157,0.113584,0.171097,0.735904,0.194059,0.055992,0.427887,0.098907,0.253283,0.572418,0.122851,0.147192,0.434771,0.12006,0.174545,0.562527,0.121795,0.155279,0.656645,0.108974,0.153042,0.666231,0.12069,0.162173,0.701264,0.112298,0.145928,0.709455,0.106921,0.167432,0.721438,0.118036,0.130894,0.803922,0.12,0.123254,0.795425,0.14742,0.11844,0.565229,0.14388,0.197022,0.668758,0.103274,0.174725,0.713725,0.117987,0.150505,0.665359,0.118036,0.149621,0.703268,0.107527,0.163131,0.745229,0.116667,0.135376,0.753203,0.112865,0.19494,0.748235,0.117284,0.129933,0.814902,0.099011,0.196564,0.464052,0.10721,0.218955,0.637734,0.121874,0.157217,0.697865,0.108351,0.177436,0.748061,0.105666,0.139611,0.795294,0.112646,0.149615,0.792157,0.114517,0.139155,0.772157,0.109043,0.159272,0.785534,1
0.088889,0.060729,0.968627,0.134412,0.484985,0.119826,0.075231,0.066577,0.968627,0.088889,0.060729,0.968627,0.083333,0.073171,0.964706,0.083333,0.072874,0.968627,0.078704,0.069616,0.963834,0.080903,0.062622,0.970588,0.083333,0.073814,0.956427,0.080903,0.062677,0.969717,0.083333,0.07377,0.956863,0.017094,0.719103,0.129412,0.088889,0.060811,0.96732,0.090909,0.185748,0.23268,0.08912,0.176551,0.19085,0.075879,0.098012,0.849673,0.097966,0.176168,0.27451,0.097538,0.193741,0.192157,0.078241,0.063172,0.972549,0.086227,0.061445,0.967974,0.072917,0.064777,0.968627,0.092732,0.069647,0.969281,0.08967,0.069055,0.981046,0.077562,0.201778,0.306972,0.090909,0.203707,0.211983,0.083333,0.073204,0.96427,0.082176,0.078514,0.941176,0.088482,0.073357,0.952723,0.078742,0.067749,0.964706,0.088889,0.060756,0.968192,0.090909,0.201667,0.215033,0.068885,0.173892,0.406754,0.067543,0.117217,0.53573,0.060606,0.117232,0.737908,0.053612,0.142942,0.602614,0.078189,0.077927,0.642702,0.083333,0.073469,0.960784,0.082492,0.200019,0.19695,0.068885,0.196416,0.360131,0.08114,0.085446,0.895643,0.083916,0.196721,0.239216,0.072917,0.183908,0.341176,0.068182,0.11249,0.770588,0.076923,0.173104,0.296078,0.094151,0.11107,0.660784,0.090909,0.205625,0.209804,0.08114,0.076469,0.94902,0.07122,0.139916,0.560784,0.078947,0.152792,0.490196,0.078947,0.105559,0.705882,0.058261,0.168684,0.5,0.068885,0.183892,0.383878,0.078947,0.179358,0.415468,0.069236,0.186726,0.34488,0.104167,0.155527,0.20305,0.08309,0.074015,0.956645,0.067912,0.190813,0.303922,0.080299,0.095686,0.815904,0.078704,0.071208,0.942484,0.080897,0.078645,0.925272,0.05303,0.163278,0.52963,0.050821,0.149601,0.60305,0.058824,0.19306,0.345969,0.090909,0.198833,0.217647,0.083333,0.073287,0.963181,0.068182,0.119012,0.725926,0.07122,0.150978,0.51939,0.083333,0.075528,0.934641,0.083333,0.075349,0.936819,0.078947,0.113645,0.667756,0.082602,0.07692,0.926797,0.078947,0.087257,0.854248,0.078947,0.095639,0.779085,0.078125,0.070136,0.950327,0.072917,0.066116,0.94902,0.071078,0.073232,0.937255,0.083333,0.083556,0.89281,0.072917,0.065485,0.95817,0.078947,0.093136,0.800654,0.072917,0.065529,0.957516,0.078125,0.070844,0.941176,0.072917,0.065041,0.964706,0.08114,0.088141,0.867756,0.078947,0.080401,0.926797,0.078947,0.084091,0.886275,0.078947,0.084247,0.884532,0.078947,0.088398,0.842919,0.078947,0.083419,0.893464,0.072917,0.065785,0.953813,0.072917,0.065041,0.964706,1
0,0,0.462527,0,0,0.423094,0,0,0.625054,0,0,0.655991,0,0,0.692593,0,0,0.598257,0,0,0.45512,0,0,0.460349,0,0,0.53268,0,0,0.520915,0,0,0.436601,0,0,0.57451,0,0,0.607843,0,0,0.611111,0,0,0.65098,0,0,0.564706,0,0,0.531373,0,0,0.577778,0,0,0.669281,0,0,0.702614,0,0,0.269281,0,0,0.339651,0,0,0.250327,0,0,0.415904,0,0,0.55512,0,0,0.63159,0,0,0.203922,0,0,0.590414,0,0,0.581046,0,0,0.537908,0,0,0.472549,0,0,0.528105,0,0,0.661002,0,0,0.648584,0,0,0.620479,0,0,0.71329,0,0,0.727887,0,0,0.727233,0,0,0.060566,0,0,0.556863,0,0,0.513725,0,0,0.496078,0,0,0.688235,0,0,0.713725,0,0,0.684314,0,0,0.711765,0,0,0.682353,0,0,0.705882,0,0,0.066667,0,0,0.580392,0,0,0.138998,0,0,0.322658,0,0,0.393028,0,0,0.154684,0,0,0.371024,0,0,0.393464,0,0,0.63573,0,0,0.409586,0,0,0.588453,0,0,0.357952,0,0,0.137037,0,0,0.519608,0,0,0.201307,0,0,0.130283,0,0,0.673203,0,0,0.496732,0,0,0.530937,0,0,0.366013,0,0,0.167538,0,0,0.348148,0,0,0.023529,0,0,0.165359,0,0,0.465359,0,0,0.530065,0,0,0.65098,0,0,0.548366,0,0,0.543137,0,0,0.542484,0,0,0.05098,0,0,0.556863,0,0,0.010893,0,0,0.686275,0,0,0.714815,0,0,0.701307,0,0,0.581917,0,0,0.635294,0,0,0.651852,0,0,0.600871,0,0,0.553813,0,0,0.600654,1
0,0,0.899129,0,0,0.884314,0,0,0.825708,0,0,0.844227,0,0,0.767102,0,0,0.884967,0,0,0.855338,0,0,0.833551,0,0,0.3122,0,0,0.878431,0,0,0.87451,0,0,0.220261,0,0,0.781046,0,0,0.68366,0,0,0.781699,0,0,0.370588,0,0,0.873203,0,0,0.862092,0,0,0.828105,0,0,0.876471,0,0,0.793028,0,0,0.293682,0,0,0.819608,0,0,0.27451,0,0,0.77146,0,0,0.81634,0,0,0.508061,0,0,0.289542,0,0,0.806754,0,0,0.139869,0,0,0.663834,0,0,0.798475,0,0,0.580392,0,0,0.697603,0,0,0.705664,0,0,0.831155,0,0,0.832462,0,0,0.68671,0,0,0.709804,0,0,0.870806,0,0,0.654902,0,0,0.141176,0,0,0.415686,0,0,0.509804,0,0,0.837255,0,0,0.743137,0,0,0.72549,0,0,0.843137,0,0,0.819608,0,0,0.880392,0,0,0.385839,0,0,0.874074,0,0,0.41329,0,0,0.632462,0,0,0.65207,0,0,0.259913,0,0,0.892157,0,0,0.480392,0,0,0.627451,0,0,0.645752,0,0,0.231373,0,0,0.822222,0,0,0.227015,0,0,0.752288,0,0,0.099346,0,0,0.641176,0,0,0.720479,0,0,0.868845,0,0,0.24183,0,0,0.803486,0,0,0.837255,0,0,0.068627,0,0,0.254248,0,0,0.411765,0,0,0.171242,0,0,0.404575,0,0,0.05098,0,0,0.480392,0,0,0.530065,0,0,0.115686,0,0,0.503268,0,0,0.753595,0,0,0.77342,0,0,0.250327,0,0,0.536383,0,0,0.633551,0,0,0.740523,0,0,0.332026,0,0,0.684096,0,0,0.793464,1
