@relation feature0720

@attribute edge-mean numeric
@attribute edge-std numeric
@attribute grey-1 numeric
@attribute grey-2 numeric
@attribute grey-3 numeric
@attribute grey-4 numeric
@attribute grey-5 numeric
@attribute grey-6 numeric
@attribute grey-7 numeric
@attribute grey-8 numeric
@attribute grey-9 numeric
@attribute grey-10 numeric
@attribute grey-11 numeric
@attribute grey-12 numeric
@attribute grey-13 numeric
@attribute grey-14 numeric
@attribute grey-15 numeric
@attribute grey-16 numeric
@attribute grey-17 numeric
@attribute grey-18 numeric
@attribute grey-19 numeric
@attribute grey-20 numeric
@attribute red-1 numeric
@attribute red-2 numeric
@attribute red-3 numeric
@attribute red-4 numeric
@attribute red-5 numeric
@attribute red-6 numeric
@attribute red-7 numeric
@attribute red-8 numeric
@attribute red-9 numeric
@attribute red-10 numeric
@attribute red-11 numeric
@attribute red-12 numeric
@attribute red-13 numeric
@attribute red-14 numeric
@attribute red-15 numeric
@attribute red-16 numeric
@attribute red-17 numeric
@attribute red-18 numeric
@attribute red-19 numeric
@attribute red-20 numeric
@attribute green-1 numeric
@attribute green-2 numeric
@attribute green-3 numeric
@attribute green-4 numeric
@attribute green-5 numeric
@attribute green-6 numeric
@attribute green-7 numeric
@attribute green-8 numeric
@attribute green-9 numeric
@attribute green-10 numeric
@attribute green-11 numeric
@attribute green-12 numeric
@attribute green-13 numeric
@attribute green-14 numeric
@attribute green-15 numeric
@attribute green-16 numeric
@attribute green-17 numeric
@attribute green-18 numeric
@attribute green-19 numeric
@attribute green-20 numeric
@attribute blue-1 numeric
@attribute blue2 numeric
@attribute blue-3 numeric
@attribute blue-4 numeric
@attribute blue-5 numeric
@attribute blue-6 numeric
@attribute blue-7 numeric
@attribute blue-8 numeric
@attribute blue-9 numeric
@attribute blue-10 numeric
@attribute blue-11 numeric
@attribute blue-12 numeric
@attribute blue-13 numeric
@attribute blue-14 numeric
@attribute blue-15 numeric
@attribute blue-16 numeric
@attribute blue-17 numeric
@attribute blue-18 numeric
@attribute blue-19 numeric
@attribute blue-20 numeric
@attribute sharpness numeric
@attribute contrast numeric
@attribute hue-complex numeric
@attribute max-hue-value string
@attribute max-hue numeric
@attribute max-hue-std string
@attribute saturation-std numeric
@attribute saturation-mean numeric
@attribute class {vividly,mighty,elegant,tshing-iu,bleak,unclassified}

@data
0.152988,0.06791,0.000054,0.000353,0.001037,0.004531,0.013456,0.018548,0.022381,0.02649,0.027435,0.031068,0.031889,0.035768,0.037481,0.03841,0.037151,0.041114,0.045722,0.088978,0.14275,0.355384,0.000031,0.000123,0.000637,0.001997,0.007158,0.014132,0.019017,0.020845,0.025384,0.026713,0.030169,0.028479,0.033917,0.035253,0.035952,0.033756,0.041467,0.054731,0.127243,0.462995,0.000069,0.00033,0.001206,0.0049,0.014493,0.019578,0.023364,0.025108,0.02821,0.032197,0.033041,0.034355,0.037965,0.038579,0.036743,0.038356,0.045591,0.087435,0.141943,0.356536,0.000568,0.000899,0.003679,0.013164,0.024793,0.034201,0.037327,0.034416,0.038587,0.038687,0.040077,0.037366,0.042212,0.042773,0.049854,0.072189,0.128257,0.227888,0.13149,0.001575,0.920492,244,2,0.119473326,28,1.496662955,0.035481,0.176986,vividly
0.105708,0.039171,0.00003,0.002137,0.014961,0.017052,0.020388,0.028105,0.035368,0.041028,0.040028,0.040022,0.046599,0.088181,0.129442,0.189789,0.256109,0.019455,0.013477,0.014963,0.002791,0.000074,0.00002,0.001625,0.013233,0.015952,0.018906,0.027558,0.034673,0.032057,0.031771,0.029248,0.02949,0.029078,0.040203,0.069309,0.120824,0.146218,0.29746,0.053052,0.009024,0.000298,0.000041,0.002227,0.015285,0.016081,0.019993,0.027377,0.034928,0.038656,0.044654,0.044218,0.054054,0.105497,0.140377,0.22795,0.189468,0.008137,0.013732,0.014617,0.002638,0.00007,0.000085,0.004355,0.02146,0.030861,0.050754,0.054294,0.05249,0.058887,0.148046,0.182527,0.29168,0.055673,0.007505,0.006497,0.008641,0.010697,0.011172,0.004216,0.000161,0,0.915904,253,3,0.252574884,24,0.489897949,0.017736,0.33088,vividly
0.154427,0.039865,0.003059,0.021104,0.021114,0.019962,0.022265,0.024624,0.028205,0.032928,0.0386,0.040761,0.047054,0.057185,0.073586,0.141654,0.293731,0.134098,0.000071,0,0,0,0.001118,0.015277,0.019666,0.016419,0.018562,0.020841,0.023181,0.023769,0.029572,0.033872,0.035667,0.036602,0.044507,0.054704,0.066447,0.163012,0.366729,0.030052,0,0,0.003731,0.02242,0.02172,0.019258,0.023581,0.025602,0.029572,0.031894,0.039441,0.042909,0.048933,0.056194,0.07946,0.171349,0.291706,0.092152,0.00008,0,0,0,0.007857,0.026828,0.027721,0.028816,0.035813,0.045804,0.057744,0.065056,0.090959,0.113426,0.268741,0.218863,0.012373,0,0,0,0,0,0,0,0.927345,253,2,0.190443857,28,0.979795897,0.009805,0.339527,vividly
0.161722,0.025487,0.00669,0.023955,0.043075,0.049464,0.046284,0.039946,0.035995,0.0338,0.03535,0.039581,0.047897,0.064039,0.092786,0.107863,0.149271,0.170457,0.012401,0.000959,0.000151,0.000038,0.00434,0.015501,0.031831,0.037985,0.040733,0.036766,0.032359,0.027738,0.028345,0.02806,0.02964,0.030725,0.039455,0.049602,0.068073,0.080344,0.11987,0.198726,0.09946,0.000448,0.007361,0.026678,0.046397,0.047859,0.048215,0.041223,0.035945,0.032237,0.037101,0.04088,0.050524,0.062354,0.098404,0.108965,0.157809,0.146238,0.010695,0.000922,0.000147,0.000046,0.012363,0.042078,0.072886,0.082652,0.104164,0.128743,0.141768,0.156812,0.166343,0.079187,0.008944,0.001517,0.001026,0.000754,0.000402,0.000222,0.000109,0.000025,0.000004,0,0.952426,253,2,0.205843958,30,0.4,0.028031,0.502642,vividly
0.140807,0.027101,0.008635,0.045131,0.049712,0.02371,0.021439,0.024957,0.034982,0.046077,0.054844,0.07134,0.095206,0.109318,0.092082,0.068348,0.073237,0.085469,0.082136,0.013035,0.000338,0.000004,0.005171,0.034396,0.055405,0.024083,0.02016,0.022122,0.029005,0.030959,0.035984,0.041848,0.048184,0.054986,0.081279,0.096308,0.084254,0.081827,0.100856,0.107381,0.045462,0.00033,0.009517,0.048269,0.048049,0.021986,0.022289,0.027978,0.039332,0.044428,0.05634,0.07752,0.103088,0.10167,0.088415,0.066222,0.075853,0.079147,0.079136,0.010437,0.00032,0.000004,0.013461,0.054033,0.050057,0.031777,0.044471,0.095864,0.144236,0.111986,0.098945,0.087303,0.067132,0.043792,0.059197,0.063738,0.026571,0.005341,0.001571,0.000519,0.000007,0,0.961276,249,2,0.183145231,27,0.4,0.062369,0.328022,vividly
0.117388,0.04036,0.000936,0.003532,0.010387,0.010063,0.010486,0.013945,0.017728,0.020651,0.023108,0.026723,0.032569,0.040906,0.052034,0.060628,0.083393,0.10874,0.083598,0.02626,0.003257,0.371055,0.000823,0.004021,0.009689,0.00836,0.00911,0.011614,0.015308,0.017242,0.020976,0.022331,0.025565,0.028112,0.037758,0.04787,0.053122,0.062345,0.0988,0.09962,0.047169,0.380165,0.000923,0.003102,0.01081,0.009805,0.011022,0.014514,0.018614,0.019676,0.023972,0.027986,0.034497,0.039874,0.054745,0.065678,0.092794,0.104067,0.075513,0.019048,0.002483,0.370876,0.001792,0.007305,0.012037,0.01086,0.014864,0.019808,0.023476,0.026353,0.035122,0.046019,0.05999,0.068697,0.094246,0.103006,0.077864,0.021515,0.004091,0.001561,0.001637,0.369759,0.967817,249,2,0.219643903,24,0.489897949,0.031399,0.130302,vividly
0.219353,0.026001,0.009218,0.010052,0.013822,0.017895,0.019417,0.022091,0.026559,0.0323,0.038732,0.044009,0.049297,0.052921,0.054749,0.054776,0.068646,0.121713,0.147352,0.108295,0.07239,0.035767,0.006006,0.008123,0.009435,0.012274,0.015501,0.016698,0.018803,0.019656,0.026085,0.031702,0.038414,0.043108,0.054963,0.06172,0.064566,0.074297,0.127124,0.166309,0.12739,0.077827,0.010034,0.010826,0.015337,0.018104,0.020972,0.024304,0.029035,0.032543,0.040165,0.045251,0.049555,0.048878,0.053889,0.054174,0.070632,0.116836,0.148467,0.103826,0.072827,0.034346,0.012644,0.014892,0.022951,0.02788,0.035905,0.041806,0.049435,0.048523,0.055681,0.056305,0.053915,0.054503,0.07926,0.107816,0.124809,0.087708,0.065819,0.045045,0.014592,0.000512,0.97574,247,2,0.078135259,28,2.529822128,0.026762,0.249568,vividly
0.063431,0.027659,0.00022,0.002597,0.008313,0.008707,0.015399,0.026163,0.033948,0.029874,0.023538,0.018768,0.015118,0.01232,0.010687,0.009671,0.00997,0.011618,0.151212,0.44267,0.165591,0.003616,0.000339,0.003604,0.009195,0.011191,0.022507,0.035141,0.032758,0.023441,0.019406,0.015375,0.01232,0.009683,0.009213,0.00918,0.009464,0.009845,0.018051,0.178217,0.550772,0.0203,0.00022,0.002347,0.008231,0.008063,0.01438,0.025473,0.033203,0.028836,0.025104,0.019748,0.016153,0.012192,0.011157,0.010104,0.010446,0.011029,0.151151,0.499045,0.109778,0.003342,0.000473,0.002194,0.007645,0.008215,0.012839,0.020776,0.029239,0.031363,0.029126,0.022409,0.018088,0.013477,0.012463,0.011356,0.012122,0.142612,0.340811,0.277963,0.004608,0.002222,0.93248,239,3,0.254524227,141,50.31341769,0.009448,0.092406,vividly
0.051192,0.03616,0.009722,0.034785,0.028291,0.023202,0.021119,0.017046,0.016535,0.015656,0.015466,0.014502,0.014847,0.016895,0.019874,0.023739,0.115197,0.318084,0.294665,0.000374,0,0,0.004864,0.03007,0.026062,0.018046,0.017344,0.016299,0.014893,0.011706,0.013313,0.014861,0.016661,0.016912,0.020158,0.023091,0.035463,0.186036,0.524598,0.009606,0.000017,0,0.01149,0.035901,0.029436,0.023731,0.021312,0.018142,0.016293,0.013967,0.01489,0.013748,0.01459,0.015767,0.020126,0.024292,0.122214,0.288031,0.315498,0.000573,0,0,0.015872,0.041858,0.039422,0.034902,0.026675,0.018811,0.014642,0.013024,0.01456,0.016743,0.019302,0.026246,0.092162,0.186264,0.229839,0.193909,0.015726,0.000044,0,0,0.85615,238,2,0.156425961,28,7.348469228,0.050247,0.182862,vividly
0.141402,0.014077,0.000087,0.002093,0.027236,0.027475,0.029015,0.033643,0.035035,0.037299,0.040032,0.042468,0.041364,0.037283,0.033418,0.031248,0.03212,0.029712,0.027876,0.049035,0.430746,0.012813,0,0.000569,0.015412,0.026085,0.026531,0.025662,0.024498,0.022819,0.025939,0.025534,0.029084,0.026458,0.026681,0.024782,0.024944,0.027248,0.034103,0.041949,0.141751,0.429949,0.000111,0.003961,0.030458,0.035114,0.036673,0.038292,0.040239,0.038385,0.043866,0.044217,0.039911,0.030359,0.031273,0.027986,0.028144,0.02356,0.023668,0.060136,0.414182,0.009465,0.000146,0.00833,0.031437,0.026626,0.03385,0.039933,0.040559,0.033856,0.035747,0.03738,0.035137,0.030829,0.033672,0.033943,0.033978,0.029627,0.042174,0.345319,0.124383,0.003074,0.928535,245,4,0.076047995,241,0.979795897,0.028817,0.177317,vividly
0.14399,0.015657,0.01101,0.01551,0.026761,0.032894,0.033763,0.031975,0.031843,0.033012,0.039759,0.044873,0.041187,0.033808,0.026024,0.020537,0.019217,0.028626,0.251019,0.268421,0.007589,0.002175,0.015364,0.018157,0.02076,0.022116,0.027971,0.029045,0.028644,0.026201,0.029327,0.033535,0.041165,0.03677,0.033189,0.029304,0.025032,0.022962,0.030987,0.194449,0.316106,0.018917,0.014359,0.01894,0.023517,0.032175,0.03313,0.032707,0.032184,0.031888,0.042266,0.045528,0.041174,0.03192,0.026356,0.020155,0.018995,0.027921,0.28995,0.228512,0.006247,0.002079,0.013107,0.022361,0.02631,0.030819,0.038203,0.046606,0.056724,0.055318,0.04955,0.034422,0.025965,0.017884,0.020632,0.075096,0.377197,0.090783,0.008239,0.005532,0.003303,0.001947,0.938899,242,2,0.19119069,28,0,0.028029,0.240178,vividly
0.148885,0.019504,0.000413,0.002652,0.014083,0.008185,0.007124,0.009928,0.011772,0.016158,0.024774,0.032468,0.040275,0.044731,0.045631,0.043105,0.040702,0.041508,0.044556,0.123386,0.429581,0.018968,0.000178,0.001244,0.010892,0.008664,0.005011,0.006224,0.008403,0.00967,0.014811,0.020585,0.026024,0.028357,0.035722,0.037704,0.038297,0.039731,0.056723,0.076476,0.293443,0.281841,0.000502,0.003085,0.015341,0.007815,0.008426,0.011884,0.015178,0.020143,0.03086,0.034802,0.037443,0.036921,0.04221,0.041531,0.040419,0.038486,0.046055,0.149042,0.405496,0.014361,0.001898,0.005963,0.018283,0.010267,0.015866,0.022116,0.030751,0.038481,0.046431,0.045691,0.040023,0.032382,0.03332,0.0332,0.034194,0.040975,0.133179,0.396534,0.019467,0.000981,0.969192,242,4,0.054827327,18,5.455272679,0.043348,0.176968,vividly
0.173594,0.009079,0.000015,0.000524,0.005007,0.014806,0.019757,0.019458,0.020445,0.022913,0.027281,0.03328,0.045105,0.060056,0.089589,0.105774,0.101765,0.231683,0.172509,0.027749,0.002277,0.000007,0.000004,0.000161,0.002367,0.008287,0.016829,0.017752,0.018482,0.017644,0.020984,0.025105,0.031223,0.039794,0.056548,0.082618,0.115479,0.109776,0.213306,0.183396,0.037442,0.002805,0.000034,0.000651,0.006107,0.014933,0.020202,0.020284,0.021488,0.022188,0.028381,0.035082,0.047618,0.058691,0.093085,0.102547,0.100654,0.227823,0.175352,0.022812,0.002061,0.000007,0.000194,0.002296,0.012801,0.024832,0.029132,0.030625,0.034155,0.037173,0.050946,0.068295,0.09675,0.103205,0.157255,0.236582,0.104443,0.009241,0.001832,0.000232,0.000011,0,0.922999,251,2,0.150262774,30,0.979795897,0.009517,0.236161,vividly
0.102662,0.02682,0,0.000029,0.000679,0.001246,0.001643,0.011208,0.020672,0.029937,0.034974,0.03887,0.043882,0.042889,0.033064,0.023427,0.039964,0.253105,0.402599,0.021361,0.000451,0,0,0.000029,0.000159,0.001466,0.00074,0.001484,0.002242,0.003954,0.008727,0.015212,0.024842,0.037491,0.047756,0.049392,0.050648,0.082777,0.289296,0.381238,0.002546,0,0,0.000029,0.000856,0.00221,0.020188,0.021748,0.018245,0.019964,0.027886,0.038061,0.042813,0.037614,0.032064,0.022044,0.036176,0.233993,0.415316,0.030392,0.000401,0,0.000011,0.000032,0.001466,0.01219,0.078018,0.07431,0.046157,0.026243,0.019462,0.013519,0.022726,0.077087,0.113844,0.177033,0.326368,0.00881,0.001589,0.001119,0.000014,0,0.798778,242,3,0.132259679,30,0.4,0.064254,0.288103,vividly
0.076699,0.021769,0,0.000005,0.001465,0.01998,0.027183,0.023809,0.020698,0.02396,0.028306,0.02853,0.023433,0.021943,0.016851,0.013086,0.010898,0.010215,0.144878,0.017192,0.53938,0.028188,0,0,0.000435,0.011973,0.029063,0.015703,0.011387,0.008701,0.008794,0.008516,0.008574,0.009326,0.014009,0.014404,0.01875,0.028354,0.043154,0.166343,0.311719,0.290796,0,0.000093,0.003066,0.030156,0.037197,0.028379,0.030718,0.026226,0.022017,0.020728,0.018184,0.013281,0.013252,0.011846,0.00978,0.009048,0.137842,0.027515,0.539609,0.021064,0,0.000161,0.004805,0.026206,0.026963,0.025693,0.028042,0.031533,0.032007,0.024238,0.021562,0.014126,0.012393,0.011172,0.010532,0.131748,0.02458,0.233794,0.333745,0.006699,0.84832,236,1,0.186383574,251,1.095445115,0.050056,0.130237,vividly
0.04156,0.013186,0,0,0.000002,0.000102,0.000929,0.004296,0.008918,0.008929,0.007967,0.007439,0.007314,0.009706,0.00914,0.006699,0.007717,0.011704,0.033656,0.669893,0.200947,0.00464,0,0,0.000002,0.000048,0.000464,0.002921,0.00785,0.008107,0.007808,0.007328,0.006875,0.007223,0.010281,0.008581,0.007251,0.007872,0.016418,0.104305,0.772803,0.023865,0,0,0.000007,0.000091,0.000927,0.004398,0.009158,0.008496,0.008303,0.007573,0.007824,0.00938,0.00876,0.006727,0.007806,0.011232,0.033186,0.691924,0.179634,0.004575,0,0.000017,0.000181,0.001014,0.003515,0.007961,0.010091,0.008468,0.008185,0.008235,0.01027,0.008873,0.007948,0.00988,0.028376,0.39832,0.472964,0.013458,0.002035,0.000209,0.933835,210,3,0.141251354,31,4.223742416,0.003051,0.133026,vividly
0.044782,0.012529,0.000222,0.000646,0.00217,0.01028,0.021704,0.022945,0.017974,0.016099,0.014705,0.013719,0.011785,0.010209,0.01157,0.016327,0.065631,0.309002,0.396732,0.056437,0.001629,0.000212,0.000148,0.00048,0.001744,0.007094,0.018342,0.020854,0.018676,0.014406,0.014538,0.013435,0.012153,0.009402,0.008755,0.009595,0.012525,0.023632,0.148312,0.364341,0.2837,0.017868,0.00023,0.000659,0.002279,0.009756,0.022597,0.023648,0.018663,0.015253,0.015163,0.013993,0.011928,0.00976,0.012315,0.019653,0.104622,0.352207,0.33942,0.026419,0.001245,0.000188,0.000498,0.001318,0.006309,0.019101,0.026942,0.022226,0.018835,0.015796,0.015328,0.013804,0.015405,0.0314,0.164738,0.454062,0.188744,0.004594,0.000779,0.000112,0.00001,0,0.942434,236,2,0.238288327,24,0.748331477,0.006231,0.232358,vividly
0.129975,0.059961,0,0,0.000025,0.000656,0.0021,0.003402,0.00688,0.015809,0.027154,0.037892,0.042224,0.046755,0.051378,0.056846,0.061975,0.078207,0.107643,0.201203,0.251602,0.008249,0,0,0.000008,0.000191,0.001477,0.002523,0.004705,0.010274,0.022855,0.035079,0.042905,0.044448,0.053461,0.064946,0.07473,0.069303,0.076008,0.1979,0.158407,0.14078,0,0,0.000025,0.000714,0.002191,0.004083,0.00751,0.014855,0.02751,0.038008,0.042274,0.042797,0.048888,0.053992,0.057842,0.066116,0.111892,0.220506,0.254266,0.006531,0,0.000083,0.000465,0.002224,0.003842,0.008324,0.018108,0.029851,0.046838,0.057303,0.06078,0.059477,0.073776,0.075427,0.038207,0.056324,0.22868,0.23556,0.004705,0.000025,0.841427,245,5,0.060152548,23,1.833030278,0.030281,0.124967,vividly
0.101743,0.024995,0.041384,0.046496,0.025988,0.014299,0.010706,0.010371,0.010036,0.011166,0.011925,0.011713,0.012861,0.015725,0.020807,0.030317,0.051725,0.079226,0.089055,0.114535,0.211244,0.180422,0.032472,0.044039,0.02971,0.014978,0.011244,0.009815,0.0098,0.00846,0.009803,0.009617,0.010272,0.011438,0.015803,0.021764,0.036302,0.061109,0.089599,0.098114,0.159558,0.316105,0.043151,0.047336,0.025235,0.013136,0.011088,0.011025,0.011857,0.011184,0.010816,0.01093,0.013184,0.015031,0.021082,0.0313,0.05409,0.074849,0.089291,0.113647,0.212386,0.179381,0.04922,0.049378,0.025064,0.015746,0.015435,0.013151,0.012688,0.011483,0.013895,0.017342,0.022762,0.028356,0.042825,0.064691,0.096622,0.113644,0.153375,0.162218,0.088206,0.003898,0.932735,241,2,0.112939273,28,1.2,0.026961,0.170933,vividly
0.194353,0.009446,0,0.000303,0.066301,0.127298,0.071132,0.067914,0.073231,0.071937,0.071194,0.066691,0.061456,0.050439,0.040149,0.02781,0.01816,0.020028,0.029627,0.028434,0.066823,0.041071,0,0.000145,0.044922,0.107478,0.077044,0.060818,0.063707,0.061752,0.062201,0.06172,0.057475,0.046737,0.04437,0.03709,0.032166,0.025478,0.031486,0.025635,0.044951,0.114825,0,0.000295,0.073516,0.12291,0.074034,0.070918,0.07782,0.06995,0.075004,0.07058,0.062941,0.044787,0.037279,0.022143,0.016724,0.020246,0.030117,0.026952,0.065898,0.037887,0.000011,0.010067,0.141445,0.094437,0.074721,0.084566,0.089979,0.08587,0.0871,0.069554,0.040485,0.021101,0.020058,0.025787,0.024932,0.019712,0.02158,0.076203,0.011726,0.000667,0.955306,249,2,0.11482576,18,1.469693846,0.019329,0.229347,vividly
0.023848,0.010474,0.000171,0.002704,0.027072,0.038825,0.023332,0.017509,0.0113,0.007943,0.005709,0.004039,0.003431,0.003139,0.002553,0.002155,0.001973,0.0022,0.002292,0.038888,0.792456,0.012309,0.000061,0.001583,0.019213,0.035594,0.026765,0.017718,0.012722,0.008223,0.006825,0.005022,0.003748,0.003077,0.003108,0.003254,0.002537,0.002052,0.002564,0.003169,0.399837,0.442929,0.000185,0.002907,0.031084,0.035272,0.024549,0.017177,0.011278,0.007405,0.005605,0.004027,0.003414,0.002861,0.00252,0.002015,0.001964,0.00202,0.002418,0.076264,0.755931,0.011105,0.000726,0.006336,0.041842,0.03341,0.023117,0.013997,0.009234,0.005883,0.00433,0.00366,0.003209,0.002237,0.002111,0.002086,0.002147,0.003451,0.156278,0.673119,0.011463,0.001363,0.899925,201,2,0.137884758,26,3.919183588,0.013438,0.109747,vividly
0.175297,0.014106,0,0.000012,0.000084,0.000866,0.002283,0.004519,0.007561,0.011469,0.017585,0.026032,0.039186,0.058096,0.081517,0.112543,0.128906,0.132595,0.127697,0.09778,0.129752,0.021517,0,0,0.000048,0.000691,0.002208,0.004128,0.006643,0.008283,0.012064,0.017385,0.026399,0.037473,0.05897,0.083725,0.112842,0.112639,0.125242,0.134236,0.142603,0.114423,0.000072,0.00016,0.000335,0.000858,0.001932,0.004663,0.00776,0.010886,0.018842,0.027617,0.041521,0.056112,0.08279,0.114347,0.132774,0.12907,0.129377,0.095413,0.130511,0.014958,0.000307,0.000108,0.000659,0.001764,0.004898,0.009305,0.01515,0.023445,0.03891,0.065238,0.108918,0.13418,0.132894,0.116423,0.102675,0.065613,0.064711,0.104283,0.010511,0.000008,0.882124,251,2,0.167293481,28,0.8,0.010987,0.186168,vividly
0.120638,0.048391,0.000103,0.001181,0.015969,0.032322,0.019553,0.019031,0.021196,0.024418,0.027836,0.035881,0.049961,0.073409,0.102772,0.102957,0.085369,0.10692,0.097701,0.061801,0.116069,0.005551,0.000051,0.000653,0.01002,0.029778,0.020518,0.017958,0.020115,0.020958,0.026162,0.030974,0.040385,0.049954,0.081066,0.117468,0.098988,0.079634,0.112832,0.073281,0.09685,0.072354,0.000114,0.001322,0.018203,0.030327,0.020204,0.019399,0.02193,0.022754,0.028035,0.035366,0.050011,0.065561,0.104011,0.107151,0.090046,0.107742,0.097638,0.068469,0.107634,0.004085,0.000434,0.003704,0.031814,0.025904,0.022696,0.029365,0.047282,0.061112,0.07397,0.066318,0.058531,0.059336,0.078649,0.077749,0.101188,0.080589,0.046453,0.119762,0.01452,0.000624,0.955154,249,3,0.078279943,36,7.413501197,0.054994,0.165823,vividly
0.093478,0.02837,0.008543,0.01024,0.00767,0.007756,0.008494,0.009919,0.011651,0.014563,0.015658,0.016851,0.018114,0.019307,0.021238,0.022648,0.021591,0.021302,0.022583,0.030541,0.686496,0.024835,0.00876,0.012588,0.011407,0.009388,0.008568,0.007505,0.007557,0.007036,0.007714,0.007905,0.00807,0.007697,0.009045,0.009593,0.010412,0.011562,0.019744,0.04129,0.222627,0.571532,0.00892,0.01059,0.008377,0.008166,0.010555,0.012758,0.014254,0.014003,0.016346,0.018025,0.018922,0.019259,0.022203,0.020621,0.019826,0.018055,0.021081,0.031029,0.683861,0.023146,0.012815,0.011587,0.011481,0.012311,0.016387,0.017308,0.018269,0.017362,0.019482,0.01944,0.019556,0.018575,0.020732,0.020388,0.019538,0.017684,0.039239,0.665174,0.020101,0.002571,0.98472,237,6,0.034640577,5,53.2,0.041755,0.180869,vividly
0.189936,0.036249,0,0.000355,0.018723,0.050797,0.06749,0.080606,0.079988,0.07189,0.069143,0.067724,0.060804,0.056978,0.043635,0.023644,0.012701,0.011531,0.112182,0.170661,0.00114,0.000008,0,0.000287,0.013395,0.03676,0.06094,0.075988,0.078108,0.060427,0.054827,0.044986,0.040269,0.039771,0.05211,0.054472,0.042737,0.034594,0.023478,0.084282,0.200373,0.002196,0,0.000423,0.020972,0.051001,0.070879,0.082161,0.083595,0.069596,0.074396,0.072094,0.064238,0.047907,0.037862,0.018505,0.011999,0.010973,0.143757,0.138844,0.000792,0.000008,0,0.001947,0.044473,0.076365,0.09213,0.101526,0.0997,0.086516,0.087595,0.061355,0.029077,0.013946,0.013252,0.023931,0.234612,0.033417,0.000158,0,0,0,0.878724,249,3,0.097031935,28,3.709447398,0.022186,0.246502,vividly
0.159856,0.020172,0.000104,0.001146,0.00326,0.006063,0.011529,0.018643,0.027056,0.029862,0.034124,0.043137,0.075772,0.193055,0.265545,0.155898,0.062203,0.036719,0.02151,0.01049,0.003545,0.00034,0.000058,0.000582,0.001795,0.002956,0.005919,0.009369,0.012923,0.014384,0.016483,0.019798,0.027353,0.028036,0.031474,0.051369,0.111991,0.170343,0.230257,0.194608,0.061924,0.008376,0.000141,0.001581,0.004458,0.009053,0.018765,0.02474,0.027629,0.027301,0.035959,0.058349,0.156933,0.251896,0.193873,0.084957,0.04618,0.028459,0.017932,0.008741,0.002788,0.000267,0.000708,0.003643,0.010297,0.021109,0.041369,0.062598,0.268652,0.283943,0.06576,0.058686,0.057932,0.042742,0.031253,0.021471,0.014032,0.008006,0.00504,0.002243,0.000478,0.00004,0.943483,249,2,0.20895146,20,0.8,0.061879,0.474548,vividly
0.17182,0.015179,0,0,0,0,0.000004,0.000068,0.000616,0.00198,0.005728,0.010152,0.016276,0.0248,0.035912,0.05132,0.070916,0.098736,0.155508,0.2925,0.20954,0.025944,0.000024,0.00004,0.000016,0.00006,0.000144,0.000192,0.000152,0.000188,0.000696,0.001604,0.003976,0.007904,0.014548,0.025088,0.039696,0.052056,0.0767,0.105352,0.185028,0.486536,0,0,0,0,0.000016,0.000168,0.00106,0.002708,0.007268,0.01172,0.017908,0.022812,0.034236,0.047036,0.063004,0.079504,0.12428,0.2429,0.289144,0.056236,0.0003,0.000552,0.001972,0.0059,0.023396,0.080248,0.155172,0.15468,0.143364,0.113592,0.09084,0.063516,0.052964,0.040628,0.030052,0.020196,0.014068,0.0066,0.00172,0.00024,0.86816,250,3,0.106209267,36,0.8,0.069018,0.502192,vividly
0.056472,0.027684,0,0,0,0,0.000003,0.000226,0.000404,0.000371,0.000475,0.002646,0.009712,0.01732,0.037368,0.048637,0.068093,0.116603,0.412776,0.189785,0.094622,0.00096,0,0,0,0,0.000003,0.000091,0.000455,0.001427,0.006293,0.011362,0.020802,0.030247,0.037531,0.044827,0.046171,0.064283,0.323822,0.29883,0.110073,0.003782,0,0,0,0,0.000003,0.000226,0.000411,0.00032,0.00035,0.000665,0.004998,0.010641,0.023809,0.045025,0.065299,0.098589,0.297758,0.33823,0.112509,0.001166,0,0,0.000015,0.000048,0.000345,0.000881,0.001008,0.005374,0.022689,0.045571,0.06548,0.09801,0.181552,0.296475,0.105675,0.045432,0.056972,0.062102,0.012371,0,0.679883,244,4,0.101520236,41,3.12409987,0.018656,0.204507,vividly
0.115169,0.031629,0.000014,0.000375,0.003476,0.033344,0.069859,0.039867,0.029164,0.021399,0.019565,0.019669,0.020773,0.022803,0.026295,0.031201,0.037704,0.046434,0.068748,0.149738,0.336762,0.02281,0.000002,0.000114,0.00141,0.009362,0.067275,0.046333,0.033522,0.023064,0.019506,0.018585,0.019415,0.019252,0.022914,0.026878,0.03026,0.032061,0.04344,0.078239,0.287674,0.220693,0.000019,0.000484,0.00417,0.034624,0.071499,0.039921,0.029287,0.019962,0.020233,0.020537,0.022011,0.022534,0.027928,0.03265,0.039336,0.045443,0.071244,0.171068,0.30913,0.017917,0.000178,0.001688,0.010169,0.070509,0.05369,0.036189,0.024323,0.019887,0.022142,0.024729,0.027192,0.026609,0.030817,0.036095,0.046306,0.056928,0.14336,0.321741,0.044107,0.003341,0.984725,243,1,0.20313017,18,0,0.014409,0.134942,vividly
