@relation feature0720

@attribute edge-mean numeric
@attribute edge-std numeric
@attribute grey-1 numeric
@attribute grey-2 numeric
@attribute grey-3 numeric
@attribute grey-4 numeric
@attribute grey-5 numeric
@attribute grey-6 numeric
@attribute grey-7 numeric
@attribute grey-8 numeric
@attribute grey-9 numeric
@attribute grey-10 numeric
@attribute grey-11 numeric
@attribute grey-12 numeric
@attribute grey-13 numeric
@attribute grey-14 numeric
@attribute grey-15 numeric
@attribute grey-16 numeric
@attribute grey-17 numeric
@attribute grey-18 numeric
@attribute grey-19 numeric
@attribute grey-20 numeric
@attribute red-1 numeric
@attribute red-2 numeric
@attribute red-3 numeric
@attribute red-4 numeric
@attribute red-5 numeric
@attribute red-6 numeric
@attribute red-7 numeric
@attribute red-8 numeric
@attribute red-9 numeric
@attribute red-10 numeric
@attribute red-11 numeric
@attribute red-12 numeric
@attribute red-13 numeric
@attribute red-14 numeric
@attribute red-15 numeric
@attribute red-16 numeric
@attribute red-17 numeric
@attribute red-18 numeric
@attribute red-19 numeric
@attribute red-20 numeric
@attribute green-1 numeric
@attribute green-2 numeric
@attribute green-3 numeric
@attribute green-4 numeric
@attribute green-5 numeric
@attribute green-6 numeric
@attribute green-7 numeric
@attribute green-8 numeric
@attribute green-9 numeric
@attribute green-10 numeric
@attribute green-11 numeric
@attribute green-12 numeric
@attribute green-13 numeric
@attribute green-14 numeric
@attribute green-15 numeric
@attribute green-16 numeric
@attribute green-17 numeric
@attribute green-18 numeric
@attribute green-19 numeric
@attribute green-20 numeric
@attribute blue-1 numeric
@attribute blue2 numeric
@attribute blue-3 numeric
@attribute blue-4 numeric
@attribute blue-5 numeric
@attribute blue-6 numeric
@attribute blue-7 numeric
@attribute blue-8 numeric
@attribute blue-9 numeric
@attribute blue-10 numeric
@attribute blue-11 numeric
@attribute blue-12 numeric
@attribute blue-13 numeric
@attribute blue-14 numeric
@attribute blue-15 numeric
@attribute blue-16 numeric
@attribute blue-17 numeric
@attribute blue-18 numeric
@attribute blue-19 numeric
@attribute blue-20 numeric
@attribute sharpness numeric
@attribute contrast numeric
@attribute hue-complex numeric
@attribute max-hue-value string
@attribute max-hue numeric
@attribute max-hue-std string
@attribute saturation-std numeric
@attribute saturation-mean numeric
@attribute class {vividly,mighty,elegant,tshing-iu,bleak,unclassified}

@data
0.181795,0.01524,0.000008,0.000532,0.012163,0.022028,0.026926,0.036139,0.048805,0.060253,0.060309,0.062052,0.059817,0.054528,0.052319,0.047034,0.042454,0.046783,0.061859,0.06138,0.237653,0.006958,0.000008,0.000333,0.01054,0.023713,0.032211,0.040994,0.053572,0.056976,0.061287,0.061902,0.053359,0.04189,0.040153,0.037446,0.038484,0.037823,0.042743,0.051305,0.185524,0.129737,0.000012,0.000723,0.012811,0.02047,0.026717,0.035355,0.048661,0.056894,0.061456,0.063191,0.061886,0.054353,0.056418,0.04803,0.043876,0.044197,0.063271,0.060139,0.235225,0.006317,0.000012,0.001112,0.014829,0.020386,0.028542,0.039426,0.05245,0.059827,0.068269,0.070155,0.067289,0.057661,0.05841,0.054602,0.062106,0.043837,0.063863,0.223908,0.013227,0.000088,0.950988,249,4,0.103343228,18,0,0.015077,0.119768,mighty
0.148674,0.05794,0.000415,0.003007,0.007188,0.011205,0.01444,0.016821,0.017763,0.018982,0.020473,0.020551,0.020748,0.02177,0.023391,0.02517,0.027098,0.029893,0.036502,0.055583,0.573087,0.055913,0.000208,0.002085,0.005746,0.008509,0.012487,0.015263,0.016661,0.016462,0.019076,0.019993,0.020404,0.019538,0.021902,0.02354,0.025397,0.025951,0.031201,0.038761,0.103699,0.573118,0.000446,0.003118,0.00773,0.010844,0.015096,0.017275,0.018754,0.018172,0.020955,0.020833,0.021855,0.020842,0.024031,0.025629,0.028462,0.02898,0.037955,0.061025,0.577846,0.040152,0.001337,0.005261,0.010252,0.013185,0.016944,0.01871,0.019609,0.019549,0.021163,0.021893,0.022437,0.021984,0.025199,0.028047,0.030623,0.033118,0.048857,0.533705,0.099915,0.00821,0.987237,239,2,0.233969018,21,0,0.00948,0.099028,mighty
0.23428,0.010951,0.000005,0.000109,0.012064,0.092322,0.136392,0.146611,0.137335,0.112601,0.084534,0.060579,0.041634,0.030999,0.026063,0.02392,0.022298,0.023999,0.016117,0.01384,0.018329,0.000248,0,0.00002,0.00377,0.044368,0.115339,0.134066,0.139284,0.123767,0.110815,0.082703,0.05543,0.034025,0.026549,0.019426,0.015204,0.014163,0.036039,0.020854,0.023568,0.00061,0.000005,0.000223,0.020482,0.100289,0.146899,0.144785,0.130573,0.100373,0.08309,0.058778,0.041615,0.029952,0.02775,0.023806,0.022045,0.022164,0.01506,0.015175,0.016742,0.000193,0.00002,0.000451,0.020254,0.101231,0.157812,0.157554,0.132825,0.097268,0.079067,0.058416,0.041481,0.029446,0.026068,0.021236,0.022834,0.014584,0.01076,0.021594,0.007044,0.000055,0.945771,251,5,0.117645539,7,2.4,0.012083,0.143282,mighty
0.146474,0.013778,0.000011,0.004522,0.207947,0.190412,0.113774,0.089161,0.05758,0.041157,0.037119,0.036624,0.03355,0.029196,0.023112,0.023363,0.021074,0.012998,0.011642,0.016457,0.048654,0.001646,0.000004,0.00115,0.144184,0.200149,0.123107,0.089724,0.061652,0.038678,0.037798,0.040822,0.038769,0.033196,0.03134,0.029683,0.026091,0.016285,0.013798,0.012533,0.048632,0.012404,0.000011,0.007668,0.230145,0.181228,0.120006,0.083892,0.05331,0.035763,0.036925,0.03611,0.032297,0.025965,0.023017,0.023463,0.020449,0.011718,0.011908,0.018937,0.04574,0.001448,0.000099,0.02888,0.237455,0.155384,0.112558,0.087103,0.054776,0.037432,0.038262,0.036792,0.032693,0.026064,0.023089,0.024255,0.020175,0.012366,0.015211,0.051474,0.005501,0.00043,0.927898,246,2,0.105693021,247,92.60323968,0.030043,0.133916,mighty
0.161525,0.043335,0.007042,0.00943,0.011535,0.014868,0.019569,0.024615,0.030156,0.038071,0.053295,0.079175,0.114995,0.152484,0.179143,0.145574,0.07818,0.036873,0.002569,0.000535,0.000499,0.001394,0.004397,0.005783,0.006779,0.007413,0.009888,0.012508,0.015246,0.016847,0.02127,0.024966,0.03011,0.035114,0.052852,0.073375,0.109761,0.134448,0.186424,0.161008,0.083409,0.008401,0.007888,0.01052,0.013236,0.015941,0.022642,0.028552,0.035756,0.043885,0.069231,0.100202,0.139053,0.14461,0.178879,0.096182,0.064569,0.02429,0.002221,0.000525,0.000475,0.001346,0.031591,0.028737,0.044367,0.072267,0.168664,0.31926,0.250416,0.066903,0.012068,0.001898,0.000674,0.000334,0.000289,0.000314,0.000365,0.000251,0.000317,0.000331,0.000535,0.000419,0.938438,249,2,0.142637721,24,1.095445115,0.014012,0.642111,mighty
0.216437,0.033118,0,0.000072,0.00018,0.007583,0.024405,0.032601,0.036701,0.04891,0.052421,0.056273,0.060289,0.062605,0.070257,0.079263,0.090273,0.08105,0.063539,0.166192,0.067194,0.000192,0,0.000044,0.000269,0.007499,0.024132,0.031255,0.036196,0.042958,0.052297,0.055812,0.058004,0.054657,0.061287,0.061154,0.064349,0.060946,0.070004,0.100902,0.195034,0.023202,0,0.000072,0.00018,0.006168,0.02406,0.033178,0.038224,0.046449,0.054092,0.057267,0.062577,0.059643,0.074369,0.088477,0.096333,0.070978,0.061523,0.182513,0.04382,0.000076,0.000052,0.000076,0.000946,0.012557,0.030509,0.035178,0.043531,0.048132,0.056545,0.062709,0.07008,0.074204,0.105627,0.112681,0.067335,0.06,0.185114,0.034649,0.000072,0,0.933002,249,1,0.247539239,18,0.979795897,0.005709,0.106099,mighty
0.191266,0.030528,0,0,0,0.001419,0.040287,0.071463,0.067627,0.060011,0.059462,0.063959,0.072679,0.085524,0.100171,0.116756,0.116481,0.14117,0.002732,0.000259,0,0,0,0,0,0.000595,0.029573,0.065643,0.065607,0.055946,0.057767,0.059858,0.066375,0.07215,0.087976,0.103223,0.107186,0.116018,0.110916,0.001165,0,0,0,0,0,0.001053,0.040928,0.072618,0.068512,0.056836,0.061095,0.064819,0.074754,0.081444,0.101407,0.121095,0.118908,0.133437,0.002651,0.000443,0,0,0,0,0.000005,0.006634,0.065841,0.086155,0.073381,0.064885,0.075405,0.088979,0.104541,0.120505,0.126763,0.145815,0.039183,0.000972,0.000936,0,0,0,0.877165,252,2,0.2453193,26,0.979795897,0.013046,0.146103,mighty
0.18242,0.024182,0.000005,0.000144,0.000572,0.001426,0.003691,0.008483,0.018542,0.037302,0.073045,0.136757,0.233173,0.21563,0.196592,0.068632,0.003002,0.002591,0.000406,0.000005,0,0,0,0.000021,0.000315,0.000593,0.001517,0.00352,0.007532,0.013974,0.029498,0.057975,0.108878,0.177837,0.20508,0.158317,0.176998,0.053419,0.003082,0.001432,0.000011,0,0.000011,0.000198,0.000593,0.001597,0.004279,0.010037,0.022457,0.040443,0.082666,0.158013,0.251384,0.204754,0.185069,0.033723,0.002201,0.002468,0.000101,0.000005,0,0,0.000112,0.000646,0.002046,0.005411,0.014893,0.036362,0.07937,0.150726,0.289866,0.28281,0.127559,0.005059,0.001068,0.002596,0.001464,0.000005,0.000005,0,0,0,0.891255,238,2,0.21222409,22,0.489897949,0.003048,0.308648,mighty
0.095807,0.027426,0,0,0,0.000028,0.001697,0.019009,0.047267,0.071154,0.091272,0.128916,0.191738,0.217445,0.160405,0.065463,0.00534,0.000139,0.000083,0.000042,0.000001,0,0,0,0,0.000001,0.000208,0.005886,0.026672,0.046908,0.070386,0.089477,0.126528,0.168548,0.218729,0.168233,0.072459,0.005745,0.000123,0.000082,0.000015,0,0,0,0,0.000041,0.002517,0.023159,0.052532,0.068792,0.094737,0.137223,0.199185,0.201075,0.155732,0.06002,0.004725,0.000144,0.000088,0.000031,0,0,0,0,0.000016,0.000646,0.011845,0.052134,0.102916,0.147456,0.237517,0.240942,0.152206,0.047242,0.006522,0.000346,0.000067,0.000029,0.00007,0.000042,0.000003,0,0.886436,247,2,0.132753798,28,0,0.011783,0.240225,mighty
0.160365,0.010025,0.011092,0.011697,0.012806,0.012429,0.018207,0.024329,0.035007,0.052976,0.074404,0.108875,0.120161,0.131049,0.219969,0.156252,0.01035,0.000389,0.000006,0,0,0,0.009814,0.010075,0.010677,0.010385,0.012665,0.018361,0.023775,0.02918,0.043717,0.060383,0.095161,0.103396,0.119988,0.196602,0.236001,0.019456,0.000362,0.000003,0,0,0.010993,0.01217,0.013469,0.011975,0.020197,0.028376,0.041614,0.054027,0.07876,0.115326,0.126811,0.135957,0.231423,0.112519,0.005982,0.000395,0.000007,0,0,0,0.015756,0.016224,0.017072,0.020872,0.030393,0.04372,0.066945,0.088973,0.132306,0.142329,0.196316,0.188413,0.039525,0.001107,0.000049,0.000001,0,0,0,0,0.954276,252,1,0.341636527,20,0,0.00895,0.252921,mighty
0.235406,0.021252,0.000207,0.008137,0.045553,0.060311,0.059244,0.056218,0.054729,0.050649,0.047763,0.046939,0.044849,0.044025,0.039849,0.036979,0.033913,0.032635,0.031115,0.068587,0.146863,0.091437,0.000139,0.006831,0.04166,0.054041,0.062528,0.059586,0.057619,0.049037,0.049419,0.04633,0.043065,0.038865,0.038631,0.035314,0.03289,0.030251,0.032627,0.06301,0.123535,0.134622,0.000211,0.007508,0.047317,0.057249,0.060653,0.056839,0.055474,0.047464,0.048869,0.047592,0.046274,0.04166,0.041294,0.038244,0.034865,0.03035,0.031947,0.0708,0.155283,0.080107,0.001202,0.023021,0.056354,0.057265,0.057432,0.05496,0.05297,0.045836,0.048527,0.04955,0.048209,0.042201,0.041791,0.036923,0.033057,0.027659,0.031915,0.092257,0.168029,0.03084,0.977795,247,3,0.131399465,23,2.4,0.011663,0.09055,mighty
0.162856,0.065313,0,0.000027,0.000735,0.007758,0.023544,0.034315,0.041225,0.04175,0.039673,0.041402,0.039341,0.038134,0.037885,0.03597,0.032993,0.030085,0.032525,0.039505,0.444297,0.038837,0,0.000002,0.000184,0.003136,0.015267,0.026205,0.035771,0.037917,0.040206,0.038436,0.040403,0.036461,0.038654,0.037646,0.03588,0.03106,0.031411,0.033692,0.056582,0.461089,0,0.000045,0.000983,0.008118,0.025271,0.036201,0.043813,0.039427,0.040661,0.041891,0.040567,0.036382,0.037865,0.035921,0.033358,0.028557,0.032502,0.042375,0.450511,0.025553,0.000009,0.000264,0.00351,0.016624,0.032419,0.042522,0.045271,0.038716,0.042314,0.041913,0.040589,0.036082,0.037332,0.034875,0.032287,0.030271,0.039982,0.42791,0.054845,0.002263,0.971902,246,1,0.184157271,20,0.979795897,0.016913,0.117155,mighty
0.22383,0.047562,0.049353,0.018374,0.018147,0.016753,0.017502,0.016929,0.01632,0.015374,0.016428,0.01676,0.017534,0.018623,0.018813,0.022908,0.028919,0.045116,0.129433,0.360508,0.138101,0.018105,0.049353,0.018374,0.018147,0.016753,0.017502,0.016929,0.01632,0.015374,0.016428,0.01676,0.017534,0.017115,0.020321,0.022908,0.028919,0.045116,0.129433,0.360508,0.138101,0.018105,0.049353,0.018374,0.018147,0.016753,0.017502,0.016929,0.01632,0.015374,0.016428,0.01676,0.017534,0.017115,0.020321,0.022908,0.028919,0.045116,0.129433,0.360508,0.138101,0.018105,0.049353,0.018374,0.018147,0.016753,0.017502,0.016929,0.01632,0.015374,0.016428,0.01676,0.017534,0.017115,0.020321,0.022908,0.028919,0.045116,0.129433,0.360508,0.138101,0.018105,0.995085,248,0,nan,0,nan,0,0,mighty
0.174753,0.069108,0.005648,0.010573,0.012931,0.015346,0.017089,0.01966,0.020299,0.024468,0.029589,0.036889,0.042789,0.047613,0.057446,0.052684,0.046229,0.05567,0.118024,0.242683,0.133768,0.010601,0.001423,0.004718,0.007284,0.008203,0.011116,0.01329,0.015682,0.016288,0.018915,0.02226,0.026597,0.028916,0.041035,0.049064,0.061234,0.059861,0.060629,0.104964,0.273599,0.174922,0.00753,0.011805,0.014158,0.015279,0.017963,0.020686,0.021941,0.024272,0.031875,0.038486,0.043417,0.044868,0.057071,0.049384,0.045495,0.048061,0.103855,0.226154,0.164517,0.013184,0.038391,0.024372,0.026776,0.029118,0.039904,0.049048,0.056746,0.054734,0.053597,0.0513,0.063307,0.09642,0.166523,0.158909,0.064842,0.015912,0.004157,0.001759,0.002191,0.001995,0.918658,246,2,0.083015042,34,3.498571137,0.049752,0.419004,mighty
0.2374,0.030015,0.001874,0.006303,0.018857,0.03564,0.049451,0.064383,0.0686,0.070674,0.068394,0.061783,0.055971,0.047743,0.04132,0.038577,0.036509,0.042297,0.045771,0.026937,0.032703,0.186211,0.000989,0.004371,0.015223,0.024331,0.033954,0.044234,0.053583,0.05176,0.059737,0.05964,0.0558,0.051011,0.050714,0.04544,0.042554,0.037131,0.03972,0.045446,0.067663,0.216697,0.002177,0.007509,0.02356,0.039829,0.056354,0.069903,0.071697,0.06636,0.068383,0.060606,0.054354,0.043331,0.040354,0.037937,0.037726,0.040983,0.0394,0.022469,0.0392,0.177869,0.002171,0.007823,0.023949,0.042474,0.065131,0.082051,0.083697,0.076423,0.073846,0.064583,0.054526,0.043137,0.043291,0.044366,0.034337,0.019606,0.01564,0.021634,0.136394,0.06492,0.941989,249,2,0.098920919,18,3.687817783,0.045901,0.182533,mighty
0.138043,0.014985,0.037617,0.015251,0.014051,0.013866,0.017503,0.02288,0.03312,0.0476,0.069586,0.07832,0.07732,0.075894,0.05252,0.061714,0.079431,0.082509,0.070637,0.027831,0.024074,0.098274,0.033774,0.015514,0.013317,0.011309,0.014103,0.018326,0.026637,0.036263,0.059783,0.072569,0.074094,0.074726,0.064386,0.063846,0.075994,0.090037,0.096263,0.031003,0.017966,0.110091,0.038643,0.015823,0.015451,0.014154,0.01856,0.023863,0.0353,0.04486,0.071829,0.079531,0.079771,0.07028,0.0546,0.061091,0.07764,0.075263,0.07092,0.03076,0.028134,0.093526,0.036309,0.016986,0.016,0.01596,0.021426,0.030629,0.04614,0.06012,0.085157,0.085926,0.089631,0.06142,0.040971,0.041751,0.06534,0.073729,0.065497,0.032951,0.068969,0.045089,0.926286,251,2,0.107558731,20,5.276362383,0.056768,0.126888,mighty
0.131873,0.023453,0.000055,0.023173,0.096747,0.112934,0.108484,0.081723,0.063979,0.065595,0.088311,0.081828,0.058681,0.053882,0.062607,0.038807,0.027256,0.024494,0.00571,0.000399,0.004375,0.000959,0.000103,0.018945,0.057174,0.067442,0.079272,0.073263,0.063252,0.051312,0.048403,0.042504,0.040291,0.043518,0.06656,0.068603,0.054959,0.046044,0.080544,0.070665,0.025014,0.002134,0.000188,0.023495,0.113552,0.117466,0.113943,0.081522,0.071762,0.081468,0.090712,0.067371,0.050291,0.053434,0.051747,0.02456,0.023293,0.020774,0.008659,0.000501,0.004286,0.000977,0.01825,0.126094,0.196693,0.186882,0.21947,0.157463,0.062978,0.02017,0.004599,0.000544,0.000299,0.000198,0.000192,0.000214,0.000207,0.000262,0.000379,0.000755,0.003626,0.000727,0.812136,249,2,0.091862074,20,2.28035085,0.039213,0.566814,mighty
0.262577,0.046362,0.000185,0.001809,0.008895,0.020938,0.033685,0.045676,0.054565,0.063052,0.066762,0.070988,0.068756,0.069836,0.072037,0.071083,0.069417,0.06196,0.059883,0.082117,0.071198,0.007157,0.00004,0.000633,0.004772,0.013037,0.02579,0.038321,0.048491,0.053296,0.064219,0.067978,0.069485,0.064049,0.070716,0.071444,0.069355,0.064265,0.064543,0.062843,0.103392,0.04333,0.000225,0.002127,0.010278,0.021133,0.035543,0.047469,0.058167,0.059938,0.069414,0.07092,0.071414,0.067006,0.07334,0.070642,0.070963,0.059194,0.06063,0.082269,0.063448,0.005883,0.000657,0.004932,0.016333,0.027352,0.04291,0.053809,0.063293,0.063188,0.072784,0.072395,0.07337,0.068602,0.073346,0.072546,0.067833,0.055596,0.077105,0.084272,0.008123,0.001552,0.986636,249,1,0.311327335,18,1.469693846,0.012652,0.133876,mighty
0.204153,0.03761,0.008908,0.009586,0.019526,0.033285,0.052265,0.067598,0.064932,0.066574,0.062209,0.050679,0.044084,0.041558,0.040028,0.043434,0.036851,0.042072,0.06398,0.077241,0.097783,0.077406,0.004153,0.006614,0.013775,0.022831,0.03759,0.056606,0.061277,0.057165,0.065337,0.062598,0.050671,0.03939,0.047739,0.045064,0.040964,0.042153,0.061912,0.091707,0.099847,0.092606,0.010072,0.011112,0.02151,0.033839,0.058663,0.069542,0.067096,0.063703,0.06055,0.049345,0.043586,0.038116,0.038855,0.043321,0.03743,0.040072,0.063498,0.074546,0.100896,0.074245,0.010337,0.012566,0.024976,0.039578,0.068691,0.074277,0.075281,0.066514,0.056964,0.046438,0.043092,0.035365,0.035466,0.046253,0.039695,0.044032,0.049458,0.055269,0.134526,0.041221,0.922916,249,1,0.152595185,7,2.4,0.041428,0.141361,mighty
0.11905,0.045355,0.023734,0.012896,0.014492,0.01654,0.022144,0.035384,0.03949,0.044989,0.036984,0.033842,0.034905,0.034783,0.035964,0.042503,0.061379,0.081926,0.101312,0.143998,0.143709,0.039027,0.021549,0.01347,0.015113,0.015632,0.021546,0.03321,0.034684,0.034018,0.035158,0.031786,0.031169,0.028544,0.033314,0.033034,0.029569,0.034341,0.069488,0.093007,0.119955,0.271415,0.024133,0.013032,0.014666,0.015481,0.022711,0.036932,0.041763,0.04284,0.038174,0.035291,0.035589,0.032865,0.037357,0.047007,0.068196,0.081537,0.107321,0.139783,0.134269,0.031054,0.02233,0.014032,0.01609,0.017038,0.028293,0.044709,0.05707,0.048418,0.054912,0.062664,0.064788,0.059603,0.071657,0.098233,0.113619,0.088483,0.059946,0.031709,0.04446,0.001948,0.93433,249,3,0.070987528,26,3.2,0.045296,0.212189,mighty
0.16304,0.036494,0.005426,0.021786,0.103197,0.073093,0.078999,0.082418,0.059243,0.0454,0.037928,0.03304,0.031246,0.031907,0.032916,0.032804,0.032885,0.035559,0.046923,0.081664,0.126468,0.0071,0.00519,0.023328,0.103683,0.062459,0.07271,0.082524,0.064682,0.043051,0.039111,0.033318,0.031197,0.029627,0.033465,0.034082,0.033666,0.033878,0.045275,0.063995,0.131684,0.033075,0.005312,0.020249,0.103925,0.070316,0.083805,0.084217,0.059352,0.042718,0.039033,0.033332,0.031672,0.0296,0.033524,0.032877,0.033036,0.032667,0.047198,0.077792,0.131964,0.007412,0.009902,0.051764,0.101825,0.062996,0.080506,0.074366,0.057396,0.04364,0.039617,0.034582,0.03311,0.031474,0.035965,0.036886,0.038503,0.048658,0.113779,0.098978,0.005059,0.000993,0.983053,247,9,0.049724034,18,85.82214167,0.016733,0.107895,mighty
0.215972,0.031617,0.000005,0.000758,0.005729,0.016905,0.025685,0.032104,0.036997,0.044742,0.047046,0.050569,0.060364,0.083027,0.108431,0.141599,0.188717,0.12673,0.028328,0.00225,0.000015,0,0,0.000258,0.002818,0.009427,0.018669,0.024344,0.029451,0.0326,0.043134,0.045238,0.048688,0.052872,0.076837,0.104563,0.131725,0.177279,0.167196,0.033222,0.001672,0.00001,0.000005,0.000938,0.006808,0.017668,0.027235,0.033999,0.040151,0.043134,0.048591,0.052512,0.065748,0.08381,0.115481,0.150418,0.198878,0.091681,0.021618,0.001317,0.00001,0,0.00017,0.002847,0.013882,0.025982,0.03725,0.043766,0.050802,0.049407,0.058683,0.077352,0.102731,0.121438,0.155155,0.16207,0.077293,0.018878,0.002279,0.000015,0,0,0.90035,251,1,0.188317682,20,0.8,0.019901,0.200746,mighty
0.083305,0.039932,0.000548,0.001774,0.004534,0.007043,0.009835,0.011183,0.009944,0.010084,0.009903,0.009852,0.010015,0.010408,0.011527,0.012532,0.013679,0.015911,0.020666,0.032743,0.514523,0.283297,0.00023,0.001229,0.003582,0.005178,0.008209,0.009974,0.010232,0.009055,0.009779,0.009654,0.009927,0.009319,0.010664,0.011716,0.012803,0.013342,0.017062,0.023557,0.076364,0.748125,0.000616,0.001871,0.004811,0.007006,0.010256,0.011345,0.01058,0.00947,0.009908,0.010137,0.010324,0.009963,0.011761,0.012938,0.014173,0.015258,0.021381,0.035262,0.65674,0.136201,0.001246,0.003273,0.0064,0.008965,0.011701,0.01151,0.010969,0.009626,0.010359,0.010651,0.011072,0.011147,0.013033,0.014412,0.016624,0.019364,0.030851,0.429839,0.361213,0.007747,0.976237,226,1,0.252023571,21,0,0.006958,0.088682,mighty
0.22431,0.009734,0.000003,0.000068,0.004055,0.047942,0.094073,0.094017,0.06659,0.04706,0.033926,0.035501,0.048705,0.070506,0.092793,0.101592,0.100737,0.0898,0.053034,0.018869,0.000728,0,0.000006,0.000112,0.001412,0.015266,0.061937,0.100142,0.086645,0.056591,0.042112,0.03318,0.04443,0.059141,0.086011,0.104541,0.104954,0.094132,0.074513,0.031735,0.00314,0,0.000003,0.00005,0.006582,0.054509,0.100578,0.090579,0.06342,0.042239,0.033897,0.036438,0.051029,0.067156,0.094141,0.103368,0.102333,0.082909,0.052256,0.017929,0.000587,0,0.000009,0.000304,0.013022,0.066761,0.107938,0.087995,0.059416,0.038544,0.034855,0.043011,0.062656,0.077807,0.099357,0.101793,0.097337,0.065838,0.034719,0.008602,0.000035,0,0.905411,251,1,0.284683354,7,1.6,0.035553,0.117011,mighty
0.197357,0.04017,0.079884,0.043082,0.02968,0.025359,0.023777,0.022991,0.022781,0.023626,0.023923,0.024015,0.025115,0.025818,0.026811,0.028291,0.032838,0.043127,0.05947,0.141247,0.190504,0.107662,0.073712,0.041704,0.027385,0.021007,0.022038,0.020742,0.020695,0.019342,0.021362,0.022366,0.022631,0.021135,0.023628,0.025793,0.028168,0.030208,0.042785,0.062943,0.159024,0.293331,0.077614,0.045824,0.031307,0.024539,0.024849,0.02398,0.023704,0.022672,0.024447,0.024608,0.025974,0.02423,0.027019,0.028909,0.033896,0.040866,0.06083,0.154331,0.183686,0.096715,0.093907,0.049455,0.034889,0.027885,0.029601,0.029108,0.030195,0.029053,0.032442,0.032695,0.033393,0.031412,0.035785,0.044381,0.069561,0.115191,0.114284,0.109028,0.046184,0.011551,0.995065,247,2,0.089664604,29,1.356465997,0.022521,0.269855,mighty
0.205237,0.050751,0.000811,0.008958,0.064466,0.085899,0.050926,0.044945,0.051788,0.056384,0.060733,0.0578,0.051238,0.048958,0.045428,0.044934,0.042624,0.041411,0.04294,0.037526,0.153621,0.008609,0.000353,0.004999,0.046896,0.074115,0.049463,0.037988,0.041528,0.043747,0.049661,0.05065,0.049293,0.046891,0.052472,0.05702,0.059567,0.051918,0.051703,0.044958,0.046804,0.139973,0.001045,0.010531,0.070089,0.083583,0.054167,0.048373,0.056247,0.056811,0.062635,0.055861,0.050476,0.043444,0.044076,0.043486,0.04149,0.038465,0.043262,0.037358,0.152604,0.005998,0.00474,0.02821,0.098726,0.076153,0.060579,0.064322,0.065584,0.058771,0.05801,0.048121,0.039912,0.032823,0.033238,0.036673,0.040046,0.041636,0.045061,0.157317,0.009208,0.00087,0.991047,248,1,0.167016681,18,0,0.041478,0.206625,mighty
0.139193,0.046163,0.005268,0.012098,0.016658,0.018868,0.019983,0.021779,0.02303,0.023675,0.024401,0.025713,0.025758,0.026807,0.031531,0.038433,0.043855,0.059694,0.099364,0.355518,0.126437,0.00113,0.007485,0.013352,0.016727,0.016586,0.018798,0.019592,0.020271,0.019549,0.022509,0.024783,0.025528,0.024437,0.027857,0.033204,0.038265,0.043034,0.060123,0.078016,0.373638,0.116246,0.004792,0.011452,0.016552,0.017574,0.020281,0.021945,0.023522,0.022545,0.024986,0.025954,0.026184,0.024991,0.030974,0.037452,0.045423,0.0552,0.112782,0.441254,0.035348,0.00079,0.011716,0.021054,0.025342,0.025527,0.02973,0.030392,0.030272,0.027514,0.029285,0.031849,0.036707,0.039835,0.046287,0.062051,0.087169,0.123225,0.337974,0.003684,0.00037,0.000017,0.989289,245,5,0.086390168,28,0.979795897,0.048148,0.217335,mighty
0.13422,0.041458,0.001446,0.005023,0.009783,0.012895,0.01483,0.016772,0.019511,0.023296,0.02723,0.0313,0.036437,0.043422,0.050982,0.058934,0.064481,0.099957,0.241821,0.206562,0.032529,0.00279,0.001452,0.00508,0.009713,0.011593,0.014416,0.016663,0.02005,0.022191,0.027861,0.031772,0.035433,0.037823,0.046231,0.05314,0.056238,0.058901,0.136372,0.271638,0.133182,0.01025,0.001303,0.004691,0.010001,0.012166,0.014812,0.016763,0.019584,0.021442,0.026953,0.031791,0.036983,0.040361,0.052062,0.061079,0.067931,0.095597,0.247963,0.205243,0.03054,0.002736,0.003478,0.008584,0.013883,0.01472,0.017487,0.019994,0.023517,0.02555,0.032787,0.03951,0.048529,0.055036,0.070907,0.09639,0.189719,0.226925,0.098663,0.011514,0.002177,0.00063,0.98998,247,3,0.128667402,28,5.153639491,0.006314,0.129866,mighty
0.171992,0.033735,0.006875,0.006009,0.007525,0.008919,0.010597,0.012434,0.015556,0.019187,0.023813,0.027944,0.032577,0.036844,0.044543,0.052615,0.063832,0.083133,0.128345,0.207132,0.203398,0.008723,0.00562,0.005472,0.006738,0.007453,0.009006,0.01062,0.012676,0.014203,0.018923,0.023409,0.027664,0.030404,0.036557,0.044354,0.055722,0.063976,0.100287,0.167819,0.297022,0.062075,0.006667,0.006096,0.007774,0.008488,0.01093,0.013273,0.016447,0.018477,0.024705,0.028991,0.033696,0.035283,0.045745,0.053889,0.065008,0.078178,0.128912,0.209879,0.199837,0.007725,0.014059,0.008424,0.009989,0.011693,0.015351,0.019252,0.024841,0.027657,0.034516,0.039732,0.046731,0.049607,0.064974,0.08212,0.100722,0.121345,0.179048,0.131776,0.01808,0.000083,0.963878,246,2,0.132970394,28,2,0.013281,0.174798,mighty
